rsi_thresh,bbl_mode,sma50,vol_high,roc10_thresh,macd_neg,baseline,placement_rate,n_placed,total_pnl,win_rate,sharpe,max_dd,filter_lift,score
60.0,0,False,False,-999.0,False,False,0.7867647058823529,107,3903.9811139999906,0.16822429906542055,0.13934729689230518,-2838.6329819999964,28.981030568444236,0.8996372640377961
50.0,0,True,False,-999.0,False,False,0.4338235294117647,59,3682.9679319999955,0.1864406779661017,0.15637949174781884,-2801.772067999997,54.91841105284154,0.8961278039617114
55.0,0,True,False,-999.0,False,False,0.49264705882352944,67,3091.2879319999947,0.1791044776119403,0.130271582164678,-3664.532067999999,38.63385161545219,0.8857066913750526
999.0,0,True,False,-999.0,False,False,0.5,68,2896.507931999994,0.17647058823529413,0.12200615821411018,-3859.312067999998,35.09093064705888,0.880243489703986
60.0,0,True,False,-999.0,False,False,0.5,68,2896.507931999994,0.17647058823529413,0.12200615821411018,-3859.312067999998,35.09093064705888,0.880243489703986
55.0,0,False,False,-999.0,False,False,0.6838235294117647,93,1520.4285339999894,0.17204301075268819,0.060273829987221625,-4286.172981999997,8.843919678684383,0.8215311853229504
999.0,0,False,False,-999.0,False,True,1.0,136,1020.6492959999837,0.16911764705882354,0.03583055814348868,-4532.0307040000025,0.0,0.8160827544801207
50.0,0,False,False,-999.0,False,False,0.47794117647058826,65,1736.027931999995,0.16923076923076924,0.0728915572716878,-3406.192067999999,19.203347795475164,0.8008197944900561
55.0,0,False,True,-999.0,False,False,0.3014705882352941,41,879.5827060000003,0.21951219512195122,0.08278793043252354,-1842.4389360000011,13.948462496413327,0.7187841679470318
60.0,0,False,True,-999.0,False,False,0.33088235294117646,45,549.2627060000002,0.2,0.05157042931622426,-1919.918936000001,4.70106367581712,0.6950155095476327
50.0,0,True,True,-999.0,False,False,0.19117647058823528,26,-160.63744400000041,0.23076923076923078,-0.02301137763336699,-2171.3189359999997,-13.683137466063252,0.6517360359737173
50.0,0,False,True,-999.0,False,False,0.19852941176470587,27,-312.57744400000047,0.2222222222222222,-0.04465985231646771,-2323.2589359999993,-19.08171660566439,0.6423831271898361
55.0,0,False,True,-999.0,True,False,0.20588235294117646,28,35.66121399999872,0.17857142857142858,0.004005954844603276,-1627.79985,-6.231159449579767,0.6410710998308289
55.0,0,True,True,-999.0,False,False,0.23529411764705882,32,-396.41744400000175,0.21875,-0.05300745774944025,-2389.1189360000008,-19.892819360294048,0.6406828567161053
60.0,0,False,True,-999.0,True,False,0.21323529411764705,29,13.261213999998859,0.1724137931034483,0.001489626458631535,-1643.358936,-7.047490993914741,0.6388212765012276
999.0,0,False,True,-999.0,False,False,0.4264705882352941,58,-704.7691120000025,0.20689655172413793,-0.06405022580662385,-2321.934254000004,-19.655965821500935,0.6329136874368242
60.0,0,True,True,-999.0,False,False,0.2426470588235294,33,-591.1974440000017,0.21212121212121213,-0.07876177449407659,-2389.1189360000008,-25.419848295900124,0.6248575618158436
999.0,0,True,True,-999.0,False,False,0.2426470588235294,33,-591.1974440000017,0.21212121212121213,-0.07876177449407659,-2389.1189360000008,-25.419848295900124,0.6248575618158436
999.0,0,False,True,-999.0,True,False,0.23529411764705882,32,-545.5787860000013,0.15625,-0.06072539408141242,-1901.11985,-24.554111297794027,0.6021491747606019
45.0,0,True,True,-999.0,False,False,0.16176470588235295,22,-1302.8389359999985,0.18181818181818182,-0.22362930322716523,-2672.0589359999994,-66.72472587165758,0.5471100344230219
45.0,0,False,True,-999.0,False,False,0.16911764705882354,23,-1454.7789359999986,0.17391304347826086,-0.24887959088374242,-2823.9989359999995,-70.75603232225046,0.5384489604048662
55.0,0,False,False,-999.0,True,False,0.47058823529411764,64,-2876.1529580000124,0.15625,-0.2640440521655071,-3784.614474000003,-52.44466420404419,0.5355608968362721
60.0,0,False,False,-999.0,True,False,0.5073529411764706,69,-3290.072958000012,0.14492753623188406,-0.30149463486816747,-4123.134474000002,-55.18699101790286,0.5225798450994443
999.0,0,False,False,-999.0,True,False,0.5367647058823529,73,-4036.552958000012,0.136986301369863,-0.3676923316094385,-4637.094474000002,-62.80002023529416,0.49522145235852133
55.0,0,True,True,-999.0,True,False,0.14705882352941177,20,-1614.638936000003,0.15,-0.3322732647797373,-2478.738936,-88.23672103529415,0.492481431871982
999.0,0,True,True,-999.0,True,False,0.14705882352941177,20,-1614.638936000003,0.15,-0.3322732647797373,-2478.738936,-88.23672103529415,0.492481431871982
60.0,0,True,True,-999.0,True,False,0.14705882352941177,20,-1614.638936000003,0.15,-0.3322732647797373,-2478.738936,-88.23672103529415,0.492481431871982
50.0,0,True,True,-999.0,True,False,0.14705882352941177,20,-1614.638936000003,0.15,-0.3322732647797373,-2478.738936,-88.23672103529415,0.492481431871982
50.0,0,False,True,-999.0,True,False,0.15441176470588236,21,-1766.578936000003,0.14285714285714285,-0.36186783556194624,-2630.6789360000002,-91.62758071148463,0.4839198738788803
45.0,0,True,False,-999.0,False,False,0.3235294117647059,44,-2976.1735600000025,0.18181818181818182,-0.3466870143175943,-3030.374624000003,-75.14508241711223,0.47993770823435933
