entry_date,expiry_date,etf_entry,iv,ivr,rsi,bbu,filter_passed,filter_would_pass,call_offsets,put_offsets,num_contracts,total_premium,total_net_rmb,Call_Leg_A_(OTM2)_contract,Call_Leg_A_(OTM2)_K,Call_Leg_A_(OTM2)_side,Call_Leg_A_(OTM2)_exec_px,Call_Leg_A_(OTM2)_premium,Call_Leg_A_(OTM2)_exercise,Call_Leg_A_(OTM2)_net,Call_Leg_A_(OTM2)_note,Call_Leg_B_(OTM3)_contract,Call_Leg_B_(OTM3)_K,Call_Leg_B_(OTM3)_side,Call_Leg_B_(OTM3)_exec_px,Call_Leg_B_(OTM3)_premium,Call_Leg_B_(OTM3)_exercise,Call_Leg_B_(OTM3)_net,Call_Leg_B_(OTM3)_note
2021-03-25,2021-04-28,4.929,0.1872,0.2663,35.85,5.4563,True,True,2+3,,1,344.82,340.82,10003284,5.25,sell,0.0266,265.61,0.0,263.61,expires_worthless,10003285,5.5,sell,0.0079,79.21,0.0,77.21,expires_worthless
2021-04-29,2021-05-26,5.173,0.171,0.2624,56.92,5.2163,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-05-27,2021-06-23,5.347,0.2203,0.4599,66.61,5.3526,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-06-24,2021-07-28,5.189,0.1664,0.2165,49.69,5.4014,True,True,2+3,,1,300.51,296.51,10003438,5.5,sell,0.0222,221.94,0.0,219.94,expires_worthless,10003439,5.75,sell,0.0079,78.57,0.0,76.57,expires_worthless
2021-07-29,2021-08-25,4.906,0.1562,0.1784,36.16,5.3526,True,True,2+3,,1,238.62,234.62,10003483,5.25,sell,0.0173,173.38,0.0,171.38,expires_worthless,10003484,5.5,sell,0.0065,65.24,0.0,63.24,expires_worthless
2021-08-26,2021-09-22,4.886,0.1393,0.2218,41.9,5.1223,True,True,2+3,,1,703.9,699.9,10003225,5.0,sell,0.0584,583.79,0.0,581.79,expires_worthless,10003226,5.25,sell,0.012,120.11,0.0,118.11,expires_worthless
2021-09-23,2021-10-27,4.924,0.1751,0.4424,45.58,5.0999,True,True,2+3,,1,235.75,231.75,10003604,5.25,sell,0.0197,196.62,0.0,194.62,expires_worthless,10003605,5.5,sell,0.0039,39.13,0.0,37.13,expires_worthless
2021-10-28,2021-11-24,4.949,0.1706,0.4161,45.94,5.0569,True,True,2+3,,1,174.31,170.31,10003647,5.25,sell,0.0148,148.38,0.0,146.38,expires_worthless,10003648,5.5,sell,0.0026,25.93,0.0,23.93,expires_worthless
2021-11-25,2021-12-22,4.978,0.1363,0.2134,52.31,5.0152,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-12-23,2022-01-26,5.02,0.1452,0.2658,50.63,5.1872,True,True,2+3,,1,77.35,73.35,10003733,5.5,sell,0.0053,52.95,0.0,50.95,expires_worthless,10003734,5.75,sell,0.0024,24.4,0.0,22.4,expires_worthless
2022-01-27,2022-02-23,4.625,0.1935,0.6414,30.45,5.0557,True,True,2+3,,1,1796.73,1792.73,10003916,4.7,sell,0.0957,956.56,0.0,954.56,expires_worthless,10003861,4.726,sell,0.0827,840.17,0.0,838.17,expires_worthless
2022-02-24,2022-03-23,4.53,0.1613,0.4202,36.23,4.7651,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-03-24,2022-04-27,4.246,0.1302,0.1398,41.28,4.6747,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-04-28,2022-05-25,3.915,0.2208,0.5619,37.01,4.3976,True,True,2+3,,1,493.07,489.07,10004183,4.1,sell,0.031,310.16,0.0,308.16,expires_worthless,10004184,4.2,sell,0.0183,182.92,0.0,180.92,expires_worthless
2022-05-26,2022-06-22,3.992,0.1746,0.3466,47.64,4.0924,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-06-23,2022-07-27,4.365,0.1835,0.3882,66.33,4.4289,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-07-28,2022-08-24,4.279,0.1741,0.3443,44.03,4.5393,True,True,2+3,,1,641.6,637.6,10004364,4.4,sell,0.0435,435.46,0.0,433.46,expires_worthless,10004365,4.5,sell,0.0206,206.15,0.0,204.15,expires_worthless
2022-08-25,2022-09-28,4.181,0.1549,0.2028,43.67,4.2927,True,True,2+3,,1,541.28,537.28,10003993,4.3,sell,0.0377,377.49,0.0,375.49,expires_worthless,10003994,4.4,sell,0.0164,163.79,0.0,161.79,expires_worthless
2022-09-29,2022-10-26,3.894,0.1817,0.2816,29.81,4.2195,True,True,2+3,,1,629.72,625.72,10004478,4.0,sell,0.0447,447.22,0.0,445.22,expires_worthless,10004479,4.1,sell,0.0183,182.5,0.0,180.5,expires_worthless
2022-10-27,2022-11-23,3.69,0.2055,0.41,29.21,3.9939,True,True,2+3,,1,914.29,570.29,10004616,3.8,sell,0.0626,626.1,-340.0,284.1,assigned  ETF=3.8340 K=3.8000,10004617,3.9,sell,0.0288,288.19,0.0,286.19,expires_worthless
2022-11-24,2022-12-28,3.816,0.211,0.4397,48.31,3.9808,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-12-29,2023-01-30,3.922,0.1614,0.1691,48.96,4.0803,True,True,2+3,,1,271.47,-832.53,10004804,4.1,sell,0.0192,191.83,-1050.0,-860.17,assigned  ETF=4.2050 K=4.1000,10004805,4.2,sell,0.008,79.64,-50.0,27.64,assigned  ETF=4.2050 K=4.2000
2023-01-31,2023-02-22,4.159,0.1755,0.2453,66.55,4.2522,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-02-23,2023-03-22,4.099,0.168,0.2046,50.29,4.214,True,True,2+3,,1,1092.06,1088.06,10004426,4.135,sell,0.0674,684.46,0.0,682.46,expires_worthless,10005056,4.2,sell,0.0408,407.6,0.0,405.6,expires_worthless
2023-03-23,2023-04-26,4.031,0.1513,0.1143,50.59,4.1451,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-04-27,2023-05-24,3.986,0.1453,0.0628,41.54,4.1841,True,True,2+3,,1,305.72,301.72,10005284,4.1,sell,0.0222,221.67,0.0,219.67,expires_worthless,10005285,4.2,sell,0.0084,84.04,0.0,82.04,expires_worthless
2023-05-25,2023-06-28,3.845,0.1585,0.177,31.95,4.0732,True,True,2+3,,1,651.51,647.51,10004704,3.938,sell,0.0411,417.09,0.0,415.09,expires_worthless,10005072,4.0,sell,0.0234,234.42,0.0,232.42,expires_worthless
2023-06-29,2023-07-26,3.859,0.1455,0.0948,44.97,3.9706,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-07-27,2023-08-23,3.972,0.1399,0.0537,58.68,3.9885,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-08-24,2023-09-27,3.791,0.186,0.3929,34.19,4.1865,True,True,2+3,,1,686.51,682.51,10005124,3.9,sell,0.0449,449.27,0.0,447.27,expires_worthless,10005125,4.0,sell,0.0237,237.25,0.0,235.25,expires_worthless
2023-09-28,2023-10-25,3.764,0.1573,0.1815,41.06,3.9067,True,True,2+3,,1,424.71,420.71,10005936,3.9,sell,0.0302,302.03,0.0,300.03,expires_worthless,10005937,4.0,sell,0.0123,122.68,0.0,120.68,expires_worthless
2023-10-26,2023-11-22,3.582,0.1568,0.1777,31.84,3.8727,True,True,2+3,,1,245.76,241.76,10006046,3.7,sell,0.0176,175.58,0.0,173.58,expires_worthless,10006047,3.8,sell,0.007,70.18,0.0,68.18,expires_worthless
2023-11-23,2023-12-27,3.63,0.1415,0.0654,43.93,3.6978,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-28,2024-01-24,3.489,0.1579,0.2296,52.05,3.5374,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-01-25,2024-02-28,3.335,0.1542,0.1965,46.89,3.5137,True,True,2+3,,1,356.36,137.87,10006524,3.427,sell,0.0227,232.06,-214.49,15.57,assigned  ETF=3.4480 K=3.4270,10006658,3.5,sell,0.0124,124.3,0.0,122.3,expires_worthless
2024-02-29,2024-03-27,3.503,0.1877,0.5008,64.08,3.5622,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-03-28,2024-04-24,3.51,0.1447,0.1098,50.4,3.6015,True,True,2+3,,1,112.22,108.22,10006940,3.7,sell,0.0082,81.93,0.0,79.93,expires_worthless,10006941,3.8,sell,0.003,30.29,0.0,28.29,expires_worthless
2024-04-25,2024-05-22,3.523,0.1379,0.0756,50.49,3.5841,True,True,2+3,,1,113.38,109.38,10007059,3.7,sell,0.0086,86.38,0.0,84.38,expires_worthless,10007060,3.8,sell,0.0027,27.0,0.0,25.0,expires_worthless
2024-05-23,2024-06-26,3.643,0.1351,0.0514,55.38,3.7348,True,True,2+3,,1,648.69,644.69,10006191,3.72,sell,0.0429,438.13,0.0,436.13,expires_worthless,10006895,3.8,sell,0.0211,210.56,0.0,208.56,expires_worthless
2024-06-27,2024-07-24,3.48,0.1328,0.0332,33.69,3.63,True,True,2+3,,1,223.85,219.85,10007354,3.6,sell,0.0172,172.3,0.0,170.3,expires_worthless,10007355,3.7,sell,0.0052,51.55,0.0,49.55,expires_worthless
2024-07-25,2024-08-28,3.459,0.1308,0.2887,39.01,3.5961,True,True,2+3,,1,197.82,193.82,10007474,3.6,sell,0.0151,151.34,0.0,149.34,expires_worthless,10007475,3.7,sell,0.0046,46.48,0.0,44.48,expires_worthless
2024-08-29,2024-09-25,3.347,0.1195,0.2173,33.79,3.4386,True,True,2+3,,1,82.44,78.44,10006753,3.5,sell,0.0064,63.78,0.0,61.78,expires_worthless,10006754,3.6,sell,0.0019,18.66,0.0,16.66,expires_worthless
2024-09-26,2024-10-23,3.64,0.2328,0.9382,78.43,3.5253,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-10-24,2024-11-27,4.011,0.2473,0.3626,60.46,4.4893,True,True,2+3,,1,1246.76,1242.76,10008004,4.2,sell,0.0722,722.48,0.0,720.48,expires_worthless,10008005,4.3,sell,0.0524,524.28,0.0,522.28,expires_worthless
2024-11-28,2024-12-25,3.958,0.2023,0.2619,46.11,4.2712,True,True,2+3,,1,784.36,780.36,10007253,4.1,sell,0.0482,481.93,0.0,479.93,expires_worthless,10008009,4.2,sell,0.0302,302.44,0.0,300.44,expires_worthless
2024-12-26,2025-01-22,4.073,0.1879,0.2296,55.57,4.1062,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-01-23,2025-02-26,3.897,0.1699,0.1893,45.01,4.0774,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-02-27,2025-03-26,4.067,0.1566,0.1595,60.16,4.1137,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-03-27,2025-04-23,4.027,0.1286,0.0967,49.42,4.1186,True,True,2+3,,1,185.86,181.86,10008954,4.2,sell,0.0121,120.82,0.0,118.82,expires_worthless,10008955,4.3,sell,0.0065,65.04,0.0,63.04,expires_worthless
2025-04-24,2025-05-28,3.882,0.1287,0.097,45.53,4.0593,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-05-29,2025-06-25,3.966,0.1221,0.0823,51.79,4.0626,True,True,2+3,,1,201.02,197.02,10008283,4.1,sell,0.0134,134.03,0.0,132.03,expires_worthless,10008284,4.2,sell,0.0067,66.99,0.0,64.99,expires_worthless
2025-06-26,2025-07-23,3.986,0.1372,0.1161,54.89,4.0463,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-07-24,2025-08-27,4.225,0.1595,0.1661,79.95,4.2261,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-08-28,2025-09-24,4.559,0.2329,0.3007,74.54,4.5978,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-09-25,2025-10-22,4.695,0.1536,0.1033,66.9,4.7096,True,True,2+3,,1,659.77,655.77,10009914,4.8,sell,0.0424,424.17,0.0,422.17,expires_worthless,10009915,4.9,sell,0.0236,235.61,0.0,233.61,expires_worthless
2025-10-23,2025-11-26,4.713,0.162,0.191,56.54,4.7907,True,True,2+3,,1,429.59,425.59,10010089,4.9,sell,0.029,289.57,0.0,287.57,expires_worthless,10010090,5.0,sell,0.014,140.01,0.0,138.01,expires_worthless
2025-11-27,2025-12-24,4.622,0.118,0.0524,42.92,4.8711,True,True,2+3,,1,216.32,212.32,10009797,4.8,sell,0.0153,152.91,0.0,150.91,expires_worthless,10009821,4.9,sell,0.0063,63.41,0.0,61.41,expires_worthless
2025-12-25,2026-01-28,4.766,0.1252,0.1004,58.92,4.7706,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-01-29,2026-02-25,4.768,0.1664,0.374,50.33,4.9685,True,True,2+3,,1,1054.71,1050.71,10010890,4.8,sell,0.063,629.94,0.0,627.94,expires_worthless,10010651,4.873,sell,0.0414,424.77,0.0,422.77,expires_worthless
2026-02-26,2026-03-25,4.735,0.1136,0.0234,50.88,4.7833,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-03-26,2026-04-22,4.488,0.1497,0.2633,37.42,4.7997,True,True,2+3,,1,610.54,-2613.46,10011123,4.6,sell,0.044,440.28,-2110.0,-1671.72,assigned  ETF=4.8110 K=4.6000,10011124,4.7,sell,0.017,170.26,-1110.0,-941.74,assigned  ETF=4.8110 K=4.7000
2026-04-23,2026-05-27,4.801,0.1211,0.0832,64.67,4.8769,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-05-28,2026-06-24,4.932,0.137,0.2033,58.31,5.0213,True,True,2+3,,1,407.33,403.33,10010321,5.117,sell,0.0289,296.33,0.0,294.33,expires_worthless,10010929,5.25,sell,0.0111,111.0,0.0,109.0,expires_worthless
