entry_date,expiry_date,etf_entry,iv,ivr,rsi,bbu,filter_passed,filter_would_pass,call_offsets,put_offsets,num_contracts,total_premium,total_net_rmb,Call_Leg_A_(OTM2)_contract,Call_Leg_A_(OTM2)_K,Call_Leg_A_(OTM2)_side,Call_Leg_A_(OTM2)_exec_px,Call_Leg_A_(OTM2)_premium,Call_Leg_A_(OTM2)_exercise,Call_Leg_A_(OTM2)_net,Call_Leg_A_(OTM2)_note,Call_Leg_B_(OTM3)_contract,Call_Leg_B_(OTM3)_K,Call_Leg_B_(OTM3)_side,Call_Leg_B_(OTM3)_exec_px,Call_Leg_B_(OTM3)_premium,Call_Leg_B_(OTM3)_exercise,Call_Leg_B_(OTM3)_net,Call_Leg_B_(OTM3)_note
2020-04-23,2020-05-27,2.787,0.1353,0.0723,54.56,2.821,True,True,2+3,,1,409.0,405.0,10002440,2.85,sell,0.0252,252.0,0.0,250.0,expires_worthless,10002441,2.9,sell,0.0157,157.0,0.0,155.0,expires_worthless
2020-05-28,2020-06-24,2.801,0.1464,0.11,48.63,2.8873,True,True,2+3,,1,531.17,-1619.94,10002086,2.85,sell,0.0271,271.0,-1080.0,-811.0,assigned  ETF=2.9580 K=2.8500,10001991,2.853,sell,0.0256,260.17,-1067.11,-808.94,assigned  ETF=2.9580 K=2.8530
2020-06-29,2020-07-22,2.937,0.1453,0.1063,61.31,2.964,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-07-23,2020-08-26,3.331,0.2461,0.4124,61.26,3.6149,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-08-27,2020-09-23,3.342,0.2324,0.3697,53.76,3.405,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-09-24,2020-10-28,3.271,0.2166,0.3201,43.11,3.4361,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-10-29,2020-11-25,3.383,0.206,0.2871,51.79,3.4928,True,True,2+3,,1,521.0,517.0,10002821,3.5,sell,0.0351,351.0,0.0,349.0,expires_worthless,10002822,3.6,sell,0.017,170.0,0.0,168.0,expires_worthless
2020-11-26,2020-12-23,3.497,0.1712,0.1753,59.82,3.5423,True,True,2+3,,1,481.0,477.0,10002659,3.6,sell,0.0326,326.0,0.0,324.0,expires_worthless,10002687,3.7,sell,0.0155,155.0,0.0,153.0,expires_worthless
2020-12-24,2021-01-27,3.485,0.1748,0.1801,50.82,3.5742,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-01-28,2021-02-24,3.731,0.219,0.3199,50.18,3.9352,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-02-25,2021-03-24,3.843,0.2019,0.2657,51.84,4.028,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-03-25,2021-04-28,3.452,0.1883,0.2228,34.85,3.8072,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-04-29,2021-05-26,3.513,0.1659,0.1518,49.85,3.5979,True,True,2+3,,1,200.0,196.0,10003331,3.7,sell,0.0137,137.0,0.0,135.0,expires_worthless,10003332,3.8,sell,0.0063,63.0,0.0,61.0,expires_worthless
2021-05-27,2021-06-23,3.658,0.2227,0.3316,65.7,3.6492,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-06-24,2021-07-28,3.488,0.1669,0.1548,44.18,3.7013,True,True,2+3,,1,497.0,493.0,10003419,3.6,sell,0.0337,337.0,0.0,335.0,expires_worthless,10003420,3.7,sell,0.016,160.0,0.0,158.0,expires_worthless
2021-07-29,2021-08-25,3.212,0.1887,0.4819,32.53,3.5495,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-08-26,2021-09-22,3.128,0.1806,0.4555,38.38,3.3371,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-09-23,2021-10-27,3.164,0.2047,0.6538,43.35,3.3034,True,True,2+3,,1,440.0,436.0,10003586,3.3,sell,0.0307,307.0,0.0,305.0,expires_worthless,10003587,3.4,sell,0.0133,133.0,0.0,131.0,expires_worthless
2021-10-28,2021-11-24,3.286,0.1849,0.5385,50.75,3.3741,True,True,2+3,,1,349.0,345.0,10003629,3.4,sell,0.0256,256.0,0.0,254.0,expires_worthless,10003630,3.5,sell,0.0093,93.0,0.0,91.0,expires_worthless
2021-11-25,2021-12-22,3.254,0.1637,0.4151,49.29,3.3007,True,True,2+3,,1,189.0,185.0,10003376,3.4,sell,0.0139,139.0,0.0,137.0,expires_worthless,10003377,3.5,sell,0.005,50.0,0.0,48.0,expires_worthless
2021-12-23,2022-01-26,3.275,0.1624,0.4073,51.16,3.3831,True,True,2+3,,1,571.3,567.3,10003714,3.357,sell,0.0333,337.3,0.0,335.3,expires_worthless,10003771,3.4,sell,0.0234,234.0,0.0,232.0,expires_worthless
2022-01-27,2022-02-23,3.107,0.1988,0.6198,36.65,3.279,True,True,2+3,,1,161.0,157.0,10003846,3.3,sell,0.0114,114.0,0.0,112.0,expires_worthless,10003847,3.4,sell,0.0047,47.0,0.0,45.0,expires_worthless
2022-02-24,2022-03-23,3.043,0.1738,0.4739,36.97,3.1966,True,True,2+3,,1,513.24,509.24,10003786,3.1,sell,0.0337,337.0,0.0,335.0,expires_worthless,10003535,3.159,sell,0.0174,176.24,0.0,174.24,expires_worthless
2022-03-24,2022-04-27,2.884,0.1607,0.2913,42.7,3.1499,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-04-28,2022-05-25,2.749,0.2215,0.5397,41.21,3.0003,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-05-26,2022-06-22,2.725,0.1864,0.393,45.24,2.7969,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-06-23,2022-07-27,2.939,0.1899,0.4076,62.71,2.9819,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-07-28,2022-08-24,2.866,0.1877,0.2397,41.21,3.0789,True,True,2+3,,1,409.0,405.0,10004346,2.95,sell,0.0258,258.0,0.0,256.0,expires_worthless,10004347,3.0,sell,0.0151,151.0,0.0,149.0,expires_worthless
2022-08-25,2022-09-28,2.793,0.1681,0.0945,45.1,2.8486,True,True,2+3,,1,532.0,528.0,10003975,2.85,sell,0.0339,339.0,0.0,337.0,expires_worthless,10003976,2.9,sell,0.0193,193.0,0.0,191.0,expires_worthless
2022-09-29,2022-10-26,2.651,0.1806,0.1636,33.19,2.831,True,True,2+3,,1,270.0,266.0,10004461,2.75,sell,0.0174,174.0,0.0,172.0,expires_worthless,10004462,2.8,sell,0.0096,96.0,0.0,94.0,expires_worthless
2022-10-27,2022-11-23,2.419,0.2197,0.3803,22.13,2.744,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-11-24,2022-12-28,2.558,0.2064,0.3067,50.81,2.6791,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-12-29,2023-01-30,2.635,0.1723,0.1132,50.67,2.7212,True,True,2+3,,1,729.15,-2661.41,10004785,2.662,sell,0.0433,439.15,-1896.55,-1459.41,assigned  ETF=2.8490 K=2.6620,10004865,2.7,sell,0.029,290.0,-1490.0,-1202.0,assigned  ETF=2.8490 K=2.7000
2023-01-31,2023-02-22,2.819,0.1939,0.2336,64.91,2.9072,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-02-23,2023-03-22,2.774,0.1814,0.1637,51.7,2.8574,True,True,2+3,,1,675.69,671.69,10004409,2.81,sell,0.0401,406.69,0.0,404.69,expires_worthless,10004917,2.85,sell,0.0269,269.0,0.0,267.0,expires_worthless
2023-03-23,2023-04-26,2.673,0.1674,0.0861,45.4,2.8007,True,True,2+3,,1,379.0,375.0,10005186,2.75,sell,0.0248,248.0,0.0,246.0,expires_worthless,10005187,2.8,sell,0.0131,131.0,0.0,129.0,expires_worthless
2023-04-27,2023-05-24,2.656,0.1474,0.025,46.08,2.7464,True,True,2+3,,1,172.0,168.0,10005267,2.75,sell,0.0119,119.0,0.0,117.0,expires_worthless,10005268,2.8,sell,0.0053,53.0,0.0,51.0,expires_worthless
2023-05-25,2023-06-28,2.565,0.172,0.2773,34.74,2.7342,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-06-29,2023-07-26,2.535,0.1575,0.1396,42.05,2.6139,True,True,2+3,,1,296.0,-248.0,10005403,2.6,sell,0.0198,198.0,-520.0,-324.0,assigned  ETF=2.6520 K=2.6000,10005404,2.65,sell,0.0098,98.0,-20.0,76.0,assigned  ETF=2.6520 K=2.6500
2023-07-27,2023-08-23,2.653,0.1415,0.0,63.81,2.6549,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-08-24,2023-09-27,2.553,0.1938,0.4885,37.46,2.7942,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-09-28,2023-10-25,2.583,0.1633,0.204,45.25,2.6499,True,True,2+3,,1,346.0,342.0,10005919,2.65,sell,0.0226,226.0,0.0,224.0,expires_worthless,10005920,2.7,sell,0.012,120.0,0.0,118.0,expires_worthless
2023-10-26,2023-11-22,2.47,0.1572,0.1467,35.18,2.6628,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-11-23,2023-12-27,2.48,0.1428,0.0141,43.61,2.5285,True,True,2+3,,1,287.0,283.0,10005332,2.55,sell,0.0195,195.0,0.0,193.0,expires_worthless,10005333,2.6,sell,0.0092,92.0,0.0,90.0,expires_worthless
2023-12-28,2024-01-24,2.354,0.1644,0.2638,52.08,2.3714,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-01-25,2024-02-28,2.347,0.1551,0.1595,59.23,2.3616,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-02-29,2024-03-27,2.444,0.1832,0.4743,63.68,2.5042,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-03-28,2024-04-24,2.438,0.1421,0.0465,50.79,2.4875,True,True,2+3,,1,232.0,228.0,10006921,2.5,sell,0.0162,162.0,0.0,160.0,expires_worthless,10006922,2.55,sell,0.007,70.0,0.0,68.0,expires_worthless
2024-04-25,2024-05-22,2.466,0.135,0.0275,54.79,2.4887,True,True,2+3,,1,138.0,4.0,10007041,2.55,sell,0.0095,95.0,-130.0,-37.0,assigned  ETF=2.5630 K=2.5500,10007042,2.6,sell,0.0043,43.0,0.0,41.0,expires_worthless
2024-05-23,2024-06-26,2.537,0.1332,0.0306,56.62,2.591,True,True,2+3,,1,527.25,523.25,10006174,2.559,sell,0.0326,331.25,0.0,329.25,expires_worthless,10006426,2.6,sell,0.0196,196.0,0.0,194.0,expires_worthless
2024-06-27,2024-07-24,2.434,0.1279,0.0,33.81,2.525,True,True,2+3,,1,167.0,163.0,10007336,2.5,sell,0.0119,119.0,0.0,117.0,expires_worthless,10007337,2.55,sell,0.0048,48.0,0.0,46.0,expires_worthless
2024-07-25,2024-08-28,2.45,0.1244,0.311,42.51,2.5367,True,True,2+3,,1,129.0,125.0,10007457,2.55,sell,0.009,90.0,0.0,88.0,expires_worthless,10007458,2.6,sell,0.0039,39.0,0.0,37.0,expires_worthless
2024-08-29,2024-09-25,2.407,0.1103,0.2193,41.15,2.4566,True,True,2+3,,1,73.0,69.0,10006737,2.5,sell,0.0053,53.0,0.0,51.0,expires_worthless,10006819,2.55,sell,0.002,20.0,0.0,18.0,expires_worthless
2024-09-26,2024-10-23,2.618,0.2319,1.0,79.67,2.5321,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-10-24,2024-11-27,2.789,0.2341,0.2828,60.26,3.0751,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-11-28,2024-12-25,2.716,0.196,0.2143,44.97,2.9166,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-12-26,2025-01-22,2.757,0.1823,0.1897,54.82,2.7696,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-01-23,2025-02-26,2.623,0.1708,0.169,40.85,2.7629,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-02-27,2025-03-26,2.74,0.1542,0.1393,59.87,2.7708,True,True,2+3,,1,699.54,695.54,10008528,2.75,sell,0.0424,424.0,0.0,422.0,expires_worthless,10007993,2.793,sell,0.027,275.54,0.0,273.54,expires_worthless
2025-03-27,2025-04-23,2.75,0.1328,0.1007,52.38,2.8203,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-04-24,2025-05-28,2.715,0.1251,0.087,51.68,2.781,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-05-29,2025-06-25,2.754,0.1268,0.0901,50.76,2.8248,True,True,2+3,,1,342.46,18.46,10008547,2.8,sell,0.022,220.0,-320.0,-102.0,assigned  ETF=2.8320 K=2.8000,10008267,2.842,sell,0.012,122.46,0.0,120.46,expires_worthless
2025-06-26,2025-07-23,2.826,0.136,0.1065,68.19,2.8129,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-07-24,2025-08-27,2.933,0.1575,0.1452,77.64,2.9326,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-08-28,2025-09-24,3.095,0.2266,0.2296,68.39,3.1221,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-09-25,2025-10-22,3.087,0.1515,0.0821,57.16,3.1336,True,True,2+3,,1,260.0,256.0,10009894,3.2,sell,0.0181,181.0,0.0,179.0,expires_worthless,10009895,3.3,sell,0.0079,79.0,0.0,77.0,expires_worthless
2025-10-23,2025-11-26,3.167,0.1517,0.1644,61.83,3.1845,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-11-27,2025-12-24,3.112,0.1165,0.0514,42.99,3.2286,True,True,2+3,,1,52.0,48.0,10009727,3.3,sell,0.0033,33.0,0.0,31.0,expires_worthless,10009789,3.4,sell,0.0019,19.0,0.0,17.0,expires_worthless
2025-12-25,2026-01-28,3.107,0.1113,0.0284,47.8,3.1676,True,True,2+3,,1,294.5,290.5,10010567,3.2,sell,0.0159,159.0,0.0,157.0,expires_worthless,10010447,3.215,sell,0.0132,135.5,0.0,133.5,expires_worthless
2026-01-29,2026-02-25,3.196,0.1636,0.357,59.93,3.2482,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-02-26,2026-03-25,3.115,0.1289,0.1389,45.43,3.1897,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-03-26,2026-04-22,2.897,0.1642,0.3605,30.55,3.1687,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-04-23,2026-05-27,3.001,0.1313,0.1692,52.55,3.0478,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-05-28,2026-06-24,2.985,0.1553,0.3336,42.33,3.1385,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
