order_book_id,sell_price,option_type,entry_date,expiry_date,otm_level,strike,mult,etf_entry,etf_settle,mid_price,intrinsic,net_rmb,note
10004821,0.0008,Short Call,2022-12-29,2023-01-30,4,6.75,10000.0,5.881,6.298,0.0008,0.0,5.84,expires_worthless
10004822,0.0004,Short Call,2022-12-29,2023-01-30,5,7.0,10000.0,5.881,6.298,0.0004,0.0,1.92,expires_worthless
10004980,0.1336,Short Call,2023-01-31,2023-02-22,0,6.25,10000.0,6.303,6.389,0.1363,0.139,-56.26,assigned ETF=6.3890 K=6.2500
10004981,0.0343,Short Call,2023-01-31,2023-02-22,1,6.5,10000.0,6.303,6.389,0.035,0.0,341.0,expires_worthless
10004982,0.0075,Short Call,2023-01-31,2023-02-22,2,6.75,10000.0,6.303,6.389,0.0077,0.0,73.46,expires_worthless
10004983,0.002,Short Call,2023-01-31,2023-02-22,3,7.0,10000.0,6.303,6.389,0.002,0.0,17.6,expires_worthless
10005095,0.0012,Short Call,2023-01-31,2023-02-22,4,7.25,10000.0,6.303,6.389,0.0012,0.0,9.76,expires_worthless
10004556,0.1725,Short Call,2023-02-23,2023-03-22,0,6.25,10000.0,6.378,6.281,0.176,0.031,1412.8,assigned ETF=6.2810 K=6.2500
10004557,0.0514,Short Call,2023-02-23,2023-03-22,1,6.5,10000.0,6.378,6.281,0.0524,0.0,511.52,expires_worthless
10004558,0.011,Short Call,2023-02-23,2023-03-22,2,6.75,10000.0,6.378,6.281,0.0112,0.0,107.76,expires_worthless
10004559,0.0034,Short Call,2023-02-23,2023-03-22,3,7.0,10000.0,6.378,6.281,0.0035,0.0,32.3,expires_worthless
10004767,0.0014,Short Call,2023-02-23,2023-03-22,4,7.25,10000.0,6.378,6.281,0.0014,0.0,11.72,expires_worthless
10005163,0.0009,Short Call,2023-02-23,2023-03-22,5,7.5,10000.0,6.378,6.281,0.0009,0.0,6.82,expires_worthless
10005222,0.1375,Short Call,2023-03-23,2023-04-26,0,6.25,10000.0,6.316,6.159,0.1403,0.0,1372.94,expires_worthless
10005223,0.0358,Short Call,2023-03-23,2023-04-26,1,6.5,10000.0,6.316,6.159,0.0365,0.0,355.7,expires_worthless
10005224,0.0057,Short Call,2023-03-23,2023-04-26,2,6.75,10000.0,6.316,6.159,0.0058,0.0,54.84,expires_worthless
10005225,0.001,Short Call,2023-03-23,2023-04-26,3,7.0,10000.0,6.316,6.159,0.001,0.0,7.8,expires_worthless
10005226,0.0005,Short Call,2023-03-23,2023-04-26,4,7.25,10000.0,6.316,6.159,0.0005,0.0,2.9,expires_worthless
10005227,0.0005,Short Call,2023-03-23,2023-04-26,5,7.5,10000.0,6.316,6.159,0.0005,0.0,2.9,expires_worthless
10005300,0.2249,Short Call,2023-04-27,2023-05-24,0,6.0,10000.0,6.185,6.038,0.2295,0.038,1867.1,assigned ETF=6.0380 K=6.0000
10005301,0.068,Short Call,2023-04-27,2023-05-24,1,6.25,10000.0,6.185,6.038,0.0694,0.0,678.12,expires_worthless
10005302,0.0107,Short Call,2023-04-27,2023-05-24,2,6.5,10000.0,6.185,6.038,0.0109,0.0,104.82,expires_worthless
10005303,0.0023,Short Call,2023-04-27,2023-05-24,3,6.75,10000.0,6.185,6.038,0.0023,0.0,20.54,expires_worthless
10005304,0.0008,Short Call,2023-04-27,2023-05-24,4,7.0,10000.0,6.185,6.038,0.0008,0.0,5.84,expires_worthless
10005305,0.0007,Short Call,2023-04-27,2023-05-24,5,7.25,10000.0,6.185,6.038,0.0007,0.0,4.86,expires_worthless
10004719,0.1176,Short Call,2023-05-25,2023-06-28,0,6.0,10000.0,6.02,6.031,0.12,0.031,864.0,assigned ETF=6.0310 K=6.0000
10004720,0.025,Short Call,2023-05-25,2023-06-28,1,6.25,10000.0,6.02,6.031,0.0255,0.0,247.9,expires_worthless
10004721,0.0036,Short Call,2023-05-25,2023-06-28,2,6.5,10000.0,6.02,6.031,0.0037,0.0,34.26,expires_worthless
10004722,0.0014,Short Call,2023-05-25,2023-06-28,3,6.75,10000.0,6.02,6.031,0.0014,0.0,11.72,expires_worthless
10004723,0.0008,Short Call,2023-05-25,2023-06-28,4,7.0,10000.0,6.02,6.031,0.0008,0.0,5.84,expires_worthless
10004769,0.0006,Short Call,2023-05-25,2023-06-28,5,7.25,10000.0,6.02,6.031,0.0006,0.0,3.88,expires_worthless
10005439,0.1027,Short Call,2023-06-29,2023-07-26,0,6.0,10000.0,6.022,6.107,0.1048,0.107,-44.96,assigned ETF=6.1070 K=6.0000
10005440,0.0171,Short Call,2023-06-29,2023-07-26,1,6.25,10000.0,6.022,6.107,0.0174,0.0,168.52,expires_worthless
10005441,0.0028,Short Call,2023-06-29,2023-07-26,2,6.5,10000.0,6.022,6.107,0.0029,0.0,26.42,expires_worthless
10005442,0.0011,Short Call,2023-06-29,2023-07-26,3,6.75,10000.0,6.022,6.107,0.0011,0.0,8.78,expires_worthless
10005443,0.0005,Short Call,2023-06-29,2023-07-26,4,7.0,10000.0,6.022,6.107,0.0005,0.0,2.9,expires_worthless
10005621,0.0003,Short Call,2023-06-29,2023-07-26,5,7.25,10000.0,6.022,6.107,0.0003,0.0,0.94,expires_worthless
10005683,0.1236,Short Call,2023-07-27,2023-08-23,0,6.0,10000.0,6.065,5.738,0.1261,0.0,1233.78,expires_worthless
10005684,0.0221,Short Call,2023-07-27,2023-08-23,1,6.25,10000.0,6.065,5.738,0.0226,0.0,219.48,expires_worthless
10005685,0.0029,Short Call,2023-07-27,2023-08-23,2,6.5,10000.0,6.065,5.738,0.003,0.0,27.4,expires_worthless
10005686,0.0008,Short Call,2023-07-27,2023-08-23,3,6.75,10000.0,6.065,5.738,0.0008,0.0,5.84,expires_worthless
10005687,0.0004,Short Call,2023-07-27,2023-08-23,4,7.0,10000.0,6.065,5.738,0.0004,0.0,1.92,expires_worthless
10005735,0.0003,Short Call,2023-07-27,2023-08-23,5,7.25,10000.0,6.065,5.738,0.0003,0.0,0.94,expires_worthless
10005143,0.129,Short Call,2023-08-24,2023-09-27,0,5.75,10000.0,5.754,5.784,0.1316,0.034,947.68,assigned ETF=5.7840 K=5.7500
10005144,0.0401,Short Call,2023-08-24,2023-09-27,1,6.0,10000.0,5.754,5.784,0.0409,0.0,398.82,expires_worthless
10005145,0.0113,Short Call,2023-08-24,2023-09-27,2,6.25,10000.0,5.754,5.784,0.0115,0.0,110.7,expires_worthless
10005146,0.0049,Short Call,2023-08-24,2023-09-27,3,6.5,10000.0,5.754,5.784,0.005,0.0,47.0,expires_worthless
10005147,0.0025,Short Call,2023-08-24,2023-09-27,4,6.75,10000.0,5.754,5.784,0.0026,0.0,23.48,expires_worthless
10005148,0.0021,Short Call,2023-08-24,2023-09-27,5,7.0,10000.0,5.754,5.784,0.0021,0.0,18.58,expires_worthless
10005953,0.1139,Short Call,2023-09-28,2023-10-25,0,5.75,10000.0,5.792,5.467,0.1162,0.0,1136.76,expires_worthless
10005954,0.0264,Short Call,2023-09-28,2023-10-25,1,6.0,10000.0,5.792,5.467,0.0269,0.0,261.62,expires_worthless
10005955,0.0065,Short Call,2023-09-28,2023-10-25,2,6.25,10000.0,5.792,5.467,0.0066,0.0,62.68,expires_worthless
10005956,0.0026,Short Call,2023-09-28,2023-10-25,3,6.5,10000.0,5.792,5.467,0.0027,0.0,24.46,expires_worthless
10005957,0.0011,Short Call,2023-09-28,2023-10-25,4,6.75,10000.0,5.792,5.467,0.0011,0.0,8.78,expires_worthless
10006011,0.0008,Short Call,2023-09-28,2023-10-25,5,7.0,10000.0,5.792,5.467,0.0008,0.0,5.84,expires_worthless
10006063,0.2449,Short Call,2023-10-26,2023-11-22,0,5.25,10000.0,5.491,5.668,0.2499,0.418,-1732.98,assigned ETF=5.6680 K=5.2500
10006064,0.0784,Short Call,2023-10-26,2023-11-22,1,5.5,10000.0,5.491,5.668,0.08,0.168,-898.0,assigned ETF=5.6680 K=5.5000
10006065,0.0147,Short Call,2023-10-26,2023-11-22,2,5.75,10000.0,5.491,5.668,0.015,0.0,145.0,expires_worthless
10006066,0.0041,Short Call,2023-10-26,2023-11-22,3,6.0,10000.0,5.491,5.668,0.0042,0.0,39.16,expires_worthless
10006067,0.0018,Short Call,2023-10-26,2023-11-22,4,6.25,10000.0,5.491,5.668,0.0018,0.0,15.64,expires_worthless
10006068,0.001,Short Call,2023-10-26,2023-11-22,5,6.5,10000.0,5.491,5.668,0.001,0.0,7.8,expires_worthless
10005366,0.231,Short Call,2023-11-23,2023-12-27,0,5.5,10000.0,5.719,5.372,0.2357,0.0,2307.86,expires_worthless
10005367,0.0736,Short Call,2023-11-23,2023-12-27,1,5.75,10000.0,5.719,5.372,0.0751,0.0,733.98,expires_worthless
10005368,0.0146,Short Call,2023-11-23,2023-12-27,2,6.0,10000.0,5.719,5.372,0.0149,0.0,144.02,expires_worthless
10005369,0.0034,Short Call,2023-11-23,2023-12-27,3,6.25,10000.0,5.719,5.372,0.0035,0.0,32.3,expires_worthless
10005370,0.0016,Short Call,2023-11-23,2023-12-27,4,6.5,10000.0,5.719,5.372,0.0016,0.0,13.68,expires_worthless
10005371,0.001,Short Call,2023-11-23,2023-12-27,5,6.75,10000.0,5.719,5.372,0.001,0.0,7.8,expires_worthless
10006311,0.2481,Short Call,2023-12-28,2024-01-24,0,5.25,10000.0,5.475,5.018,0.2532,0.0,2479.36,expires_worthless
10006312,0.077,Short Call,2023-12-28,2024-01-24,1,5.5,10000.0,5.475,5.018,0.0786,0.0,768.28,expires_worthless
10006313,0.0136,Short Call,2023-12-28,2024-01-24,2,5.75,10000.0,5.475,5.018,0.0139,0.0,134.22,expires_worthless
10006314,0.0032,Short Call,2023-12-28,2024-01-24,3,6.0,10000.0,5.475,5.018,0.0033,0.0,30.34,expires_worthless
10006315,0.0011,Short Call,2023-12-28,2024-01-24,4,6.25,10000.0,5.475,5.018,0.0011,0.0,8.78,expires_worthless
10006316,0.0007,Short Call,2023-12-28,2024-01-24,5,6.5,10000.0,5.475,5.018,0.0007,0.0,4.86,expires_worthless
10006540,0.2057,Short Call,2024-01-25,2024-02-28,0,5.0,10000.0,5.166,5.259,0.2099,0.259,-534.98,assigned ETF=5.2590 K=5.0000
10006541,0.0751,Short Call,2024-01-25,2024-02-28,1,5.25,10000.0,5.166,5.259,0.0766,0.009,658.68,assigned ETF=5.2590 K=5.2500
10006542,0.0214,Short Call,2024-01-25,2024-02-28,2,5.5,10000.0,5.166,5.259,0.0218,0.0,211.64,expires_worthless
10006543,0.0063,Short Call,2024-01-25,2024-02-28,3,5.75,10000.0,5.166,5.259,0.0064,0.0,60.72,expires_worthless
10006544,0.003,Short Call,2024-01-25,2024-02-28,4,6.0,10000.0,5.166,5.259,0.0031,0.0,28.38,expires_worthless
10006545,0.0013,Short Call,2024-01-25,2024-02-28,5,6.25,10000.0,5.166,5.259,0.0013,0.0,10.74,expires_worthless
10005802,0.2704,Short Call,2024-02-29,2024-03-27,0,5.25,10000.0,5.431,5.236,0.2759,0.0,2701.82,expires_worthless
10005803,0.1339,Short Call,2024-02-29,2024-03-27,1,5.5,10000.0,5.431,5.236,0.1366,0.0,1336.68,expires_worthless
10005804,0.0581,Short Call,2024-02-29,2024-03-27,2,5.75,10000.0,5.431,5.236,0.0593,0.0,579.14,expires_worthless
10005805,0.0235,Short Call,2024-02-29,2024-03-27,3,6.0,10000.0,5.431,5.236,0.024,0.0,233.2,expires_worthless
10005806,0.01,Short Call,2024-02-29,2024-03-27,4,6.25,10000.0,5.431,5.236,0.0102,0.0,97.96,expires_worthless
10005807,0.0048,Short Call,2024-02-29,2024-03-27,5,6.5,10000.0,5.431,5.236,0.0049,0.0,46.02,expires_worthless
10006955,0.1479,Short Call,2024-03-28,2024-04-24,0,5.25,10000.0,5.303,5.349,0.1509,0.099,486.82,assigned ETF=5.3490 K=5.2500
10006956,0.0478,Short Call,2024-03-28,2024-04-24,1,5.5,10000.0,5.303,5.349,0.0488,0.0,476.24,expires_worthless
10006957,0.0134,Short Call,2024-03-28,2024-04-24,2,5.75,10000.0,5.303,5.349,0.0137,0.0,132.26,expires_worthless
10006958,0.0038,Short Call,2024-03-28,2024-04-24,3,6.0,10000.0,5.303,5.349,0.0039,0.0,36.22,expires_worthless
10006959,0.0019,Short Call,2024-03-28,2024-04-24,4,6.25,10000.0,5.303,5.349,0.0019,0.0,16.62,expires_worthless
10007009,0.0013,Short Call,2024-03-28,2024-04-24,5,6.5,10000.0,5.303,5.349,0.0013,0.0,10.74,expires_worthless
10007075,0.1531,Short Call,2024-04-25,2024-05-22,0,5.25,10000.0,5.341,5.478,0.1562,0.228,-751.24,assigned ETF=5.4780 K=5.2500
10007076,0.0433,Short Call,2024-04-25,2024-05-22,1,5.5,10000.0,5.341,5.478,0.0442,0.0,431.16,expires_worthless
10007077,0.0076,Short Call,2024-04-25,2024-05-22,2,5.75,10000.0,5.341,5.478,0.0078,0.0,74.44,expires_worthless
10007078,0.0015,Short Call,2024-04-25,2024-05-22,3,6.0,10000.0,5.341,5.478,0.0015,0.0,12.7,expires_worthless
10007079,0.0005,Short Call,2024-04-25,2024-05-22,4,6.25,10000.0,5.341,5.478,0.0005,0.0,2.9,expires_worthless
10007131,0.0004,Short Call,2024-04-25,2024-05-22,5,6.5,10000.0,5.341,5.478,0.0004,0.0,1.92,expires_worthless
10007282,0.1923,Short Call,2024-05-23,2024-06-26,0,5.25,10000.0,5.383,5.072,0.1962,0.0,1920.76,expires_worthless
10006207,0.105,Short Call,2024-05-23,2024-06-26,1,5.413,10160.0,5.383,5.072,0.1071,0.0,1064.37,expires_worthless
10007283,0.0685,Short Call,2024-05-23,2024-06-26,2,5.5,10000.0,5.383,5.072,0.0699,0.0,683.02,expires_worthless
10006208,0.03,Short Call,2024-05-23,2024-06-26,3,5.659,10160.0,5.383,5.072,0.0306,0.0,302.68,expires_worthless
10007284,0.0175,Short Call,2024-05-23,2024-06-26,4,5.75,10000.0,5.383,5.072,0.0179,0.0,173.42,expires_worthless
10006209,0.0067,Short Call,2024-05-23,2024-06-26,5,5.906,10160.0,5.383,5.072,0.0068,0.0,65.71,expires_worthless
10007370,0.1472,Short Call,2024-06-27,2024-07-24,0,4.9,10000.0,4.988,4.737,0.1502,0.0,1469.96,expires_worthless
10007371,0.0942,Short Call,2024-06-27,2024-07-24,1,5.0,10000.0,4.988,4.737,0.0961,0.0,939.78,expires_worthless
10007372,0.0233,Short Call,2024-06-27,2024-07-24,2,5.25,10000.0,4.988,4.737,0.0238,0.0,231.24,expires_worthless
10007373,0.005,Short Call,2024-06-27,2024-07-24,3,5.5,10000.0,4.988,4.737,0.0051,0.0,47.98,expires_worthless
10007374,0.002,Short Call,2024-06-27,2024-07-24,4,5.75,10000.0,4.988,4.737,0.002,0.0,17.6,expires_worthless
10007375,0.001,Short Call,2024-06-27,2024-07-24,5,6.0,10000.0,4.988,4.737,0.001,0.0,7.8,expires_worthless
10007488,0.1073,Short Call,2024-07-25,2024-08-28,0,4.7,10000.0,4.731,4.568,0.1095,0.0,1071.1,expires_worthless
10007489,0.0647,Short Call,2024-07-25,2024-08-28,1,4.8,10000.0,4.731,4.568,0.066,0.0,644.8,expires_worthless
10007490,0.0373,Short Call,2024-07-25,2024-08-28,2,4.9,10000.0,4.731,4.568,0.0381,0.0,371.38,expires_worthless
10007491,0.0204,Short Call,2024-07-25,2024-08-28,3,5.0,10000.0,4.731,4.568,0.0208,0.0,201.84,expires_worthless
10007492,0.0049,Short Call,2024-07-25,2024-08-28,4,5.25,10000.0,4.731,4.568,0.005,0.0,47.0,expires_worthless
10007493,0.0017,Short Call,2024-07-25,2024-08-28,5,5.5,10000.0,4.731,4.568,0.0017,0.0,14.66,expires_worthless
10006766,0.0842,Short Call,2024-08-29,2024-09-25,0,4.626,10160.0,4.632,4.813,0.0859,0.187,-1046.63,assigned ETF=4.8130 K=4.6260
10007431,0.0538,Short Call,2024-08-29,2024-09-25,1,4.7,10000.0,4.632,4.813,0.0549,0.113,-593.98,assigned ETF=4.8130 K=4.7000
10006767,0.0457,Short Call,2024-08-29,2024-09-25,2,4.724,10160.0,4.632,4.813,0.0466,0.089,-442.25,assigned ETF=4.8130 K=4.7240
10007297,0.0273,Short Call,2024-08-29,2024-09-25,3,4.8,10000.0,4.632,4.813,0.0279,0.013,141.42,assigned ETF=4.8130 K=4.8000
10006768,0.0208,Short Call,2024-08-29,2024-09-25,4,4.823,10160.0,4.632,4.813,0.0212,0.0,209.08,expires_worthless
10007298,0.0133,Short Call,2024-08-29,2024-09-25,5,4.9,10000.0,4.632,4.813,0.0136,0.0,131.28,expires_worthless
10007753,0.165,Short Call,2024-09-26,2024-10-23,0,5.0,10000.0,5.061,5.869,0.1684,0.869,-7041.68,assigned ETF=5.8690 K=5.0000
10007807,0.0742,Short Call,2024-09-26,2024-10-23,1,5.25,10000.0,5.061,5.869,0.0757,0.619,-5450.14,assigned ETF=5.8690 K=5.2500
10007853,0.0375,Short Call,2024-09-26,2024-10-23,2,5.5,10000.0,5.061,5.869,0.0383,0.369,-3316.66,assigned ETF=5.8690 K=5.5000
10007975,0.2299,Short Call,2024-10-24,2024-11-27,0,5.75,10000.0,5.818,5.896,0.2346,0.146,837.08,assigned ETF=5.8960 K=5.7500
10007976,0.1306,Short Call,2024-10-24,2024-11-27,1,6.0,10000.0,5.818,5.896,0.1333,0.0,1304.34,expires_worthless
10008023,0.0711,Short Call,2024-10-24,2024-11-27,2,6.25,10000.0,5.818,5.896,0.0726,0.0,709.48,expires_worthless
10008024,0.04,Short Call,2024-10-24,2024-11-27,3,6.5,10000.0,5.818,5.896,0.0408,0.0,397.84,expires_worthless
10008099,0.0247,Short Call,2024-10-24,2024-11-27,4,6.75,10000.0,5.818,5.896,0.0252,0.0,244.96,expires_worthless
10008100,0.0162,Short Call,2024-10-24,2024-11-27,5,7.0,10000.0,5.818,5.896,0.0165,0.0,159.7,expires_worthless
10007320,0.196,Short Call,2024-11-28,2024-12-25,0,5.75,10000.0,5.858,5.932,0.2,0.182,138.0,assigned ETF=5.9320 K=5.7500
10007182,0.12,Short Call,2024-11-28,2024-12-25,1,5.906,10160.0,5.858,5.932,0.1225,0.026,953.55,assigned ETF=5.9320 K=5.9060
10007321,0.0886,Short Call,2024-11-28,2024-12-25,2,6.0,10000.0,5.858,5.932,0.0904,0.0,883.92,expires_worthless
10007183,0.051,Short Call,2024-11-28,2024-12-25,3,6.152,10160.0,5.858,5.932,0.052,0.0,515.75,expires_worthless
10007322,0.0354,Short Call,2024-11-28,2024-12-25,4,6.25,10000.0,5.858,5.932,0.0361,0.0,351.78,expires_worthless
10007233,0.0224,Short Call,2024-11-28,2024-12-25,5,6.398,10160.0,5.858,5.932,0.0229,0.0,226.01,expires_worthless
10008430,0.2696,Short Call,2024-12-26,2025-01-22,0,5.75,10000.0,5.977,5.607,0.2751,0.0,2693.98,expires_worthless
10008431,0.123,Short Call,2024-12-26,2025-01-22,1,6.0,10000.0,5.977,5.607,0.1255,0.0,1227.9,expires_worthless
10008432,0.0485,Short Call,2024-12-26,2025-01-22,2,6.25,10000.0,5.977,5.607,0.0495,0.0,483.1,expires_worthless
10008433,0.0185,Short Call,2024-12-26,2025-01-22,3,6.5,10000.0,5.977,5.607,0.0189,0.0,183.22,expires_worthless
10008434,0.0088,Short Call,2024-12-26,2025-01-22,4,6.75,10000.0,5.977,5.607,0.009,0.0,86.2,expires_worthless
10008435,0.0058,Short Call,2024-12-26,2025-01-22,5,7.0,10000.0,5.977,5.607,0.0059,0.0,55.82,expires_worthless
10008735,0.1896,Short Call,2025-01-23,2025-02-26,0,5.5,10000.0,5.584,6.045,0.1935,0.545,-3555.7,assigned ETF=6.0450 K=5.5000
10008612,0.1222,Short Call,2025-01-23,2025-02-26,1,5.657,10165.0,5.584,6.045,0.1247,0.388,-2703.8,assigned ETF=6.0450 K=5.6570
10008736,0.0885,Short Call,2025-01-23,2025-02-26,2,5.75,10000.0,5.584,6.045,0.0903,0.295,-2067.06,assigned ETF=6.0450 K=5.7500
10008613,0.057,Short Call,2025-01-23,2025-02-26,3,5.903,10165.0,5.584,6.045,0.0582,0.142,-865.66,assigned ETF=6.0450 K=5.9030
10008737,0.041,Short Call,2025-01-23,2025-02-26,4,6.0,10000.0,5.584,6.045,0.0418,0.045,-42.36,assigned ETF=6.0450 K=6.0000
10008614,0.0281,Short Call,2025-01-23,2025-02-26,5,6.149,10165.0,5.584,6.045,0.0287,0.0,283.9,expires_worthless
10008755,0.1138,Short Call,2025-02-27,2025-03-26,0,6.0,10000.0,6.029,5.941,0.1161,0.0,1135.78,expires_worthless
10008027,0.0605,Short Call,2025-02-27,2025-03-26,1,6.149,10165.0,6.029,5.941,0.0617,0.0,612.64,expires_worthless
10008756,0.0402,Short Call,2025-02-27,2025-03-26,2,6.25,10000.0,6.029,5.941,0.041,0.0,399.8,expires_worthless
10008028,0.0216,Short Call,2025-02-27,2025-03-26,3,6.394,10165.0,6.029,5.941,0.022,0.0,217.16,expires_worthless
10008757,0.0154,Short Call,2025-02-27,2025-03-26,4,6.5,10000.0,6.029,5.941,0.0157,0.0,151.86,expires_worthless
10008107,0.0091,Short Call,2025-02-27,2025-03-26,5,6.64,10165.0,6.029,5.941,0.0093,0.0,90.64,expires_worthless
10008970,0.209,Short Call,2025-03-27,2025-04-23,0,5.75,10000.0,5.956,5.628,0.2133,0.0,2088.34,expires_worthless
10008971,0.0726,Short Call,2025-03-27,2025-04-23,1,6.0,10000.0,5.956,5.628,0.0741,0.0,724.18,expires_worthless
10008972,0.0211,Short Call,2025-03-27,2025-04-23,2,6.25,10000.0,5.956,5.628,0.0215,0.0,208.7,expires_worthless
10008973,0.0073,Short Call,2025-03-27,2025-04-23,3,6.5,10000.0,5.956,5.628,0.0074,0.0,70.52,expires_worthless
10008974,0.0035,Short Call,2025-03-27,2025-04-23,4,6.75,10000.0,5.956,5.628,0.0036,0.0,33.28,expires_worthless
10008975,0.0024,Short Call,2025-03-27,2025-04-23,5,7.0,10000.0,5.956,5.628,0.0024,0.0,21.52,expires_worthless
10009089,0.1614,Short Call,2025-04-24,2025-05-28,0,5.5,10000.0,5.605,5.647,0.1647,0.147,142.06,assigned ETF=5.6470 K=5.5000
10009090,0.058,Short Call,2025-04-24,2025-05-28,1,5.75,10000.0,5.605,5.647,0.0592,0.0,578.16,expires_worthless
10009091,0.0184,Short Call,2025-04-24,2025-05-28,2,6.0,10000.0,5.605,5.647,0.0188,0.0,182.24,expires_worthless
10009092,0.0075,Short Call,2025-04-24,2025-05-28,3,6.25,10000.0,5.605,5.647,0.0077,0.0,73.46,expires_worthless
10009093,0.0054,Short Call,2025-04-24,2025-05-28,4,6.5,10000.0,5.605,5.647,0.0055,0.0,51.9,expires_worthless
10009094,0.0027,Short Call,2025-04-24,2025-05-28,5,6.75,10000.0,5.605,5.647,0.0028,0.0,25.44,expires_worthless
10008301,0.1272,Short Call,2025-05-29,2025-06-25,0,5.657,10165.0,5.727,5.913,0.1298,0.256,-1311.21,assigned ETF=5.9130 K=5.6570
10008772,0.079,Short Call,2025-05-29,2025-06-25,1,5.75,10000.0,5.727,5.913,0.0806,0.163,-842.12,assigned ETF=5.9130 K=5.7500
10008302,0.0336,Short Call,2025-05-29,2025-06-25,2,5.903,10165.0,5.727,5.913,0.0343,0.01,238.04,assigned ETF=5.9130 K=5.9030
10008773,0.0196,Short Call,2025-05-29,2025-06-25,3,6.0,10000.0,5.727,5.913,0.02,0.0,194.0,expires_worthless
10008303,0.0095,Short Call,2025-05-29,2025-06-25,4,6.149,10165.0,5.727,5.913,0.0097,0.0,94.63,expires_worthless
10008774,0.0067,Short Call,2025-05-29,2025-06-25,5,6.25,10000.0,5.727,5.913,0.0068,0.0,64.64,expires_worthless
10009363,0.1675,Short Call,2025-06-26,2025-07-23,0,5.75,10000.0,5.888,6.27,0.1709,0.52,-3527.18,assigned ETF=6.2700 K=5.7500
10009364,0.0544,Short Call,2025-06-26,2025-07-23,1,6.0,10000.0,5.888,6.27,0.0555,0.27,-2158.1,assigned ETF=6.2700 K=6.0000
10009365,0.0188,Short Call,2025-06-26,2025-07-23,2,6.25,10000.0,5.888,6.27,0.0192,0.02,-13.84,assigned ETF=6.2700 K=6.2500
10009366,0.0098,Short Call,2025-06-26,2025-07-23,3,6.5,10000.0,5.888,6.27,0.01,0.0,96.0,expires_worthless
10009367,0.0068,Short Call,2025-06-26,2025-07-23,4,6.75,10000.0,5.888,6.27,0.0069,0.0,65.62,expires_worthless
