entry_date,expiry_date,etf_entry,iv,ivr,rsi,bbu,filter_passed,filter_would_pass,call_offsets,put_offsets,num_contracts,total_premium,total_net_rmb,Put_Buy____(Level_2)_contract,Put_Buy____(Level_2)_K,Put_Buy____(Level_2)_side,Put_Buy____(Level_2)_exec_px,Put_Buy____(Level_2)_premium,Put_Buy____(Level_2)_exercise,Put_Buy____(Level_2)_net,Put_Buy____(Level_2)_note
2015-02-09,2015-03-25,2.331,0.3112,1.0,33.96,3.7537,False,False,,,1,0.0,0.0,,,,,,,,
2015-03-26,2015-04-22,2.643,0.2664,0.5969,63.49,3.9016,False,False,,,1,0.0,0.0,,,,,,,,
2015-04-23,2015-05-27,3.212,0.4737,0.9421,75.47,4.754,False,False,,,1,0.0,0.0,,,,,,,,
2015-05-28,2015-06-24,3.079,0.4454,0.8234,48.55,4.7552,False,False,,,1,0.0,0.0,,,,,,,,
2015-06-25,2015-07-22,2.919,0.5543,0.807,38.91,4.9646,True,True,,2,1,-1049.58,77.82,10000236,2.85,buy,0.105,-1049.58,1130.0,77.82,exercised ETF=2.7370 K=2.8500
2015-07-23,2015-08-26,2.794,0.239,0.0704,47.35,4.1691,True,True,,2,1,-824.16,6713.24,10000267,2.7,buy,0.0824,-824.16,7540.0,6713.24,exercised ETF=1.9460 K=2.7000
2015-08-27,2015-09-23,2.11,0.4509,0.453,35.35,4.0649,True,True,,2,1,-1694.22,-1696.22,10000363,2.05,buy,0.1694,-1694.22,0.0,-1696.22,expires_worthless
2015-09-24,2015-10-28,2.187,0.3043,0.2147,43.93,3.3113,True,True,,2,1,-655.86,-657.86,10000418,2.1,buy,0.0656,-655.86,0.0,-657.86,expires_worthless
2015-10-29,2015-11-25,2.311,0.2418,0.1055,53.5,3.465,False,False,,,1,0.0,0.0,,,,,,,,
2015-11-26,2015-12-23,2.447,0.2195,0.0667,56.73,3.6934,False,False,,,1,0.0,0.0,,,,,,,,
2015-12-24,2016-01-27,2.478,0.231,0.0867,58.23,3.6102,False,False,,,1,0.0,0.0,,,,,,,,
2016-01-28,2016-02-24,1.915,0.3321,0.2633,25.39,3.4082,True,True,,2,1,-546.72,-548.72,10000549,1.85,buy,0.0547,-546.72,0.0,-548.72,expires_worthless
2016-02-25,2016-03-23,1.936,0.2684,0.152,37.24,2.9765,True,True,,2,1,-386.58,-388.58,10000403,1.85,buy,0.0387,-386.58,0.0,-388.58,expires_worthless
2016-03-24,2016-04-27,2.14,0.2843,0.1798,56.31,3.1941,False,False,,,1,0.0,0.0,,,,,,,,
2016-04-28,2016-05-25,2.142,0.1855,0.0073,49.99,3.1235,False,False,,,1,0.0,0.0,,,,,,,,
2016-05-26,2016-06-22,2.074,0.1112,0.0,39.45,3.0921,True,True,,2,1,-115.26,-117.26,10000536,2.0,buy,0.0115,-115.26,0.0,-117.26,expires_worthless
2016-06-23,2016-07-27,2.116,0.1475,0.0565,50.9,3.105,False,False,,,1,0.0,0.0,,,,,,,,
2016-07-28,2016-08-24,2.211,0.1343,0.0407,57.43,3.229,False,False,,,1,0.0,0.0,,,,,,,,
2016-08-25,2016-09-28,2.269,0.155,0.0972,56.39,3.3598,False,False,,,1,0.0,0.0,,,,,,,,
2016-09-29,2016-10-26,2.23,0.1161,0.0655,43.67,3.2988,True,True,,2,1,-43.86,-45.86,10000710,2.15,buy,0.0044,-43.86,0.0,-45.86,expires_worthless
2016-10-27,2016-11-23,2.305,0.1137,0.0772,60.93,3.3372,False,False,,,1,0.0,0.0,,,,,,,,
2016-11-24,2016-12-28,2.425,0.0888,0.0,75.63,3.4745,False,False,,,1,0.0,0.0,,,,,,,,
2016-12-29,2017-01-25,2.278,0.1711,0.3002,38.9,3.5558,True,True,,2,1,-278.46,-280.46,10000818,2.25,buy,0.0278,-278.46,0.0,-280.46,expires_worthless
2017-01-26,2017-02-22,2.366,0.1077,0.0755,62.38,3.4721,False,False,,,1,0.0,0.0,,,,,,,,
2017-02-23,2017-03-22,2.387,0.1014,0.0505,60.77,3.5129,False,False,,,1,0.0,0.0,,,,,,,,
2017-03-23,2017-04-26,2.344,0.0746,0.0,46.59,3.4802,True,True,,2,1,-25.5,-27.5,10000868,2.25,buy,0.0026,-25.5,0.0,-27.5,expires_worthless
2017-04-27,2017-05-24,2.344,0.0715,0.0193,46.88,3.5019,True,True,,2,1,-15.3,-17.3,10000874,2.25,buy,0.0015,-15.3,0.0,-17.3,expires_worthless
2017-05-25,2017-06-28,2.47,0.0958,0.1432,77.05,3.558,False,False,,,1,0.0,0.0,,,,,,,,
2017-06-29,2017-07-26,2.565,0.1368,0.2817,68.56,3.7729,False,False,,,1,0.0,0.0,,,,,,,,
2017-07-27,2017-08-23,2.677,0.1634,0.3715,64.89,4.025,False,False,,,1,0.0,0.0,,,,,,,,
2017-08-24,2017-09-27,2.698,0.1169,0.2144,59.6,3.996,False,False,,,1,0.0,0.0,,,,,,,,
2017-09-28,2017-10-25,2.715,0.1148,0.2074,47.32,4.0582,False,False,,,1,0.0,0.0,,,,,,,,
2017-10-26,2017-11-22,2.827,0.1172,0.2155,71.26,4.1493,False,False,,,1,0.0,0.0,,,,,,,,
2017-11-23,2017-12-27,2.991,0.135,0.2757,64.85,4.4664,False,False,,,1,0.0,0.0,,,,,,,,
2017-12-28,2018-01-24,2.855,0.1806,0.4297,48.65,4.3406,False,False,,,1,0.0,0.0,,,,,,,,
2018-01-25,2018-02-28,3.15,0.1872,0.4521,76.15,4.8017,False,False,,,1,0.0,0.0,,,,,,,,
2018-03-01,2018-03-28,2.884,0.2289,0.5928,41.25,4.841,True,True,,2,1,-550.6,1066.21,10001010,2.847,buy,0.0541,-550.6,1619.41,1066.21,exercised ETF=2.6880 K=2.8470
2018-03-29,2018-04-25,2.734,0.2308,0.5992,34.99,4.4379,True,True,,2,1,-427.38,-429.38,10001256,2.65,buy,0.0427,-427.38,0.0,-429.38,expires_worthless
2018-04-26,2018-05-23,2.655,0.2366,0.6189,40.58,4.1426,True,True,,2,1,-397.8,-399.8,10001294,2.6,buy,0.0398,-397.8,0.0,-399.8,expires_worthless
2018-05-24,2018-06-27,2.655,0.186,0.4962,41.55,4.1204,True,True,,2,1,-463.08,1384.32,10001169,2.65,buy,0.0463,-463.08,1850.0,1384.32,exercised ETF=2.4650 K=2.6500
2018-06-28,2018-07-25,2.441,0.2384,0.6446,22.83,4.1369,True,True,,2,1,-269.28,-271.28,10001366,2.35,buy,0.0269,-269.28,0.0,-271.28,expires_worthless
2018-07-26,2018-08-22,2.575,0.2177,0.5552,55.47,3.9091,False,False,,,1,0.0,0.0,,,,,,,,
2018-08-23,2018-09-26,2.509,0.2069,0.5089,50.37,3.8839,False,False,,,1,0.0,0.0,,,,,,,,
2018-09-27,2018-10-24,2.628,0.2186,0.5591,62.69,3.9439,False,False,,,1,0.0,0.0,,,,,,,,
2018-10-25,2018-11-28,2.531,0.2986,0.8756,51.22,3.9887,False,False,,,1,0.0,0.0,,,,,,,,
2018-11-29,2018-12-26,2.453,0.265,0.634,44.41,3.8488,True,True,,2,1,-385.56,861.84,10001360,2.4,buy,0.0386,-385.56,1250.0,861.84,exercised ETF=2.2750 K=2.4000
2018-12-27,2019-01-23,2.275,0.2538,0.5551,29.34,3.8475,True,True,,2,1,-423.3,-425.3,10001570,2.25,buy,0.0423,-423.3,0.0,-425.3,expires_worthless
2019-01-24,2019-02-27,2.403,0.146,0.0323,57.61,3.7128,False,False,,,1,0.0,0.0,,,,,,,,
2019-02-28,2019-03-27,2.736,0.3077,0.6941,70.14,4.241,False,False,,,1,0.0,0.0,,,,,,,,
2019-03-28,2019-04-24,2.718,0.2441,0.4336,52.31,4.3369,False,False,,,1,0.0,0.0,,,,,,,,
