entry_date,exit_date,regime,phase,strike,entry_px,exit_px,net_pnl,note,put_filled
2022-01-06,2022-01-26,reg4,3,3.1,0.017646,0.0,-178.45999999999998,expiry_settle ETF=3.1440,True
2022-02-17,2022-02-23,reg4,3,3.0,0.0017339999999999999,0.0,-19.34,expiry_settle ETF=3.1000,True
2022-03-03,2022-03-23,reg4,3,3.0,0.018156,0.10099999999999998,825.8399999999997,expiry_settle ETF=2.8990,True
2022-03-23,2022-04-27,reg4,3,2.8,0.035394,0.08599999999999985,503.4599999999985,expiry_settle ETF=2.7140,True
2022-04-27,2022-05-25,reg4,3,2.65,0.049878,0.0,-500.78,expiry_settle ETF=2.7250,True
2022-05-25,2022-06-22,reg4,3,2.65,0.030906,0.0,-311.06,expiry_settle ETF=2.8980,True
2022-08-03,2022-08-24,reg4,3,2.65,0.024480000000000002,0.0,-246.8,expiry_settle ETF=2.7460,True
2022-08-24,2022-09-28,reg4,3,2.65,0.024072,0.0,-242.72,expiry_settle ETF=2.6510,True
2022-09-28,2022-10-26,reg4,3,2.6,0.030192000000000004,0.16100000000000003,1305.4800000000005,expiry_settle ETF=2.4390,True
2022-10-26,2022-11-23,reg4,3,2.35,0.025704,0.0,-259.04,expiry_settle ETF=2.5750,True
2023-05-30,2023-06-28,reg4,3,2.5,0.02346,0.0,-236.60000000000002,expiry_settle ETF=2.5500,True
2023-12-05,2023-12-27,reg4,3,2.3,0.034272,0.0,-344.71999999999997,expiry_settle ETF=2.3020,True
2023-12-28,2024-01-24,reg4,3,2.313,0.020604,0.018000000000000238,-29.05924399999759,expiry_settle ETF=2.2950,True
2024-02-02,2024-02-28,reg4,3,2.2,0.028253999999999998,0.0,-284.53999999999996,expiry_settle ETF=2.4240,True
2024-09-30,2024-10-23,reg4,3,2.85,0.074562,0.03299999999999992,-418.2200000000009,expiry_settle ETF=2.8170,True
2024-10-23,2024-11-27,reg4,3,2.75,0.049266000000000004,0.020999999999999908,-285.260000000001,expiry_settle ETF=2.7290,True
2024-12-06,2024-12-25,reg4,3,2.695,0.037025999999999996,0.0,-379.85033,expiry_settle ETF=2.7640,True
2024-12-25,2025-01-22,reg4,3,2.744,0.046002,0.137,926.0345900000001,expiry_settle ETF=2.6070,True
2025-04-08,2025-04-23,reg4,3,2.55,0.039167999999999994,0.0,-393.67999999999995,expiry_settle ETF=2.7080,True
2025-05-07,2025-05-28,reg4,3,2.65,0.007446,0.0,-76.46000000000001,expiry_settle ETF=2.7470,True
2025-07-31,2025-08-27,reg4,3,2.8,0.012648,0.0,-128.48,expiry_settle ETF=3.0510,True
2025-10-27,2025-11-26,reg4,3,3.1,0.017238,0.0,-174.38,expiry_settle ETF=3.1140,True
2026-03-23,2026-04-22,reg4,3,2.8,0.054162,0.0,-543.62,expiry_settle ETF=3.0050,True
