entry_date,expiry_date,etf_entry,iv,ivr,rsi,bbu,filter_passed,filter_would_pass,call_offsets,put_offsets,num_contracts,total_premium,total_net_rmb,Put_Buy____(Level_1)_contract,Put_Buy____(Level_1)_K,Put_Buy____(Level_1)_side,Put_Buy____(Level_1)_exec_px,Put_Buy____(Level_1)_premium,Put_Buy____(Level_1)_exercise,Put_Buy____(Level_1)_net,Put_Buy____(Level_1)_note
2025-01-23,2025-02-26,2.052,0.2644,0.1038,48.36,2.4891,True,True,,1,1,-767.04,-769.04,90004912,2.05,buy,0.0767,-767.04,0.0,-769.04,expires_worthless
2025-02-27,2025-03-26,2.212,0.2529,0.0929,59.77,2.6015,False,False,,,1,0.0,0.0,,,,,,,,
2025-03-27,2025-04-23,2.103,0.1898,0.0327,42.48,2.5251,False,False,,,1,0.0,0.0,,,,,,,,
2025-04-24,2025-05-28,1.907,0.2032,0.0455,40.64,2.4345,True,True,,1,1,-563.04,-565.04,90005262,1.9,buy,0.0563,-563.04,0.0,-565.04,expires_worthless
2025-05-29,2025-06-25,1.989,0.1813,0.0246,50.71,2.3671,False,False,,,1,0.0,0.0,,,,,,,,
2025-06-26,2025-07-23,2.093,0.1843,0.0533,62.75,2.3942,False,False,,,1,0.0,0.0,,,,,,,,
2025-07-24,2025-08-27,2.325,0.2297,0.0955,79.69,2.6618,False,False,,,1,0.0,0.0,,,,,,,,
2025-08-28,2025-09-24,2.806,0.3858,0.2404,81.44,3.2355,False,False,,,1,0.0,0.0,,,,,,,,
2025-09-25,2025-10-22,3.211,0.3228,0.1819,73.8,3.6965,False,False,,,1,0.0,0.0,,,,,,,,
2025-10-23,2025-11-26,3.038,0.2743,0.3085,52.79,3.7346,True,True,,1,1,-984.3,-986.3,90006330,3.0,buy,0.0984,-984.3,0.0,-986.3,expires_worthless
2025-11-27,2025-12-24,3.012,0.2133,0.1809,46.22,3.7319,True,True,,1,1,-985.32,-987.32,90006204,3.0,buy,0.0985,-985.32,0.0,-987.32,expires_worthless
2025-12-25,2026-01-28,3.222,0.2,0.1532,59.34,3.7244,False,False,,,1,0.0,0.0,,,,,,,,
2026-01-29,2026-02-25,3.292,0.2514,0.2605,52.57,3.8744,False,False,,,1,0.0,0.0,,,,,,,,
2026-02-26,2026-03-25,3.336,0.2006,0.1544,54.91,3.8556,False,False,,,1,0.0,0.0,,,,,,,,
2026-03-26,2026-04-22,3.263,0.237,0.2305,48.49,3.8725,True,True,,1,1,-736.44,-738.44,90007169,3.2,buy,0.0736,-736.44,0.0,-738.44,expires_worthless
2026-04-23,2026-05-27,3.728,0.2604,0.4446,70.38,4.3964,False,False,,,1,0.0,0.0,,,,,,,,
2026-05-28,2026-06-24,4.138,0.3205,0.6446,71.09,4.7849,False,False,,,1,0.0,0.0,,,,,,,,
