etf,type,condition,n_triggered,placement_rate,mean_14d,prob_neg_14d,p_val_14d,mean_30d,prob_neg_30d,p_val_30d,prob_p10,prob_p25,lift_p10,lift_p25
500ETF,combo,skew_20 > q90 AND natr14 < q10,43,0.015585,-0.017406,0.697674,0.000033,-0.004103,0.488372,0.012007,0.000000,0.139535,0.000000,0.557937
500ETF,combo,stoch_k < 20 OR adx14 < 25,1772,0.642262,0.000153,0.487585,0.000189,0.003639,0.485327,0.013199,0.089165,0.253950,0.891325,1.015433
500ETF,single,dist_sma50 > 1.0,1080,0.391446,0.003002,0.456481,0.927231,0.001921,0.487963,0.014299,0.121296,0.271296,1.212523,1.084792
500ETF,combo,williams_r14 < -80 OR adx14 < 25,1756,0.636462,0.000228,0.481777,0.000254,0.003665,0.485194,0.014402,0.088838,0.255125,0.888061,1.020131
500ETF,combo,bb_width < q10 OR bb_percent_b < 0.2,851,0.308445,0.000061,0.500588,0.034417,0.001914,0.488837,0.015004,0.072855,0.238543,0.728291,0.953826
500ETF,combo,skew_20 > q90 AND close > sma50,199,0.072128,0.012816,0.442211,0.021404,0.020683,0.482412,0.016899,0.090452,0.271357,0.904195,1.085034
500ETF,single,dist_sma50 < -1.0,948,0.343603,0.004076,0.453586,0.498875,0.011729,0.440928,0.017310,0.099156,0.241561,0.991202,0.965895
500ETF,combo,macd_hist < 0 AND skew_20 > q90,89,0.032258,-0.000249,0.471910,0.327541,-0.009077,0.595506,0.020099,0.112360,0.303371,1.123188,1.213043
500ETF,combo,skew_20 > q90 AND macd_hist < 0,89,0.032258,-0.000249,0.471910,0.327541,-0.009077,0.595506,0.020099,0.112360,0.303371,1.123188,1.213043
500ETF,combo,atr20 < q10 AND williams_r14 < -80,28,0.010149,0.000189,0.464286,0.513391,-0.007536,0.642857,0.020148,0.000000,0.214286,0.000000,0.856832
500ETF,single,cmf20 < 0,835,0.302646,0.004132,0.481437,0.511256,0.012105,0.481437,0.020263,0.083832,0.249102,0.838020,0.996046
500ETF,combo,natr14 < q10 OR bb_percent_b < 0.2,815,0.295397,0.000143,0.484663,0.045671,0.002055,0.494479,0.020867,0.068712,0.228221,0.686868,0.912553
500ETF,combo,mfi14 > 80 OR skew_20 < -0.3,1307,0.473722,0.000395,0.436878,0.011519,0.003040,0.452946,0.022019,0.110941,0.246366,1.109009,0.985106
500ETF,single,kurt_20 > 1.0,992,0.359551,0.003119,0.434476,0.999394,0.002143,0.460685,0.022640,0.110887,0.261089,1.108469,1.043976
500ETF,single,atr20 > q90,61,0.022109,0.012022,0.327869,0.165270,0.028673,0.327869,0.022894,0.147541,0.213115,1.474875,0.852150
500ETF,combo,macd_hist < 0 OR adx14 < 25,2118,0.767669,0.000545,0.473560,0.000006,0.004471,0.486780,0.023733,0.089707,0.247875,0.896748,0.991142
500ETF,combo,dist_sma200 < -2.0 AND macd_hist < 0,413,0.149692,-0.002878,0.518160,0.007632,-0.000237,0.520581,0.025186,0.104116,0.278450,1.040785,1.113398
500ETF,combo,macd_hist < 0 AND dist_sma200 < -2.0,413,0.149692,-0.002878,0.518160,0.007632,-0.000237,0.520581,0.025186,0.104116,0.278450,1.040785,1.113398
500ETF,combo,skew_20 > q90 AND adx14 < 25,225,0.081551,0.007973,0.475556,0.151202,0.018511,0.493333,0.025979,0.071111,0.257778,0.710853,1.030738
500ETF,combo,skew_20 < -0.5 OR mfi14 > 80,997,0.361363,0.000652,0.443330,0.068017,0.002192,0.462387,0.026165,0.125376,0.260782,1.253307,1.042751
500ETF,combo,kurt_20 < q10 AND close > sma50,165,0.059804,-0.003520,0.593939,0.012163,-0.003686,0.545455,0.028559,0.090909,0.272727,0.908762,1.090514
500ETF,combo,kurt_20 < q10 OR bb_percent_b < 0.2,713,0.258427,-0.001670,0.524544,0.004955,0.001845,0.506311,0.032425,0.086957,0.253857,0.869250,1.015060
500ETF,combo,skew_20 < -0.5 OR rsi14 > 65,1201,0.435303,0.005711,0.422981,0.027381,0.010503,0.435470,0.034094,0.115737,0.238968,1.156950,0.955524
500ETF,combo,bb_width < q10 AND williams_r14 < -80,45,0.016310,-0.001937,0.511111,0.229022,-0.005180,0.600000,0.034967,0.044444,0.244444,0.444283,0.977424
500ETF,combo,williams_r14 < -80 AND bb_width < q10,45,0.016310,-0.001937,0.511111,0.229022,-0.005180,0.600000,0.034967,0.044444,0.244444,0.444283,0.977424
500ETF,single,skew_20 < q10,203,0.073577,0.010318,0.369458,0.003454,0.014889,0.364532,0.036140,0.059113,0.128079,0.590919,0.512130
500ETF,combo,stoch_k < 20 AND skew_20 > q90,36,0.013048,0.004347,0.388889,0.765098,-0.017669,0.722222,0.036790,0.194444,0.416667,1.943740,1.666063
500ETF,single,vol10 < q10,341,0.123596,0.004295,0.407625,0.521033,0.012335,0.378299,0.038061,0.023460,0.140762,0.234519,0.562846
500ETF,combo,bb_width < q10 AND bb_percent_b < 0.2,61,0.022109,-0.003300,0.573770,0.065761,-0.003395,0.508197,0.038216,0.049180,0.213115,0.491625,0.852150
500ETF,combo,bb_width < q10 OR williams_r14 < -80,802,0.290685,-0.000154,0.503741,0.025825,0.002480,0.496259,0.038328,0.069825,0.243142,0.698001,0.972216
500ETF,combo,williams_r14 < -80 OR bb_width < q10,802,0.290685,-0.000154,0.503741,0.025825,0.002480,0.496259,0.038328,0.069825,0.243142,0.698001,0.972216
500ETF,combo,natr14 < q10 OR williams_r14 < -80,754,0.273287,-0.000232,0.488064,0.028526,0.002456,0.507958,0.043968,0.066313,0.233422,0.662890,0.933349
500ETF,combo,bb_width < q10 OR stoch_k < 20,777,0.281624,0.000022,0.514801,0.033789,0.002704,0.489060,0.049529,0.068211,0.241956,0.681864,0.967474
500ETF,combo,dist_sma200 < -2.0 OR natr14 < q10,1088,0.394346,0.001212,0.493566,0.116210,0.003178,0.511029,0.050488,0.090074,0.269301,0.900409,1.076816
500ETF,combo,natr14 < q10 OR dist_sma200 < -2.0,1088,0.394346,0.001212,0.493566,0.116210,0.003178,0.511029,0.050488,0.090074,0.269301,0.900409,1.076816
500ETF,single,rsi7 < 30,307,0.111272,0.004199,0.459283,0.718809,0.014282,0.439739,0.051888,0.084691,0.221498,0.846599,0.885672
500ETF,single,roc5 > q90,134,0.048568,0.017534,0.343284,0.002310,0.019459,0.365672,0.052898,0.104478,0.261194,1.044398,1.044398
500ETF,combo,rsi7 > 70 AND skew_20 < -0.3,130,0.047119,0.004115,0.384615,0.838676,-0.011403,0.476923,0.055406,0.161538,0.246154,1.614799,0.984259
500ETF,combo,bb_width < q10 AND dist_sma200 < -2.0,50,0.018123,-0.007247,0.760000,0.044446,-0.008176,0.660000,0.057391,0.080000,0.340000,0.799710,1.359507
500ETF,combo,dist_sma200 < -2.0 AND bb_width < q10,50,0.018123,-0.007247,0.760000,0.044446,-0.008176,0.660000,0.057391,0.080000,0.340000,0.799710,1.359507
500ETF,combo,rsi14 > 70 AND skew_20 < -0.3,38,0.013773,-0.009746,0.552632,0.407573,-0.058246,0.657895,0.061823,0.394737,0.552632,3.945938,2.209725
500ETF,combo,natr14 < q10 AND williams_r14 < -80,28,0.010149,-0.007886,0.571429,0.088380,-0.007992,0.607143,0.065483,0.071429,0.285714,0.714027,1.142443
500ETF,combo,bb_width < q10 OR dist_sma200 < -2.0,1120,0.405944,0.001365,0.498214,0.139792,0.003531,0.498214,0.071534,0.089286,0.268750,0.892534,1.074611
500ETF,combo,dist_sma200 < -2.0 OR bb_width < q10,1120,0.405944,0.001365,0.498214,0.139792,0.003531,0.498214,0.071534,0.089286,0.268750,0.892534,1.074611
500ETF,single,mom10 < 0,1256,0.455237,0.001267,0.480096,0.100184,0.003771,0.488057,0.073530,0.092357,0.274682,0.923232,1.098328
500ETF,combo,stoch_k < 20 OR natr14 < q10,721,0.261327,0.000113,0.499307,0.049250,0.002954,0.496533,0.076732,0.066574,0.230236,0.665501,0.920609
500ETF,combo,williams_r14 < -80 AND adx14 < 25,217,0.078652,-0.001752,0.502304,0.088715,-0.000443,0.529954,0.078746,0.073733,0.276498,0.737060,1.105590
500ETF,combo,atr20 < q10 OR williams_r14 < -80,702,0.254440,0.000023,0.484330,0.058316,0.002824,0.521368,0.080534,0.064103,0.249288,0.640793,0.996790
500ETF,single,mfi14 < 20,74,0.026821,0.018398,0.432432,0.077173,0.022084,0.432432,0.086544,0.027027,0.202703,0.270172,0.810517
500ETF,combo,rsi14 > 65 OR skew_20 < -0.3,1499,0.543313,0.004388,0.420947,0.175645,0.009144,0.433622,0.086719,0.106071,0.231488,1.060323,0.925615
500ETF,combo,bb_percent_b < 0.2 AND skew_20 > q90,47,0.017035,0.002007,0.468085,0.791388,-0.010943,0.659574,0.086867,0.148936,0.319149,1.488822,1.276133
500ETF,combo,kurt_20 < q10 AND bb_width < q10,36,0.013048,0.000452,0.583333,0.448514,-0.001108,0.527778,0.097706,0.000000,0.111111,0.000000,0.444283
500ETF,combo,kurt_20 < q10 OR williams_r14 < -80,646,0.234143,-0.001626,0.523220,0.007705,0.002728,0.520124,0.102776,0.085139,0.263158,0.851085,1.052250
500ETF,single,mom10 > 0,1487,0.538963,0.004480,0.441157,0.153171,0.008960,0.453262,0.113152,0.107599,0.230666,1.075602,0.922329
500ETF,combo,atr20 < q10 OR dist_sma200 < -2.0,1040,0.376948,0.001610,0.490385,0.231174,0.003763,0.518269,0.114770,0.087500,0.277885,0.874683,1.111136
500ETF,combo,kurt_20 < q10 OR dist_sma200 < -2.0,979,0.354839,0.000462,0.521961,0.046338,0.003584,0.522983,0.115480,0.101124,0.289070,1.010870,1.155863
500ETF,combo,rsi14 > 65 AND skew_20 < -0.3,101,0.036607,0.005924,0.415842,0.687418,-0.014542,0.504950,0.124401,0.198020,0.287129,1.979481,1.148099
500ETF,combo,bb_percent_b < 0.2 AND adx14 < 25,249,0.090250,0.001498,0.493976,0.578937,0.001023,0.485944,0.140854,0.084337,0.244980,0.843068,0.979565
500ETF,combo,kurt_20 < q10 AND natr14 < q10,21,0.007611,-0.001306,0.523810,0.254756,-0.015872,0.523810,0.156262,0.238095,0.380952,2.380090,1.523257
500ETF,combo,skew_20 < -0.5 AND bb_width < q10,97,0.035158,0.007365,0.391753,0.159338,0.012527,0.371134,0.156286,0.030928,0.123711,0.309166,0.494666
500ETF,combo,kurt_20 < q10 OR stoch_k < 20,601,0.217833,-0.001140,0.535774,0.018948,0.003281,0.510815,0.170827,0.086522,0.262895,0.864911,1.051200
500ETF,combo,dist_sma200 < -2.0 AND williams_r14 < -80,229,0.083001,-0.004018,0.528384,0.016638,0.000575,0.554585,0.172079,0.113537,0.318777,1.134960,1.274647
500ETF,combo,kurt_20 < q10 AND williams_r14 < -80,28,0.010149,0.001357,0.428571,0.776623,-0.001985,0.571429,0.173089,0.000000,0.178571,0.000000,0.714027
500ETF,single,close < sma50,1320,0.478434,0.002001,0.466667,0.294490,0.008875,0.455303,0.180551,0.090152,0.237121,0.901189,0.948141
500ETF,combo,dist_sma200 < -2.0 AND bb_percent_b < 0.2,281,0.101848,-0.001477,0.516014,0.119947,0.001509,0.516014,0.187663,0.099644,0.291815,0.996080,1.166837
500ETF,combo,skew_20 > q90 AND williams_r14 < -80,45,0.016310,0.004047,0.400000,0.834245,-0.006655,0.666667,0.198998,0.133333,0.377778,1.332850,1.510564
500ETF,combo,stoch_k < 20 OR bb_percent_b < 0.2,599,0.217108,-0.000683,0.497496,0.056429,0.003542,0.495826,0.211738,0.085142,0.255426,0.851111,1.021333
500ETF,combo,bb_width < q10 AND stoch_k < 20,22,0.007974,-0.000984,0.500000,0.530920,-0.004441,0.500000,0.224131,0.090909,0.318182,0.908762,1.272266
500ETF,combo,stoch_k < 20 AND adx14 < 25,153,0.055455,-0.000293,0.490196,0.374674,0.000911,0.477124,0.225184,0.071895,0.307190,0.718694,1.228313
500ETF,combo,rsi7 > 70 OR skew_20 < -0.3,1510,0.547300,0.003633,0.431788,0.580313,0.008431,0.434437,0.225816,0.105298,0.237086,1.052599,0.948001
500ETF,combo,dist_sma200 < -2.0 AND skew_20 > q90,154,0.055817,0.001990,0.551948,0.781969,-0.001287,0.636364,0.227013,0.142857,0.389610,1.428054,1.557877
500ETF,combo,skew_20 > q90 AND dist_sma200 < -2.0,154,0.055817,0.001990,0.551948,0.781969,-0.001287,0.636364,0.227013,0.142857,0.389610,1.428054,1.557877
500ETF,combo,natr14 < q10 OR skew_20 > q90,637,0.230881,0.003594,0.480377,0.765713,0.003829,0.530612,0.233485,0.072214,0.260597,0.721873,1.042009
500ETF,combo,skew_20 > q90 OR natr14 < q10,637,0.230881,0.003594,0.480377,0.765713,0.003829,0.530612,0.233485,0.072214,0.260597,0.721873,1.042009
500ETF,combo,rsi14 > 70 OR cci20 < -100,2757,0.999275,0.003107,0.458107,0.746585,0.006679,0.467537,0.239791,0.100109,0.250272,1.000725,1.000725
500ETF,combo,stoch_k < 20 OR skew_20 > q90,718,0.260239,0.003097,0.501393,0.989235,0.009529,0.500000,0.254077,0.086351,0.278552,0.863197,1.113802
500ETF,combo,skew_20 < -0.5 AND mfi14 > 80,36,0.013048,0.013591,0.388889,0.268775,-0.014283,0.500000,0.276533,0.222222,0.333333,2.221417,1.332850
500ETF,combo,stoch_k < 20 AND dist_sma200 < -2.0,222,0.080464,-0.003228,0.545045,0.056592,0.001787,0.536036,0.289462,0.121622,0.306306,1.215776,1.224781
500ETF,combo,kurt_20 < q10 AND stoch_k < 20,25,0.009061,-0.004826,0.480000,0.287646,-0.000705,0.440000,0.303124,0.000000,0.240000,0.000000,0.959652
500ETF,combo,skew_20 < -0.5 OR rsi7 > 70,1223,0.443277,0.004345,0.438267,0.289202,0.008475,0.439084,0.317259,0.115290,0.247751,1.152485,0.990647
500ETF,single,dist_sma200 > 2.0,1034,0.374773,0.001483,0.461315,0.175551,0.005018,0.464217,0.340846,0.088008,0.243714,0.879759,0.974502
500ETF,combo,mfi14 > 80 AND skew_20 < -0.3,50,0.018123,0.026440,0.320000,0.007546,0.023612,0.360000,0.340887,0.160000,0.240000,1.599420,0.959652
500ETF,combo,kurt_20 < q10 OR skew_20 > q90,569,0.206234,0.001598,0.528998,0.397702,0.004329,0.543058,0.382984,0.084359,0.282953,0.843280,1.131400
500ETF,single,zscore20 < -2,157,0.056905,0.001679,0.445860,0.706462,0.010968,0.439490,0.413234,0.082803,0.222930,0.827725,0.891397
500ETF,combo,williams_r14 < -80 AND skew_20 < -0.5,170,0.061617,-0.006963,0.541176,0.009482,0.010555,0.441176,0.418883,0.070588,0.211765,0.705627,0.846752
500ETF,combo,bb_percent_b < 0.2 OR williams_r14 < -80,594,0.215295,0.000416,0.486532,0.184743,0.004620,0.494949,0.422329,0.085859,0.257576,0.858275,1.029930
500ETF,single,bb_percent_b < 0.2,517,0.187387,0.000346,0.489362,0.216831,0.004503,0.487427,0.425360,0.088975,0.249516,0.889426,0.997704
500ETF,combo,stoch_k < 20 AND bb_percent_b < 0.2,322,0.116709,0.002834,0.490683,0.923648,0.009677,0.468944,0.433188,0.096273,0.260870,0.962384,1.043100
500ETF,combo,kurt_20 < q10 AND bb_percent_b < 0.2,26,0.009424,0.009199,0.384615,0.238384,0.002216,0.500000,0.469773,0.000000,0.153846,0.000000,0.615162
500ETF,combo,dist_sma200 < -2.0 OR skew_20 > q90,971,0.351939,0.003342,0.488157,0.872112,0.008184,0.501545,0.480420,0.098867,0.286303,0.988313,1.144796
500ETF,combo,skew_20 > q90 OR dist_sma200 < -2.0,971,0.351939,0.003342,0.488157,0.872112,0.008184,0.501545,0.480420,0.098867,0.286303,0.988313,1.144796
500ETF,combo,bb_percent_b < 0.2 AND macd_hist < 0,497,0.180138,0.000840,0.480885,0.326410,0.004771,0.486922,0.493246,0.090543,0.247485,0.905105,0.989581
500ETF,combo,williams_r14 < -80 AND close > sma50,58,0.021022,-0.003113,0.396552,0.528054,-0.000267,0.465517,0.499238,0.103448,0.241379,1.034108,0.965167
500ETF,single,skew_20 > q90,350,0.126858,0.005872,0.488571,0.290427,0.009419,0.540000,0.499474,0.094286,0.305714,0.942516,1.222414
500ETF,single,vol20 < q10,384,0.139181,0.001584,0.440104,0.309948,0.008281,0.367188,0.515602,0.028646,0.140625,0.286355,0.562296
500ETF,combo,skew_20 > q90 OR williams_r14 < -80,757,0.274375,0.002631,0.491413,0.773454,0.008267,0.513871,0.520258,0.087186,0.276090,0.871547,1.103959
500ETF,single,close < sma20,1262,0.457412,0.001497,0.479398,0.147028,0.005706,0.480983,0.532636,0.090333,0.259113,0.903001,1.036075
500ETF,combo,skew_20 < -0.5 OR rsi14 > 70,1072,0.388547,0.003322,0.433769,0.875847,0.007788,0.444030,0.592212,0.120336,0.252799,1.202922,1.010828
500ETF,combo,skew_20 < -0.5 AND cmo14 > q90,21,0.007611,0.007307,0.476190,0.749252,-0.001396,0.619048,0.621123,0.190476,0.428571,1.904072,1.713665
500ETF,combo,rsi14 > 70 OR skew_20 < -0.3,1389,0.503443,0.002640,0.428366,0.637645,0.007478,0.436285,0.627499,0.107271,0.239021,1.072326,0.955737
500ETF,single,dist_sma200 < -2.0,775,0.280899,0.001930,0.500645,0.463303,0.005745,0.510968,0.681814,0.109677,0.298065,1.096377,1.191826
500ETF,combo,cmo14 > q90 AND skew_20 < -0.3,23,0.008336,0.008389,0.478261,0.674874,0.001263,0.608696,0.729358,0.173913,0.434783,1.738500,1.738500
500ETF,combo,atr20 < q10 AND skew_20 < -0.5,125,0.045306,0.009143,0.352000,0.011238,0.005577,0.512000,0.732229,0.000000,0.104000,0.000000,0.415849
500ETF,combo,bb_percent_b < 0.2 OR skew_20 > q90,820,0.297209,0.002610,0.490244,0.752919,0.007487,0.500000,0.736266,0.087805,0.269512,0.877731,1.077658
500ETF,combo,atr20 < q10 OR skew_20 > q90,588,0.213121,0.004636,0.472789,0.371269,0.005894,0.542517,0.743616,0.056122,0.261905,0.561021,1.047239
500ETF,single,dd_252 > q90,340,0.123233,0.004610,0.441176,0.502180,0.005648,0.426471,0.744398,0.111765,0.250000,1.117242,0.999638
500ETF,combo,stoch_k < 20 AND macd_hist < 0,396,0.143530,0.000808,0.500000,0.364842,0.007734,0.479798,0.762374,0.088384,0.260101,0.883518,1.040027
500ETF,single,williams_r14 < -80,452,0.163827,0.000262,0.484513,0.233576,0.005889,0.508850,0.785018,0.086283,0.263274,0.862519,1.052716
500ETF,combo,bb_width < q10 OR skew_20 > q90,683,0.247553,0.004470,0.484627,0.373680,0.006118,0.497804,0.787688,0.061493,0.245974,0.614711,0.983538
500ETF,combo,skew_20 > q90 OR bb_width < q10,683,0.247553,0.004470,0.484627,0.373680,0.006118,0.497804,0.787688,0.061493,0.245974,0.614711,0.983538
500ETF,combo,stoch_k < 20 OR dist_sma200 < -2.0,957,0.346865,0.002651,0.491118,0.738896,0.007278,0.494253,0.792237,0.098224,0.283177,0.981880,1.132296
500ETF,combo,macd_hist < 0 AND williams_r14 < -80,428,0.155129,0.000814,0.476636,0.358081,0.005977,0.500000,0.810718,0.088785,0.250000,0.887529,0.999638
500ETF,combo,dist_sma200 < -2.0 OR bb_percent_b < 0.2,1011,0.366437,0.002067,0.490603,0.440655,0.006287,0.497527,0.819439,0.101879,0.274975,1.018424,1.099503
500ETF,combo,bb_percent_b < 0.2 AND williams_r14 < -80,375,0.135919,0.000134,0.488000,0.270099,0.005989,0.501333,0.823408,0.090667,0.253333,0.906338,1.012966
500ETF,single,close > sma20,1478,0.535701,0.004289,0.440460,0.221075,0.007036,0.461434,0.832557,0.109608,0.245602,1.095679,0.982053
500ETF,combo,dist_sma200 < -2.0 AND skew_20 < -0.5,258,0.093512,0.000014,0.468992,0.275373,0.007467,0.437984,0.858059,0.108527,0.255814,1.084878,1.022885
500ETF,combo,stoch_k < 20 OR williams_r14 < -80,554,0.200797,0.000317,0.496390,0.189373,0.006266,0.500000,0.866165,0.086643,0.261733,0.866112,1.046552
500ETF,single,stoch_k < 20,404,0.146430,0.000803,0.502475,0.355152,0.007201,0.485149,0.886436,0.089109,0.267327,0.890766,1.068920
500ETF,combo,dist_sma200 < -2.0 OR williams_r14 < -80,998,0.361725,0.002539,0.486974,0.674512,0.006996,0.500000,0.896674,0.098196,0.277555,0.981608,1.109818
500ETF,combo,stoch_k < 20 AND williams_r14 < -80,302,0.109460,0.000886,0.486755,0.435340,0.006953,0.493377,0.953309,0.089404,0.271523,0.893716,1.085699
500ETF,combo,dist_sma200 < -2.0 AND close > sma50,135,0.048931,0.010273,0.422222,0.116517,0.006573,0.466667,0.978211,0.096296,0.288889,0.962614,1.155137
500ETF,combo,rsi14 > 65 OR cci20 < -100,2758,0.999638,0.003129,0.457941,,0.006719,0.467368,,0.100073,0.250181,1.000363,1.000363
