entry_date,expiry_date,etf_entry,iv,ivr,rsi,bbu,filter_passed,filter_would_pass,call_offsets,put_offsets,num_contracts,total_premium,total_net_rmb,Call_Leg_A_(OTM2)_contract,Call_Leg_A_(OTM2)_K,Call_Leg_A_(OTM2)_side,Call_Leg_A_(OTM2)_exec_px,Call_Leg_A_(OTM2)_premium,Call_Leg_A_(OTM2)_exercise,Call_Leg_A_(OTM2)_net,Call_Leg_A_(OTM2)_note,Call_Leg_B_(OTM3)_contract,Call_Leg_B_(OTM3)_K,Call_Leg_B_(OTM3)_side,Call_Leg_B_(OTM3)_exec_px,Call_Leg_B_(OTM3)_premium,Call_Leg_B_(OTM3)_exercise,Call_Leg_B_(OTM3)_net,Call_Leg_B_(OTM3)_note
2016-11-24,2016-12-28,2.425,0.0888,0.0,75.63,3.4718,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2016-12-29,2017-01-25,2.278,0.1711,0.3002,38.9,3.5521,True,True,2+3,,1,522.6,-143.38,10000777,2.3,sell,0.0328,328.3,-570.0,-243.7,assigned  ETF=2.3570 K=2.3000,10000751,2.348,sell,0.019,194.3,-91.98,100.32,assigned  ETF=2.3570 K=2.3480
2017-01-26,2017-02-22,2.366,0.1077,0.0755,62.38,3.4703,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2017-02-23,2017-03-22,2.387,0.1014,0.0505,60.77,3.5115,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2017-03-23,2017-04-26,2.344,0.0746,0.0,46.59,3.4793,True,True,2+3,,1,95.06,91.06,10000859,2.4,sell,0.0072,71.54,0.0,69.54,expires_worthless,10000860,2.45,sell,0.0024,23.52,0.0,21.52,expires_worthless
2017-04-27,2017-05-24,2.344,0.0715,0.0193,46.88,3.5005,True,True,2+3,,1,62.72,58.72,10000872,2.4,sell,0.0046,46.06,0.0,44.06,expires_worthless,10000873,2.45,sell,0.0017,16.66,0.0,14.66,expires_worthless
2017-05-25,2017-06-28,2.47,0.0958,0.1432,77.05,3.5552,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2017-06-29,2017-07-26,2.565,0.1368,0.2817,68.56,3.7701,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2017-07-27,2017-08-23,2.677,0.1634,0.3715,64.89,4.0204,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2017-08-24,2017-09-27,2.698,0.1169,0.2144,59.6,3.9938,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2017-09-28,2017-10-25,2.715,0.1148,0.2074,47.32,4.0568,True,True,2+3,,1,149.94,125.94,10000995,2.8,sell,0.01,99.96,-20.0,77.96,assigned  ETF=2.8020 K=2.8000,10001001,2.85,sell,0.005,49.98,0.0,47.98,expires_worthless
2017-10-26,2017-11-22,2.827,0.1172,0.2155,71.26,4.1468,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2017-11-23,2017-12-27,2.991,0.135,0.2757,64.85,4.4612,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2017-12-28,2018-01-24,2.855,0.1806,0.4297,48.65,4.3388,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-01-25,2018-02-28,3.15,0.1872,0.4521,76.15,4.7939,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-03-01,2018-03-28,2.884,0.2289,0.5928,41.25,4.8313,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-03-29,2018-04-25,2.734,0.2308,0.5992,34.99,4.4328,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-04-26,2018-05-23,2.655,0.2366,0.6189,40.58,4.1394,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-05-24,2018-06-27,2.655,0.186,0.4962,41.55,4.1177,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-06-28,2018-07-25,2.441,0.2384,0.6446,22.83,4.1311,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-07-26,2018-08-22,2.575,0.2177,0.5552,55.47,3.9041,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-08-23,2018-09-26,2.509,0.2069,0.5089,50.37,3.8801,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-09-27,2018-10-24,2.628,0.2186,0.5591,62.69,3.9391,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-10-25,2018-11-28,2.531,0.2986,0.8756,51.22,3.9834,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-11-29,2018-12-26,2.453,0.265,0.634,44.41,3.8457,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2018-12-27,2019-01-23,2.275,0.2538,0.5551,29.34,3.8421,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2019-01-24,2019-02-27,2.403,0.146,0.0323,57.61,3.7088,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2019-02-28,2019-03-27,2.736,0.3077,0.6941,70.14,4.2323,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2019-03-28,2019-04-24,2.718,0.2441,0.4336,52.31,4.3331,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2019-04-25,2019-05-22,2.913,0.2788,0.5756,53.41,4.6553,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2019-05-23,2019-06-26,2.677,0.2151,0.3144,38.1,4.5333,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2019-06-27,2019-07-24,2.955,0.2639,0.5145,67.66,4.5582,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2019-07-25,2019-08-28,2.977,0.1764,0.1561,61.32,4.5848,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2019-08-29,2019-09-25,2.901,0.17,0.1298,49.74,4.52,True,True,2+3,,1,258.72,254.72,10001746,3.0,sell,0.0191,191.1,0.0,189.1,expires_worthless,10001801,3.1,sell,0.0068,67.62,0.0,65.62,expires_worthless
2019-09-26,2019-10-23,2.978,0.1622,0.0979,51.06,4.6639,True,True,2+3,,1,196.98,192.98,10001946,3.1,sell,0.0147,147.0,0.0,145.0,expires_worthless,10001947,3.2,sell,0.005,49.98,0.0,47.98,expires_worthless
2019-10-24,2019-11-27,3.008,0.1289,0.0547,51.49,4.6706,True,True,2+3,,1,73.5,69.5,10001967,3.2,sell,0.0054,53.9,0.0,51.9,expires_worthless,10001968,3.3,sell,0.002,19.6,0.0,17.6,expires_worthless
2019-11-28,2019-12-25,2.978,0.1222,0.0299,42.03,4.7051,True,True,2+3,,1,92.12,88.12,10001833,3.1,sell,0.0069,68.6,0.0,66.6,expires_worthless,10001834,3.2,sell,0.0024,23.52,0.0,21.52,expires_worthless
2019-12-26,2020-01-22,3.002,0.142,0.1035,57.54,4.7071,True,True,2+3,,1,231.53,227.53,10002054,3.1,sell,0.0155,154.84,0.0,152.84,expires_worthless,10002017,3.149,sell,0.0075,76.69,0.0,74.69,expires_worthless
2020-01-23,2020-02-26,2.925,0.1684,0.2023,33.25,4.8078,True,True,2+3,,1,446.88,442.88,10002193,3.0,sell,0.0312,311.64,0.0,309.64,expires_worthless,10002194,3.1,sell,0.0135,135.24,0.0,133.24,expires_worthless
2020-02-27,2020-03-25,2.898,0.1928,0.293,46.15,4.6342,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-03-26,2020-04-22,2.677,0.2956,0.6206,42.21,4.7153,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-04-23,2020-05-27,2.787,0.1353,0.0723,54.56,4.3552,True,True,2+3,,1,400.82,396.82,10002440,2.85,sell,0.0247,246.96,0.0,244.96,expires_worthless,10002441,2.9,sell,0.0154,153.86,0.0,151.86,expires_worthless
2020-05-28,2020-06-24,2.801,0.1464,0.11,48.63,4.4588,True,True,2+3,,1,520.55,-1630.57,10002086,2.85,sell,0.0266,265.58,-1080.0,-816.42,assigned  ETF=2.9580 K=2.8500,10001991,2.853,sell,0.0251,254.97,-1067.11,-814.15,assigned  ETF=2.9580 K=2.8530
2020-06-29,2020-07-22,2.937,0.1453,0.1063,61.31,4.5768,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-07-23,2020-08-26,3.331,0.2461,0.4124,61.26,5.5715,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-08-27,2020-09-23,3.342,0.2324,0.3697,53.76,5.2582,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-09-24,2020-10-28,3.271,0.2166,0.3201,43.11,5.3054,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2020-10-29,2020-11-25,3.383,0.206,0.2871,51.79,5.3919,True,True,2+3,,1,510.58,506.58,10002821,3.5,sell,0.0344,343.98,0.0,341.98,expires_worthless,10002822,3.6,sell,0.0167,166.6,0.0,164.6,expires_worthless
2020-11-26,2020-12-23,3.497,0.1712,0.1753,59.82,5.4688,True,True,2+3,,1,471.38,467.38,10002659,3.6,sell,0.0319,319.48,0.0,317.48,expires_worthless,10002687,3.7,sell,0.0152,151.9,0.0,149.9,expires_worthless
2020-12-24,2021-01-27,3.485,0.1748,0.1801,52.67,5.588,True,True,2+3,,1,849.93,-3821.33,10002918,3.549,sell,0.0492,499.09,-2607.27,-2110.17,assigned  ETF=3.8060 K=3.5490,10002972,3.6,sell,0.0351,350.84,-2060.0,-1711.16,assigned  ETF=3.8060 K=3.6000
2021-01-28,2021-02-24,3.731,0.219,0.3199,50.39,6.1626,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-02-25,2021-03-24,3.843,0.2019,0.2657,51.9,6.3067,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-03-25,2021-04-28,3.452,0.1883,0.2228,34.86,5.9596,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-04-29,2021-05-26,3.513,0.1659,0.1518,49.85,5.636,True,True,2+3,,1,196.0,192.0,10003331,3.7,sell,0.0134,134.26,0.0,132.26,expires_worthless,10003332,3.8,sell,0.0062,61.74,0.0,59.74,expires_worthless
2021-05-27,2021-06-23,3.658,0.2227,0.3316,65.71,5.7143,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-06-24,2021-07-28,3.488,0.1669,0.1548,44.18,5.7961,True,True,2+3,,1,487.06,483.06,10003419,3.6,sell,0.033,330.26,0.0,328.26,expires_worthless,10003420,3.7,sell,0.0157,156.8,0.0,154.8,expires_worthless
2021-07-29,2021-08-25,3.212,0.1887,0.4819,32.53,5.5568,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-08-26,2021-09-22,3.128,0.1806,0.4555,38.38,5.2264,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2021-09-23,2021-10-27,3.164,0.2047,0.6538,43.35,5.1744,True,True,2+3,,1,431.2,427.2,10003586,3.3,sell,0.0301,300.86,0.0,298.86,expires_worthless,10003587,3.4,sell,0.013,130.34,0.0,128.34,expires_worthless
2021-10-28,2021-11-24,3.286,0.1849,0.5385,50.75,5.2857,True,True,2+3,,1,342.02,338.02,10003629,3.4,sell,0.0251,250.88,0.0,248.88,expires_worthless,10003630,3.5,sell,0.0091,91.14,0.0,89.14,expires_worthless
2021-11-25,2021-12-22,3.254,0.1637,0.4151,49.29,5.172,True,True,2+3,,1,185.22,181.22,10003376,3.4,sell,0.0136,136.22,0.0,134.22,expires_worthless,10003377,3.5,sell,0.0049,49.0,0.0,47.0,expires_worthless
2021-12-23,2022-01-26,3.275,0.1624,0.4073,52.97,5.3696,True,True,2+3,,1,559.87,555.87,10003714,3.357,sell,0.0326,330.55,0.0,328.55,expires_worthless,10003771,3.4,sell,0.0229,229.32,0.0,227.32,expires_worthless
2022-01-27,2022-02-23,3.107,0.1988,0.6198,36.84,5.2025,True,True,2+3,,1,157.78,153.78,10003846,3.3,sell,0.0112,111.72,0.0,109.72,expires_worthless,10003847,3.4,sell,0.0046,46.06,0.0,44.06,expires_worthless
2022-02-24,2022-03-23,3.043,0.1738,0.4739,37.03,5.0721,True,True,2+3,,1,502.98,498.98,10003786,3.1,sell,0.033,330.26,0.0,328.26,expires_worthless,10003535,3.159,sell,0.0171,172.72,0.0,170.72,expires_worthless
2022-03-24,2022-04-27,2.884,0.1607,0.2913,42.71,4.9925,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-04-28,2022-05-25,2.749,0.2215,0.5397,41.22,4.757,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-05-26,2022-06-22,2.725,0.1864,0.393,45.24,4.4379,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-06-23,2022-07-27,2.939,0.1899,0.4076,62.71,4.7291,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-07-28,2022-08-24,2.866,0.1877,0.2397,41.21,4.8829,True,True,2+3,,1,400.82,396.82,10004346,2.95,sell,0.0253,252.84,0.0,250.84,expires_worthless,10004347,3.0,sell,0.0148,147.98,0.0,145.98,expires_worthless
2022-08-25,2022-09-28,2.793,0.1681,0.0945,45.1,4.5207,True,True,2+3,,1,521.36,517.36,10003975,2.85,sell,0.0332,332.22,0.0,330.22,expires_worthless,10003976,2.9,sell,0.0189,189.14,0.0,187.14,expires_worthless
2022-09-29,2022-10-26,2.651,0.1806,0.1636,33.19,4.4907,True,True,2+3,,1,264.6,260.6,10004461,2.75,sell,0.0171,170.52,0.0,168.52,expires_worthless,10004462,2.8,sell,0.0094,94.08,0.0,92.08,expires_worthless
2022-10-27,2022-11-23,2.419,0.2197,0.3803,22.13,4.3499,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-11-24,2022-12-28,2.558,0.2064,0.3067,50.81,4.2471,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-12-29,2023-01-30,2.635,0.1723,0.1132,52.07,4.3791,True,True,2+3,,1,714.57,-2675.99,10004785,2.662,sell,0.0424,430.37,-1896.55,-1468.19,assigned  ETF=2.8490 K=2.6620,10004865,2.7,sell,0.0284,284.2,-1490.0,-1207.8,assigned  ETF=2.8490 K=2.7000
2023-01-31,2023-02-22,2.819,0.1939,0.2336,65.32,4.6749,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-02-23,2023-03-22,2.774,0.1814,0.1637,51.8,4.5982,True,True,2+3,,1,662.18,658.18,10004409,2.81,sell,0.0393,398.56,0.0,396.56,expires_worthless,10004917,2.85,sell,0.0264,263.62,0.0,261.62,expires_worthless
2023-03-23,2023-04-26,2.673,0.1674,0.0861,45.43,4.5054,True,True,2+3,,1,371.42,367.42,10005186,2.75,sell,0.0243,243.04,0.0,241.04,expires_worthless,10005187,2.8,sell,0.0128,128.38,0.0,126.38,expires_worthless
2023-04-27,2023-05-24,2.656,0.1474,0.025,46.08,4.4195,True,True,2+3,,1,168.56,164.56,10005267,2.75,sell,0.0117,116.62,0.0,114.62,expires_worthless,10005268,2.8,sell,0.0052,51.94,0.0,49.94,expires_worthless
2023-05-25,2023-06-28,2.565,0.172,0.2773,34.75,4.3995,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-06-29,2023-07-26,2.535,0.1575,0.1396,42.05,4.2066,True,True,2+3,,1,290.08,-253.92,10005403,2.6,sell,0.0194,194.04,-520.0,-327.96,assigned  ETF=2.6520 K=2.6000,10005404,2.65,sell,0.0096,96.04,-20.0,74.04,assigned  ETF=2.6520 K=2.6500
2023-07-27,2023-08-23,2.653,0.1415,0.0,63.81,4.2723,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-08-24,2023-09-27,2.553,0.1938,0.4885,37.46,4.4936,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-09-28,2023-10-25,2.583,0.1633,0.204,45.25,4.2654,True,True,2+3,,1,339.08,335.08,10005919,2.65,sell,0.0221,221.48,0.0,219.48,expires_worthless,10005920,2.7,sell,0.0118,117.6,0.0,115.6,expires_worthless
2023-10-26,2023-11-22,2.47,0.1572,0.1467,35.18,4.2828,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-11-23,2023-12-27,2.48,0.1428,0.0141,43.61,4.0702,True,True,2+3,,1,281.26,277.26,10005332,2.55,sell,0.0191,191.1,0.0,189.1,expires_worthless,10005333,2.6,sell,0.009,90.16,0.0,88.16,expires_worthless
2023-12-28,2024-01-24,2.354,0.1644,0.2638,53.94,3.8774,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-01-25,2024-02-28,2.347,0.1551,0.1595,59.63,3.861,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-02-29,2024-03-27,2.444,0.1832,0.4743,63.78,4.0919,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-03-28,2024-04-24,2.438,0.1421,0.0465,50.82,4.0686,True,True,2+3,,1,227.36,223.36,10006921,2.5,sell,0.0159,158.76,0.0,156.76,expires_worthless,10006922,2.55,sell,0.0069,68.6,0.0,66.6,expires_worthless
2024-04-25,2024-05-22,2.466,0.135,0.0275,54.8,4.0703,True,True,2+3,,1,135.24,1.24,10007041,2.55,sell,0.0093,93.1,-130.0,-38.9,assigned  ETF=2.5630 K=2.5500,10007042,2.6,sell,0.0042,42.14,0.0,40.14,expires_worthless
2024-05-23,2024-06-26,2.537,0.1332,0.0306,56.62,4.2363,True,True,2+3,,1,516.7,512.7,10006174,2.559,sell,0.0319,324.62,0.0,322.62,expires_worthless,10006426,2.6,sell,0.0192,192.08,0.0,190.08,expires_worthless
2024-06-27,2024-07-24,2.434,0.1279,0.0,33.81,4.129,True,True,2+3,,1,163.66,159.66,10007336,2.5,sell,0.0117,116.62,0.0,114.62,expires_worthless,10007337,2.55,sell,0.0047,47.04,0.0,45.04,expires_worthless
2024-07-25,2024-08-28,2.45,0.1244,0.311,42.51,4.1477,True,True,2+3,,1,126.42,122.42,10007457,2.55,sell,0.0088,88.2,0.0,86.2,expires_worthless,10007458,2.6,sell,0.0038,38.22,0.0,36.22,expires_worthless
2024-08-29,2024-09-25,2.407,0.1103,0.2193,41.15,4.0178,True,True,2+3,,1,71.54,67.54,10006737,2.5,sell,0.0052,51.94,0.0,49.94,expires_worthless,10006819,2.55,sell,0.002,19.6,0.0,17.6,expires_worthless
2024-09-26,2024-10-23,2.618,0.2319,1.0,79.67,4.1363,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-10-24,2024-11-27,2.789,0.2341,0.2828,60.26,5.0163,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-11-28,2024-12-25,2.716,0.196,0.2143,44.97,4.7667,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2024-12-26,2025-01-22,2.757,0.1823,0.1897,57.59,4.6224,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-01-23,2025-02-26,2.623,0.1708,0.169,41.48,4.6089,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-02-27,2025-03-26,2.74,0.1542,0.1393,60.08,4.623,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-03-27,2025-04-23,2.75,0.1328,0.1007,52.42,4.7059,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-04-24,2025-05-28,2.715,0.1251,0.087,51.69,4.6399,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-05-29,2025-06-25,2.754,0.1268,0.0901,50.76,4.7139,True,True,2+3,,1,335.61,11.61,10008547,2.8,sell,0.0216,215.6,-320.0,-106.4,assigned  ETF=2.8320 K=2.8000,10008267,2.842,sell,0.0118,120.01,0.0,118.01,expires_worthless
2025-06-26,2025-07-23,2.826,0.136,0.1065,68.19,4.6946,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-07-24,2025-08-27,2.933,0.1575,0.1452,77.64,4.8935,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-08-28,2025-09-24,3.095,0.2266,0.2296,68.39,5.2067,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-09-25,2025-10-22,3.087,0.1515,0.0821,57.16,5.23,True,True,2+3,,1,254.8,250.8,10009894,3.2,sell,0.0177,177.38,0.0,175.38,expires_worthless,10009895,3.3,sell,0.0077,77.42,0.0,75.42,expires_worthless
2025-10-23,2025-11-26,3.167,0.1517,0.1644,61.83,5.314,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2025-11-27,2025-12-24,3.112,0.1165,0.0514,42.99,5.3879,True,True,2+3,,1,50.96,46.96,10009727,3.3,sell,0.0032,32.34,0.0,30.34,expires_worthless,10009789,3.4,sell,0.0019,18.62,0.0,16.62,expires_worthless
2025-12-25,2026-01-28,3.107,0.1113,0.0284,61.01,5.3291,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-01-29,2026-02-25,3.196,0.1636,0.357,61.92,5.5637,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-02-26,2026-03-25,3.115,0.1289,0.1389,45.98,5.4646,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-03-26,2026-04-22,2.897,0.1642,0.3605,30.64,5.4246,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-04-23,2026-05-27,3.001,0.1313,0.1692,52.59,5.2199,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2026-05-28,2026-06-24,2.985,0.1553,0.3336,42.34,5.3754,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
