entry_date,exit_date,regime,phase,strike,entry_px,exit_px,net_pnl,note,put_filled
2019-12-23,2020-01-22,no_filter,0,3.9,0.028050000000000002,0.0,-282.5,expiry_settle ETF=4.1190,True
2020-01-23,2020-02-26,no_filter,0,3.9,0.046512000000000005,0.0,-467.12000000000006,expiry_settle ETF=4.0700,True
2020-02-27,2020-03-25,no_filter,0,4.0,0.064872,0.2939999999999996,2288.679999999996,expiry_settle ETF=3.7060,True
2020-03-26,2020-04-22,no_filter,0,3.6,0.110262,0.0,-1104.62,expiry_settle ETF=3.8290,True
2020-04-23,2020-05-27,no_filter,0,3.8,0.10404,0.0,-1042.3999999999999,expiry_settle ETF=3.8450,True
2020-05-28,2020-06-24,no_filter,0,3.8,0.06783,0.0,-680.3000000000001,expiry_settle ETF=4.1640,True
2020-06-29,2020-07-22,no_filter,0,4.1,0.071196,0.0,-713.9599999999999,expiry_settle ETF=4.7920,True
2020-07-23,2020-08-26,no_filter,0,4.7,0.12954000000000002,0.0,-1297.4,expiry_settle ETF=4.7630,True
2020-08-27,2020-09-23,no_filter,0,4.7,0.09812399999999999,0.0,-983.2399999999999,expiry_settle ETF=4.7130,True
2020-09-24,2020-10-28,no_filter,0,4.6,0.12178800000000001,0.0,-1219.88,expiry_settle ETF=4.8040,True
2020-10-29,2020-11-25,no_filter,0,4.8,0.091698,0.0,-918.98,expiry_settle ETF=4.9780,True
2020-11-26,2020-12-23,no_filter,0,4.9,0.056202,0.0,-564.02,expiry_settle ETF=5.0740,True
2020-12-24,2021-01-27,no_filter,0,5.0,0.070686,0.0,-708.86,expiry_settle ETF=5.5210,True
2021-01-28,2021-02-24,no_filter,0,5.25,0.07497,0.0,-751.6999999999999,expiry_settle ETF=5.4270,True
2021-02-25,2021-03-24,no_filter,0,5.428,0.11424,0.4950000000000001,3855.2603200000012,expiry_settle ETF=4.9330,True
2021-03-25,2021-04-28,no_filter,0,4.9,0.1071,0.0,-1073.0,expiry_settle ETF=5.1270,True
2021-04-29,2021-05-26,no_filter,0,5.0,0.042942,0.0,-431.42,expiry_settle ETF=5.3280,True
2021-05-27,2021-06-23,no_filter,0,5.25,0.07435800000000001,0.07399999999999984,-6.1800000000016375,expiry_settle ETF=5.1760,True
2021-06-24,2021-07-28,no_filter,0,5.0,0.03264,0.18100000000000005,1481.0000000000005,expiry_settle ETF=4.8190,True
2021-07-29,2021-08-25,no_filter,0,4.9,0.105162,0.0,-1053.6200000000001,expiry_settle ETF=4.9710,True
2021-08-26,2021-09-22,no_filter,0,4.8,0.072828,0.0,-730.2800000000001,expiry_settle ETF=4.8950,True
2021-09-23,2021-10-27,no_filter,0,4.9,0.1071,0.0,-1073.0,expiry_settle ETF=4.9700,True
2021-10-28,2021-11-24,no_filter,0,4.9,0.068544,0.0,-687.4399999999999,expiry_settle ETF=4.9970,True
2021-11-25,2021-12-22,no_filter,0,4.9,0.048347999999999995,0.0,-485.47999999999996,expiry_settle ETF=4.9820,True
2021-12-23,2022-01-26,no_filter,0,5.0,0.0663,0.2939999999999996,2274.399999999996,expiry_settle ETF=4.7060,True
2022-01-27,2022-02-23,no_filter,0,4.6,0.07986599999999999,0.0,-800.66,expiry_settle ETF=4.6150,True
2022-02-24,2022-03-23,no_filter,0,4.529,0.081498,0.2560000000000002,1769.6423120000022,expiry_settle ETF=4.2730,True
2022-03-24,2022-04-27,no_filter,0,4.2,0.088536,0.3110000000000004,2222.040000000004,expiry_settle ETF=3.8890,True
2022-04-28,2022-05-25,no_filter,0,3.9,0.09384,0.0,-940.4000000000001,expiry_settle ETF=3.9820,True
2022-05-26,2022-06-22,no_filter,0,3.9,0.053652000000000005,0.0,-538.5200000000001,expiry_settle ETF=4.2900,True
2022-06-23,2022-07-27,no_filter,0,4.3,0.07956,0.02400000000000002,-558.1999999999998,expiry_settle ETF=4.2760,True
2022-07-28,2022-08-24,no_filter,0,4.2,0.055386000000000005,0.055000000000000604,-6.4599999999940065,expiry_settle ETF=4.1450,True
2022-08-25,2022-09-28,no_filter,0,4.1,0.054468,0.20699999999999985,1522.7199999999984,expiry_settle ETF=3.8930,True
2022-09-29,2022-10-26,no_filter,0,3.8,0.036312,0.08399999999999963,474.27999999999633,expiry_settle ETF=3.7160,True
2022-10-27,2022-11-23,no_filter,0,3.6,0.044778000000000005,0.0,-449.78000000000003,expiry_settle ETF=3.8340,True
2022-11-24,2022-12-28,no_filter,0,3.8,0.086292,0.0,-864.92,expiry_settle ETF=3.9340,True
2022-12-29,2023-01-30,no_filter,0,3.9,0.058242,0.0,-584.4200000000001,expiry_settle ETF=4.2050,True
2023-01-31,2023-02-22,no_filter,0,4.135,0.050286,0.03599999999999959,-147.70290200000414,expiry_settle ETF=4.0990,True
2023-02-23,2023-03-22,no_filter,0,4.037,0.04437,0.04400000000000004,-6.358089999999599,expiry_settle ETF=3.9930,True
2023-03-23,2023-04-26,no_filter,0,4.0,0.05508,0.04899999999999993,-63.400000000000645,expiry_settle ETF=3.9510,True
2023-04-27,2023-05-24,no_filter,0,3.9,0.027642,0.04599999999999982,180.9799999999982,expiry_settle ETF=3.8540,True
2023-05-25,2023-06-28,no_filter,0,3.84,0.06069,0.0,-618.42833,expiry_settle ETF=3.8770,True
2023-06-29,2023-07-26,no_filter,0,3.8,0.030702,0.0,-309.02,expiry_settle ETF=3.9760,True
2023-07-27,2023-08-23,no_filter,0,3.9,0.02754,0.13200000000000012,1042.0000000000014,expiry_settle ETF=3.7680,True
2023-08-24,2023-09-27,no_filter,0,3.7,0.039882,0.0,-400.82,expiry_settle ETF=3.7780,True
2023-09-28,2023-10-25,no_filter,0,3.7,0.033048,0.13100000000000023,976.9200000000023,expiry_settle ETF=3.5690,True
2023-10-26,2023-11-22,no_filter,0,3.5,0.025398,0.0,-255.98000000000002,expiry_settle ETF=3.6110,True
2023-11-23,2023-12-27,no_filter,0,3.6,0.041004,0.19500000000000028,1537.360000000003,expiry_settle ETF=3.4050,True
2023-12-28,2024-01-24,no_filter,0,3.4,0.022439999999999998,0.121,982.9999999999999,expiry_settle ETF=3.2790,True
2024-01-25,2024-02-28,no_filter,0,3.329,0.06558599999999999,0.0,-671.8954039999999,expiry_settle ETF=3.4480,True
2024-02-29,2024-03-27,no_filter,0,3.5,0.065484,0.007000000000000117,-587.4399999999988,expiry_settle ETF=3.4930,True
2024-03-28,2024-04-24,no_filter,0,3.5,0.049674,0.0,-498.74,expiry_settle ETF=3.5130,True
2024-04-25,2024-05-22,no_filter,0,3.5,0.041106000000000004,0.0,-413.06000000000006,expiry_settle ETF=3.6800,True
