entry_date,expiry_date,etf_entry,iv,ivr,rsi,bbu,filter_passed,filter_would_pass,call_offsets,put_offsets,num_contracts,total_premium,total_net_rmb,Call_Leg_A_(OTM2)_contract,Call_Leg_A_(OTM2)_K,Call_Leg_A_(OTM2)_side,Call_Leg_A_(OTM2)_exec_px,Call_Leg_A_(OTM2)_premium,Call_Leg_A_(OTM2)_exercise,Call_Leg_A_(OTM2)_net,Call_Leg_A_(OTM2)_note,Call_Leg_B_(OTM3)_contract,Call_Leg_B_(OTM3)_K,Call_Leg_B_(OTM3)_side,Call_Leg_B_(OTM3)_exec_px,Call_Leg_B_(OTM3)_premium,Call_Leg_B_(OTM3)_exercise,Call_Leg_B_(OTM3)_net,Call_Leg_B_(OTM3)_note
2022-09-19,2022-10-26,2.285,0.2309,1.0,23.65,3.0998,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-10-27,2022-11-23,2.265,0.281,0.8492,43.07,2.7436,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2022-11-24,2022-12-28,2.264,0.2603,0.5099,43.57,2.7548,True,True,2+3,,1,670.32,666.32,90001260,2.35,sell,0.0396,395.92,0.0,393.92,expires_worthless,90001261,2.4,sell,0.0274,274.4,0.0,272.4,expires_worthless
2022-12-29,2023-01-30,2.277,0.1811,0.0,48.5,2.7121,True,True,2+3,,1,340.06,-2823.94,90001541,2.35,sell,0.0221,220.5,-1830.0,-1611.5,assigned  ETF=2.5330 K=2.3500,90001542,2.4,sell,0.012,119.56,-1330.0,-1212.44,assigned  ETF=2.5330 K=2.4000
2023-01-31,2023-02-22,2.507,0.2268,0.4138,70.27,2.9381,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-02-23,2023-03-22,2.385,0.2162,0.3464,43.14,2.9389,True,True,2+3,,1,496.86,492.86,90001280,2.45,sell,0.0313,312.62,0.0,310.62,expires_worthless,90001281,2.5,sell,0.0184,184.24,0.0,182.24,expires_worthless
2023-03-23,2023-04-26,2.288,0.1848,0.1449,43.08,2.7421,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-04-27,2023-05-24,2.24,0.1876,0.1626,38.12,2.7802,True,True,2+3,,1,327.32,323.32,90002034,2.3,sell,0.0219,218.54,0.0,216.54,expires_worthless,90002035,2.35,sell,0.0109,108.78,0.0,106.78,expires_worthless
2023-05-25,2023-06-28,2.184,0.191,0.1848,37.73,2.5812,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
2023-06-29,2023-07-26,2.129,0.182,0.1268,43.91,2.5427,False,False,,,1,0.0,0.0,,,,,,,,,,,,,,,,
