arm,etf,side,quarter,tag,oos_ic,oos_tail_ic,oos_mono,n_oos,n_active_features,n_selected_features,strat_n_trades,strat_total_ret,strat_sharpe,strat_win_rate,strat_max_dd,strat_mean_ret,status,quarter_label
A,159915ETF,long,2024-03-01,159915ETF_long_r202403_sortino_blended,0.3396615547329455,0.8666666666666667,0.6121212121212121,61,11,11,7,5.159060771315911,11.579867089273932,0.7142857142857143,0.35054049397684905,0.7370086816165587,ok,2024Q1
A,159915ETF,long,2024-06-01,159915ETF_long_r202406_sortino_blended,-0.1286644764790853,0.03333333333333333,-0.10303030303030303,64,14,14,7,0.8598529841260378,2.746347617767376,0.5714285714285714,1.8289504886040704,0.12283614058943397,ok,2024Q2
A,159915ETF,long,2024-09-01,159915ETF_long_r202409_sortino_blended,0.24623950290688731,0.047619047619047616,0.45454545454545453,58,24,24,6,28.774695360553356,16.66488914585311,0.8333333333333334,0.09592871334340458,4.795782560092226,ok,2024Q3
A,159915ETF,long,2024-12-01,159915ETF_long_r202412_sortino_blended,0.14386785197945184,-0.047619047619047616,0.44242424242424244,58,25,25,6,-0.47495471918333987,-1.3396871539365716,0.5,1.1048481483541874,-0.07915911986388997,ok,2024Q4
A,159915ETF,long,2025-03-01,159915ETF_long_r202503_sortino_blended,0.15161490766670935,-0.4166666666666667,0.4909090909090909,61,27,27,7,-1.6081736014292987,-3.264250635571827,0.5714285714285714,1.6964558313773204,-0.22973908591847123,ok,2025Q1
A,159915ETF,long,2025-06-01,159915ETF_long_r202506_sortino_blended,0.1157967032967033,-0.06666666666666667,0.3090909090909091,64,30,30,7,2.201657489705822,4.820980170085012,0.42857142857142855,0.6989069336073324,0.31452249852940317,ok,2025Q2
A,159915ETF,long,2025-09-01,159915ETF_long_r202509_sortino_blended,0.0565166569257744,-0.2857142857142857,0.07878787878787878,59,33,33,6,-3.9842662902930583,-4.352201294487015,0.5,5.7759177844029965,-0.6640443817155097,ok,2025Q3
A,159915ETF,long,2025-12-01,159915ETF_long_r202512_sortino_blended,-0.05736416522929106,0.19047619047619047,-0.28484848484848485,57,36,36,6,0.970992753674385,3.831673092337543,0.8333333333333334,0.9882025784006503,0.1618321256123975,ok,2025Q4
A,159915ETF,single,2024-03-01,159915ETF_r202403_sortino_blended,0.33828662083553673,0.7062937062937062,0.5151515151515151,61,13,13,13,6.468727332606837,8.656208710418557,0.7692307692307693,1.6301271372531057,0.4975944102005259,ok,2024Q1
A,159915ETF,single,2024-06-01,159915ETF_r202406_sortino_blended,-0.09475841070230144,0.06993006993006994,-0.16363636363636364,64,13,13,13,2.63172299224931,3.76853356647457,0.6153846153846154,3.3983722295954024,0.20244023017302387,ok,2024Q2
A,159915ETF,single,2024-09-01,159915ETF_r202409_sortino_blended,0.29816358546863947,0.7575757575757576,0.6727272727272727,58,23,23,11,18.802367639938623,9.637487472574987,0.7272727272727273,2.1112924555312738,1.7093061490853294,ok,2024Q3
A,159915ETF,single,2024-12-01,159915ETF_r202412_sortino_blended,0.16644621489433695,-0.006060606060606061,0.4909090909090909,58,23,23,11,0.8316347338987256,1.1555758040870792,0.36363636363636365,2.052659296463797,0.07560315762715687,ok,2024Q4
A,159915ETF,single,2025-03-01,159915ETF_r202503_sortino_blended,0.1478602308462223,0.25874125874125875,0.6848484848484848,61,26,26,13,2.637083266888657,4.204198172192153,0.8461538461538461,0.8651070946054062,0.20285255899143514,ok,2025Q1
A,159915ETF,single,2025-06-01,159915ETF_r202506_sortino_blended,0.1222985347985348,-0.06293706293706294,0.4909090909090909,64,29,29,13,0.49067202535670207,0.678728848234753,0.38461538461538464,1.8975016366727027,0.03774400195051554,ok,2025Q2
A,159915ETF,single,2025-09-01,159915ETF_r202509_sortino_blended,0.09859731151373466,-0.07878787878787878,0.15151515151515152,59,30,30,11,0.7403770552386194,0.4249167559522509,0.7272727272727273,8.092027367792035,0.06730700502169268,ok,2025Q3
A,159915ETF,single,2025-12-01,159915ETF_r202512_sortino_blended,-0.06929072613571993,-0.34545454545454546,-0.40606060606060607,57,34,34,11,-1.6151639023993183,-2.5960584891038994,0.5454545454545454,3.379347947311153,-0.14683308203630166,ok,2025Q4
A,159915ETF,short,2024-03-01,159915ETF_short_r202403_sortino_blended,0.3176626123744051,0.15,0.5878787878787879,61,25,25,6,2.915422032281944,42.21419095749643,1.0,0.0,0.4859036720469907,ok,2024Q1
A,159915ETF,short,2024-06-01,159915ETF_short_r202406_sortino_blended,-0.15714465597018532,0.5523060897787772,-0.23636363636363636,64,26,26,6,2.2895673747174037,8.752262435351023,0.6666666666666666,0.7854295107528704,0.38159456245290063,ok,2024Q2
A,159915ETF,short,2024-09-01,159915ETF_short_r202409_sortino_blended,0.24205604601802577,-0.3333333333333333,0.3696969696969697,58,28,28,5,-0.28083412556593,-0.776086920433635,0.4,2.1112924555312733,-0.056166825113186006,ok,2024Q3
