date,etf,period,position,z_composite,trade_return_target,r_1125,r_1305,r_1330,r_1435,pnl_at_1125,pnl_at_1305,pnl_at_1330,lunch_move,hold_benefit_1125,hold_benefit_1305,hold_benefit_1330,morning_vol,first30_vol,best_exit,gain_vs_1435,stop_hit,stop_minute
2010-08-23,300ETF,IS,0.0,0.0,-0.0056558952839193145,,,,,,,,,,,,,,,,,
2010-08-24,300ETF,IS,0.0,0.0,0.012930088726346564,,,,,,,,,,,,,,,,,
2010-08-25,300ETF,IS,0.0,0.0,-0.013670322215808326,,,,,,,,,,,,,,,,,
2010-08-26,300ETF,IS,0.0,0.0,-0.005384819645465391,,,,,,,,,,,,,,,,,
2010-08-27,300ETF,IS,0.0,0.0,0.004496031993880704,,,,,,,,,,,,,,,,,
2010-08-30,300ETF,IS,0.0,0.0,0.010814716495230949,,,,,,,,,,,,,,,,,
2010-08-31,300ETF,IS,0.0,0.0,0.003136549436467034,,,,,,,,,,,,,,,,,
2010-09-01,300ETF,IS,0.0,0.0,-0.013069239076607841,,,,,,,,,,,,,,,,,
2010-09-02,300ETF,IS,0.0,0.0,0.0037787829959551192,,,,,,,,,,,,,,,,,
2010-09-03,300ETF,IS,0.0,0.0,-0.0009766830566250155,,,,,,,,,,,,,,,,,
2010-09-06,300ETF,IS,0.0,0.0,0.008876697747339114,,,,,,,,,,,,,,,,,
2010-09-07,300ETF,IS,0.0,0.0,-0.002626384223701484,,,,,,,,,,,,,,,,,
2010-09-08,300ETF,IS,0.0,0.0,0.006184220078096381,,,,,,,,,,,,,,,,,
2010-09-09,300ETF,IS,0.0,0.0,-0.009177288713714609,,,,,,,,,,,,,,,,,
2010-09-10,300ETF,IS,0.0,0.0,0.0019521467874899973,,,,,,,,,,,,,,,,,
2010-09-13,300ETF,IS,0.0,0.0,0.008076484733729359,,,,,,,,,,,,,,,,,
2010-09-14,300ETF,IS,0.0,0.0,-0.004217939412396306,,,,,,,,,,,,,,,,,
2010-09-15,300ETF,IS,0.0,0.0,-0.006968674070604964,,,,,,,,,,,,,,,,,
2010-09-16,300ETF,IS,0.0,0.0,-0.021386949919429316,,,,,,,,,,,,,,,,,
2010-09-17,300ETF,IS,0.0,0.0,0.0004992214377472606,,,,,,,,,,,,,,,,,
2010-09-20,300ETF,IS,0.0,0.0,-0.0035885375365296403,,,,,,,,,,,,,,,,,
2010-09-21,300ETF,IS,0.0,0.0,-0.001026329383896998,,,,,,,,,,,,,,,,,
2010-09-27,300ETF,IS,0.0,0.0,0.011550011755168664,,,,,,,,,,,,,,,,,
2010-09-28,300ETF,IS,0.0,0.0,-0.00404796801206939,,,,,,,,,,,,,,,,,
2010-09-29,300ETF,IS,0.0,0.0,-0.003821853373970078,,,,,,,,,,,,,,,,,
2010-09-30,300ETF,IS,0.0,0.0,0.011777111223749864,,,,,,,,,,,,,,,,,
2010-10-08,300ETF,IS,0.0,0.0,0.017625534521302826,,,,,,,,,,,,,,,,,
2010-10-11,300ETF,IS,0.0,0.0,0.008332519135896681,,,,,,,,,,,,,,,,,
2010-10-12,300ETF,IS,0.0,0.0,0.009916551861440142,,,,,,,,,,,,,,,,,
2010-10-13,300ETF,IS,0.0,0.0,0.011708363285845416,,,,,,,,,,,,,,,,,
2010-10-14,300ETF,IS,0.0,0.0,-0.0106582754528808,,,,,,,,,,,,,,,,,
2010-10-15,300ETF,IS,0.0,0.0,0.02726076297229936,,,,,,,,,,,,,,,,,
2010-10-18,300ETF,IS,0.0,0.0,-0.014802569137105665,,,,,,,,,,,,,,,,,
2010-10-19,300ETF,IS,0.0,0.0,0.013119544032186304,,,,,,,,,,,,,,,,,
2010-10-20,300ETF,IS,0.0,0.0,0.012862641411690615,,,,,,,,,,,,,,,,,
2010-10-21,300ETF,IS,0.0,0.0,-0.0009738721720516714,,,,,,,,,,,,,,,,,
2010-10-22,300ETF,IS,0.0,0.0,0.00526345208514358,,,,,,,,,,,,,,,,,
2010-10-25,300ETF,IS,0.0,0.0,0.02843625774775679,,,,,,,,,,,,,,,,,
2010-10-26,300ETF,IS,0.0,0.0,-0.005356762294948812,,,,,,,,,,,,,,,,,
2010-10-27,300ETF,IS,0.0,0.0,-0.011902111080136444,,,,,,,,,,,,,,,,,
2010-10-28,300ETF,IS,0.0,0.0,-0.0026370686300181824,,,,,,,,,,,,,,,,,
2010-10-29,300ETF,IS,0.0,0.0,-0.0014590005777841448,,,,,,,,,,,,,,,,,
2010-11-01,300ETF,IS,0.0,0.0,0.012823025337670177,,,,,,,,,,,,,,,,,
2010-11-02,300ETF,IS,0.0,0.0,0.0013496882878761666,,,,,,,,,,,,,,,,,
2010-11-03,300ETF,IS,0.0,0.0,-2.295861245223687e-05,,,,,,,,,,,,,,,,,
2010-11-04,300ETF,IS,0.0,0.0,0.0029465588863886376,,,,,,,,,,,,,,,,,
2010-11-05,300ETF,IS,0.0,0.0,7.466825508167061e-05,,,,,,,,,,,,,,,,,
2010-11-08,300ETF,IS,0.0,0.0,0.00025518238684849303,,,,,,,,,,,,,,,,,
2010-11-09,300ETF,IS,0.0,0.0,-0.0034198588988527366,,,,,,,,,,,,,,,,,
2010-11-10,300ETF,IS,0.0,0.0,-0.0008816821312648751,,,,,,,,,,,,,,,,,
2010-11-11,300ETF,IS,0.0,0.0,0.015821273048596634,,,,,,,,,,,,,,,,,
2010-11-12,300ETF,IS,0.0,0.0,-0.0469197684762134,,,,,,,,,,,,,,,,,
2010-11-15,300ETF,IS,0.0,0.0,-0.0019701231741257167,,,,,,,,,,,,,,,,,
2010-11-16,300ETF,IS,0.0,0.0,-0.020037299065422006,,,,,,,,,,,,,,,,,
2010-11-17,300ETF,IS,0.0,0.0,-0.012684855392644379,,,,,,,,,,,,,,,,,
2010-11-18,300ETF,IS,0.0,0.0,0.005922337593765733,,,,,,,,,,,,,,,,,
2010-11-19,300ETF,IS,0.0,0.0,0.0029451891034692436,,,,,,,,,,,,,,,,,
2010-11-22,300ETF,IS,0.0,0.0,-0.003058156545932612,,,,,,,,,,,,,,,,,
2010-11-23,300ETF,IS,0.0,0.0,-0.005517436024070526,,,,,,,,,,,,,,,,,
2010-11-24,300ETF,IS,0.0,0.0,-0.0006095527433672799,,,,,,,,,,,,,,,,,
2010-11-25,300ETF,IS,0.0,0.0,0.01025173499461325,,,,,,,,,,,,,,,,,
2010-11-26,300ETF,IS,0.0,0.0,0.0003854520331745643,,,,,,,,,,,,,,,,,
2010-11-29,300ETF,IS,0.0,0.0,0.001601727924527926,,,,,,,,,,,,,,,,,
2010-11-30,300ETF,IS,0.0,0.0,-0.02330762939846881,,,,,,,,,,,,,,,,,
2010-12-01,300ETF,IS,0.0,0.0,0.0023499454147518552,,,,,,,,,,,,,,,,,
2010-12-02,300ETF,IS,0.0,0.0,-0.006514446865494583,,,,,,,,,,,,,,,,,
2010-12-03,300ETF,IS,0.0,0.0,0.0011251187155843462,,,,,,,,,,,,,,,,,
2010-12-06,300ETF,IS,0.0,0.0,0.0008171619613061714,,,,,,,,,,,,,,,,,
2010-12-07,300ETF,IS,0.0,0.0,0.028131617237187892,,,,,,,,,,,,,,,,,
2010-12-08,300ETF,IS,0.0,0.0,-0.008333671557467018,,,,,,,,,,,,,,,,,
2010-12-09,300ETF,IS,0.0,0.0,-0.004517223125150633,,,,,,,,,,,,,,,,,
2010-12-10,300ETF,IS,0.0,0.0,0.013074824361050903,,,,,,,,,,,,,,,,,
2010-12-13,300ETF,IS,0.0,0.0,0.010177478468306172,,,,,,,,,,,,,,,,,
2010-12-14,300ETF,IS,0.0,0.0,-0.0016124038684140417,,,,,,,,,,,,,,,,,
2010-12-15,300ETF,IS,0.0,0.0,-0.00394224263577232,,,,,,,,,,,,,,,,,
2010-12-16,300ETF,IS,0.0,0.0,-0.005508209113955138,,,,,,,,,,,,,,,,,
2010-12-17,300ETF,IS,0.0,0.0,-0.0032074942874919217,,,,,,,,,,,,,,,,,
2010-12-20,300ETF,IS,0.0,0.0,-0.013335855989036973,,,,,,,,,,,,,,,,,
2010-12-21,300ETF,IS,0.0,0.0,0.018745017053724774,,,,,,,,,,,,,,,,,
2010-12-22,300ETF,IS,0.0,0.0,-0.011447009673789978,,,,,,,,,,,,,,,,,
2010-12-23,300ETF,IS,0.0,0.0,-0.0021195379351119526,,,,,,,,,,,,,,,,,
2010-12-24,300ETF,IS,0.0,0.0,-0.0028730069806712855,,,,,,,,,,,,,,,,,
2010-12-27,300ETF,IS,0.0,0.0,-0.027069747376256392,,,,,,,,,,,,,,,,,
2010-12-28,300ETF,IS,0.0,0.0,-0.004900406125111339,,,,,,,,,,,,,,,,,
2010-12-29,300ETF,IS,0.0,0.0,0.00395484332714737,,,,,,,,,,,,,,,,,
2010-12-30,300ETF,IS,0.0,0.0,0.0044764845591069875,,,,,,,,,,,,,,,,,
2010-12-31,300ETF,IS,0.0,0.0,0.010955066629007339,,,,,,,,,,,,,,,,,
2011-01-04,300ETF,IS,0.0,0.0,0.013515840843734032,,,,,,,,,,,,,,,,,
2011-01-05,300ETF,IS,0.0,0.0,0.0005934638781321734,,,,,,,,,,,,,,,,,
2011-01-06,300ETF,IS,0.0,0.0,-0.0020869133992861724,,,,,,,,,,,,,,,,,
2011-01-07,300ETF,IS,0.0,0.0,0.0035345265016675886,,,,,,,,,,,,,,,,,
2011-01-10,300ETF,IS,0.0,0.0,-0.014020232773518061,,,,,,,,,,,,,,,,,
2011-01-11,300ETF,IS,0.0,0.0,-0.001093967467585482,,,,,,,,,,,,,,,,,
2011-01-12,300ETF,IS,0.0,0.0,-0.008007766008051753,,,,,,,,,,,,,,,,,
2011-01-13,300ETF,IS,0.0,0.0,-0.004766680019418738,,,,,,,,,,,,,,,,,
2011-01-14,300ETF,IS,0.0,0.0,-0.0008940718614403014,,,,,,,,,,,,,,,,,
2011-01-17,300ETF,IS,0.0,0.0,-0.026934850830549327,,,,,,,,,,,,,,,,,
2011-01-18,300ETF,IS,0.0,0.0,0.0019528514859752264,,,,,,,,,,,,,,,,,
2011-01-19,300ETF,IS,0.0,0.0,0.01830860909847204,,,,,,,,,,,,,,,,,
2011-01-20,300ETF,IS,0.0,0.0,-0.021743897707006098,,,,,,,,,,,,,,,,,
2011-01-21,300ETF,IS,0.0,0.0,0.01060312657236312,,,,,,,,,,,,,,,,,
2011-01-24,300ETF,IS,0.0,0.0,-0.00482725189987684,,,,,,,,,,,,,,,,,
2011-01-25,300ETF,IS,0.0,0.0,-0.01059597178014186,,,,,,,,,,,,,,,,,
2011-01-26,300ETF,IS,0.0,0.0,0.002918275233735443,,,,,,,,,,,,,,,,,
2011-01-27,300ETF,IS,0.0,0.0,0.02433410715931304,,,,,,,,,,,,,,,,,
2011-01-28,300ETF,IS,0.0,0.0,0.006105873203996884,,,,,,,,,,,,,,,,,
2011-01-31,300ETF,IS,0.0,0.0,0.009616516411163543,,,,,,,,,,,,,,,,,
2011-02-01,300ETF,IS,0.0,0.0,0.0022892631124947957,,,,,,,,,,,,,,,,,
2011-02-09,300ETF,IS,0.0,0.0,-0.009154582922434451,,,,,,,,,,,,,,,,,
2011-02-10,300ETF,IS,0.0,0.0,0.014076215281424886,,,,,,,,,,,,,,,,,
2011-02-11,300ETF,IS,0.0,0.0,0.0017868361079914818,,,,,,,,,,,,,,,,,
2011-02-14,300ETF,IS,0.0,0.0,0.01999005292073304,,,,,,,,,,,,,,,,,
2011-02-15,300ETF,IS,0.0,0.0,0.00012474395085206115,,,,,,,,,,,,,,,,,
2011-02-16,300ETF,IS,0.0,0.0,0.0032298184734027642,,,,,,,,,,,,,,,,,
2011-02-17,300ETF,IS,0.0,0.0,-0.0061616533919146045,,,,,,,,,,,,,,,,,
2011-02-18,300ETF,IS,0.0,0.0,-0.005016676365528718,,,,,,,,,,,,,,,,,
2011-02-21,300ETF,IS,0.0,0.0,0.011894280246509565,,,,,,,,,,,,,,,,,
2011-02-22,300ETF,IS,0.0,0.0,-0.020056205838922824,,,,,,,,,,,,,,,,,
2011-02-23,300ETF,IS,0.0,0.0,-0.005293604151398077,,,,,,,,,,,,,,,,,
2011-02-24,300ETF,IS,0.0,0.0,0.005854554695537305,,,,,,,,,,,,,,,,,
2011-02-25,300ETF,IS,0.0,0.0,0.0074272048104866,,,,,,,,,,,,,,,,,
2011-02-28,300ETF,IS,0.0,0.0,0.01641162488159497,,,,,,,,,,,,,,,,,
2011-03-01,300ETF,IS,0.0,0.0,-0.000742283519845628,,,,,,,,,,,,,,,,,
2011-03-02,300ETF,IS,0.0,0.0,-0.0013500319655072473,,,,,,,,,,,,,,,,,
2011-03-03,300ETF,IS,0.0,0.0,-0.006596592370086378,,,,,,,,,,,,,,,,,
2011-03-04,300ETF,IS,0.0,0.0,0.010621735073772757,,,,,,,,,,,,,,,,,
2011-03-07,300ETF,IS,0.0,0.0,0.00673409299913268,,,,,,,,,,,,,,,,,
2011-03-08,300ETF,IS,0.0,0.0,-0.0021451146989896583,,,,,,,,,,,,,,,,,
2011-03-09,300ETF,IS,0.0,0.0,-0.002926252428664142,,,,,,,,,,,,,,,,,
2011-03-10,300ETF,IS,0.0,0.0,-0.004350736390401842,,,,,,,,,,,,,,,,,
2011-03-11,300ETF,IS,0.0,0.0,-0.0076450347278704915,,,,,,,,,,,,,,,,,
2011-03-14,300ETF,IS,0.0,0.0,0.005388988436239591,,,,,,,,,,,,,,,,,
2011-03-15,300ETF,IS,0.0,0.0,-0.010292619721535081,,,,,,,,,,,,,,,,,
2011-03-16,300ETF,IS,0.0,0.0,0.012089981632572648,,,,,,,,,,,,,,,,,
2011-03-17,300ETF,IS,0.0,0.0,-0.006572773282611246,,,,,,,,,,,,,,,,,
2011-03-18,300ETF,IS,0.0,0.0,-0.003447643524375194,,,,,,,,,,,,,,,,,
2011-03-21,300ETF,IS,0.0,0.0,-0.009068694367344742,,,,,,,,,,,,,,,,,
2011-03-22,300ETF,IS,0.0,0.0,0.00528534928803567,,,,,,,,,,,,,,,,,
2011-03-23,300ETF,IS,0.0,0.0,0.009193814464541107,,,,,,,,,,,,,,,,,
2011-03-24,300ETF,IS,0.0,0.0,-0.0008698607912492293,,,,,,,,,,,,,,,,,
2011-03-25,300ETF,IS,0.0,0.0,0.009842889392184253,,,,,,,,,,,,,,,,,
2011-03-28,300ETF,IS,0.0,0.0,-0.005870872250455217,,,,,,,,,,,,,,,,,
2011-03-29,300ETF,IS,0.0,0.0,-0.0035388665010106578,,,,,,,,,,,,,,,,,
2011-03-30,300ETF,IS,0.0,0.0,0.00018875955306539737,,,,,,,,,,,,,,,,,
2011-03-31,300ETF,IS,0.0,0.0,-0.009348932316493428,,,,,,,,,,,,,,,,,
2011-04-01,300ETF,IS,0.0,0.0,0.00885430202773002,,,,,,,,,,,,,,,,,
2011-04-06,300ETF,IS,0.0,0.0,0.00752584834907157,,,,,,,,,,,,,,,,,
2011-04-07,300ETF,IS,0.0,0.0,0.0024303854623767642,,,,,,,,,,,,,,,,,
2011-04-08,300ETF,IS,0.0,0.0,0.005406044822108045,,,,,,,,,,,,,,,,,
2011-04-11,300ETF,IS,0.0,0.0,-0.003488524137808227,,,,,,,,,,,,,,,,,
2011-04-12,300ETF,IS,0.0,0.0,-0.007820312728073087,,,,,,,,,,,,,,,,,
2011-04-13,300ETF,IS,0.0,0.0,0.018291933812667666,,,,,,,,,,,,,,,,,
2011-04-14,300ETF,IS,0.0,0.0,-0.004602322711377906,,,,,,,,,,,,,,,,,
2011-04-15,300ETF,IS,0.0,0.0,-0.0028478723983045196,,,,,,,,,,,,,,,,,
2011-04-18,300ETF,IS,0.0,0.0,-0.0036508277987407686,,,,,,,,,,,,,,,,,
2011-04-19,300ETF,IS,0.0,0.0,-0.0010235799175281563,,,,,,,,,,,,,,,,,
2011-04-20,300ETF,IS,0.0,0.0,-0.0018784328281575972,,,,,,,,,,,,,,,,,
2011-04-21,300ETF,IS,0.0,-0.6364159544101725,0.0046577057135786925,,,,,,,,,,,,,,,,,
2011-04-22,300ETF,IS,0.0,-0.5266763582428371,-0.0016837082609707052,,,,,,,,,,,,,,,,,
2011-04-25,300ETF,IS,0.0,-1.1977322176106238,-0.0008407100732104378,,,,,,,,,,,,,,,,,
2011-04-26,300ETF,IS,0.0,0.35363709047281927,-0.007906648404985712,,,,,,,,,,,,,,,,,
2011-04-27,300ETF,IS,0.0,1.0254812208574242,-0.015195030398028412,,,,,,,,,,,,,,,,,
2011-04-28,300ETF,IS,0.0,-0.34830838391807933,-0.009154278193344067,,,,,,,,,,,,,,,,,
2011-04-29,300ETF,IS,0.0,-0.23989515265092926,0.010041584571377472,,,,,,,,,,,,,,,,,
2011-05-03,300ETF,IS,0.0,-1.2753449364048188,0.007473539763274416,,,,,,,,,,,,,,,,,
2011-05-04,300ETF,IS,0.0,-0.8409767977445662,-0.015602751627952174,,,,,,,,,,,,,,,,,
2011-05-05,300ETF,IS,0.0,0.1515427275423176,0.002316194885796942,,,,,,,,,,,,,,,,,
2011-05-06,300ETF,IS,0.0,-0.6130426943506891,0.005348474914572069,,,,,,,,,,,,,,,,,
2011-05-09,300ETF,IS,0.0,1.1255492105114493,-0.00870673288586764,,,,,,,,,,,,,,,,,
2011-05-10,300ETF,IS,0.0,-0.6130815186171247,0.004461534176590075,,,,,,,,,,,,,,,,,
2011-05-11,300ETF,IS,0.0,-0.8006638763183839,-0.00018912799674315067,,,,,,,,,,,,,,,,,
2011-05-12,300ETF,IS,0.0,-0.702678197936799,0.00033615957888601404,,,,,,,,,,,,,,,,,
2011-05-13,300ETF,IS,0.0,0.38574295179987966,0.006376578284949601,,,,,,,,,,,,,,,,,
2011-05-16,300ETF,IS,0.0,0.5692654384548074,-0.00611352968799639,,,,,,,,,,,,,,,,,
2011-05-17,300ETF,IS,0.0,0.019984491676376722,0.00930916454681903,,,,,,,,,,,,,,,,,
2011-05-18,300ETF,IS,0.0,0.827120101677755,0.0012185592565744305,,,,,,,,,,,,,,,,,
2011-05-19,300ETF,IS,0.0,-0.7018936672438527,-0.006554560675542126,,,,,,,,,,,,,,,,,
