date,etf,scheme,z_composite,z_th,position,is_trade,trade_return,raw_pnl,fee,net_pnl,cum_pnl
2022-01-04,159915ETF,score,-0.8396,0.9,0.0,0,-0.006299,-0.0,0.0,-0.0,-0.0
2022-01-05,159915ETF,score,-1.2729,0.9,0.0,0,-0.011132,-0.0,0.0,-0.0,-0.0
2022-01-06,159915ETF,score,-0.3896,0.9,0.0,0,-0.001098,-0.0,0.0,-0.0,-0.0
2022-01-07,159915ETF,score,0.1327,0.9,0.0,0,-0.008072,-0.0,0.0,-0.0,-0.0
2022-01-10,159915ETF,score,-1.1266,0.9,0.0,0,0.001693,0.0,0.0,0.0,0.0
2022-01-11,159915ETF,score,-0.0523,0.9,0.0,0,-0.010078,-0.0,0.0,-0.0,0.0
2022-01-12,159915ETF,score,0.8452,0.9,0.0,0,0.008525,0.0,0.0,0.0,0.0
2022-01-13,159915ETF,score,-0.8437,0.9,0.0,0,-0.004402,-0.0,0.0,-0.0,0.0
2022-01-14,159915ETF,score,0.8229,0.9,0.0,0,0.005093,0.0,0.0,0.0,0.0
2022-01-17,159915ETF,score,0.8176,0.9,0.0,0,0.008146,0.0,0.0,0.0,0.0
2022-01-18,159915ETF,score,-0.6272,0.9,0.0,0,-0.010604,-0.0,0.0,-0.0,0.0
2022-01-19,159915ETF,score,-0.9747,0.9,0.0,0,-0.013241,-0.0,0.0,-0.0,0.0
2022-01-20,159915ETF,score,0.5982,0.9,0.0,0,-0.002725,-0.0,0.0,-0.0,0.0
2022-01-21,159915ETF,score,-0.6275,0.9,0.0,0,-0.010527,-0.0,0.0,-0.0,0.0
2022-01-24,159915ETF,score,0.9396,0.9,1.0,1,0.00184,0.00184,0.0008,0.00104,0.00104
2022-01-25,159915ETF,score,0.0526,0.9,0.0,0,-0.01902,-0.0,0.0008,-0.0008,0.00024
2022-01-26,159915ETF,score,0.5758,0.9,0.0,0,0.007109,0.0,0.0,0.0,0.00024
2022-01-27,159915ETF,score,-0.3116,0.9,0.0,0,-0.023091,-0.0,0.0,-0.0,0.00024
2022-01-28,159915ETF,score,0.0085,0.9,0.0,0,0.006329,0.0,0.0,0.0,0.00024
2022-02-07,159915ETF,score,0.3165,0.9,0.0,0,-0.016822,-0.0,0.0,-0.0,0.00024
2022-02-08,159915ETF,score,-1.3538,0.9,0.0,0,-0.005085,-0.0,0.0,-0.0,0.00024
2022-02-09,159915ETF,score,-0.6812,0.9,0.0,0,0.021749,0.0,0.0,0.0,0.00024
2022-02-10,159915ETF,score,-0.9255,0.9,0.0,0,-0.002752,-0.0,0.0,-0.0,0.00024
2022-02-11,159915ETF,score,-1.0351,0.9,0.0,0,-0.020078,-0.0,0.0,-0.0,0.00024
2022-02-14,159915ETF,score,1.4375,0.9,1.0,1,-0.021495,-0.021495,0.0008,-0.022295,-0.022055
2022-02-15,159915ETF,score,0.8337,0.9,0.0,0,0.014178,0.0,0.0008,-0.0008,-0.022855
2022-02-16,159915ETF,score,-0.5017,0.9,0.0,0,-0.005412,-0.0,0.0,-0.0,-0.022855
2022-02-17,159915ETF,score,0.0679,0.9,0.0,0,0.006443,0.0,0.0,0.0,-0.022855
2022-02-18,159915ETF,score,-0.4153,0.9,0.0,0,0.000469,0.0,0.0,0.0,-0.022855
2022-02-21,159915ETF,score,-0.0109,0.9,0.0,0,-0.008721,-0.0,0.0,-0.0,-0.022855
2022-02-22,159915ETF,score,-1.5695,0.9,0.0,0,0.005256,0.0,0.0,0.0,-0.022855
2022-02-23,159915ETF,score,1.0003,0.9,1.0,1,0.013222,0.013222,0.0008,0.012422,-0.010433
2022-02-24,159915ETF,score,-0.0054,0.9,0.0,0,-0.026274,-0.0,0.0008,-0.0008,-0.011233
2022-02-25,159915ETF,score,1.5477,0.9,1.0,1,-0.003787,-0.003787,0.0008,-0.004587,-0.01582
2022-02-28,159915ETF,score,0.7892,0.9,0.0,0,0.005167,0.0,0.0008,-0.0008,-0.01662
2022-03-01,159915ETF,score,0.2815,0.9,0.0,0,-0.004081,-0.0,0.0,-0.0,-0.01662
2022-03-02,159915ETF,score,-1.5004,0.9,0.0,0,0.004243,0.0,0.0,0.0,-0.01662
2022-03-03,159915ETF,score,-0.6837,0.9,0.0,0,-0.005759,-0.0,0.0,-0.0,-0.01662
2022-03-04,159915ETF,score,0.1399,0.9,0.0,0,-0.017465,-0.0,0.0,-0.0,-0.01662
2022-03-07,159915ETF,score,-1.6652,0.9,0.0,0,-0.013148,-0.0,0.0,-0.0,-0.01662
2022-03-08,159915ETF,score,-0.3682,0.9,0.0,0,-0.012942,-0.0,0.0,-0.0,-0.01662
2022-03-09,159915ETF,score,-0.5029,0.9,0.0,0,-0.010131,-0.0,0.0,-0.0,-0.01662
2022-03-10,159915ETF,score,0.7276,0.9,0.0,0,0.00069,0.0,0.0,0.0,-0.01662
2022-03-11,159915ETF,score,-0.0705,0.9,0.0,0,0.016203,0.0,0.0,0.0,-0.01662
2022-03-14,159915ETF,score,-1.2423,0.9,0.0,0,-0.021727,-0.0,0.0,-0.0,-0.01662
2022-03-15,159915ETF,score,-0.8676,0.9,0.0,0,-0.008505,-0.0,0.0,-0.0,-0.01662
2022-03-16,159915ETF,score,-0.0609,0.9,0.0,0,0.035068,0.0,0.0,0.0,-0.01662
2022-03-17,159915ETF,score,1.6363,0.9,1.0,1,0.007068,0.007068,0.0008,0.006268,-0.010352
2022-03-18,159915ETF,score,-0.7052,0.9,0.0,0,0.006778,0.0,0.0008,-0.0008,-0.011152
2022-03-21,159915ETF,score,0.8379,0.9,0.0,0,-0.00979,-0.0,0.0,-0.0,-0.011152
2022-03-22,159915ETF,score,-1.2626,0.9,0.0,0,-0.009741,-0.0,0.0,-0.0,-0.011152
2022-03-23,159915ETF,score,-0.7491,0.9,0.0,0,0.010231,0.0,0.0,0.0,-0.011152
2022-03-24,159915ETF,score,-1.4334,0.9,0.0,0,0.014851,0.0,0.0,0.0,-0.011152
2022-03-25,159915ETF,score,0.042,0.9,0.0,0,-0.020178,-0.0,0.0,-0.0,-0.011152
2022-03-28,159915ETF,score,-0.8086,0.9,0.0,0,-0.008686,-0.0,0.0,-0.0,-0.011152
2022-03-29,159915ETF,score,0.6757,0.9,0.0,0,-0.015846,-0.0,0.0,-0.0,-0.011152
2022-03-30,159915ETF,score,1.5801,0.9,1.0,1,0.01243,0.01243,0.0008,0.01163,0.000478
2022-03-31,159915ETF,score,-1.0688,0.9,0.0,0,-0.003636,-0.0,0.0008,-0.0008,-0.000322
2022-04-01,159915ETF,score,-0.4178,0.9,0.0,0,0.007365,0.0,0.0,0.0,-0.000322
2022-04-06,159915ETF,score,-1.2958,0.9,0.0,0,-0.007127,-0.0,0.0,-0.0,-0.000322
2022-04-07,159915ETF,score,-0.0666,0.9,0.0,0,-0.013062,-0.0,0.0,-0.0,-0.000322
2022-04-08,159915ETF,score,-0.0164,0.9,0.0,0,0.003269,0.0,0.0,0.0,-0.000322
2022-04-11,159915ETF,score,-1.7138,0.9,0.0,0,-0.015513,-0.0,0.0,-0.0,-0.000322
2022-04-12,159915ETF,score,0.8204,0.9,0.0,0,0.010879,0.0,0.0,0.0,-0.000322
2022-04-13,159915ETF,score,-1.3178,0.9,0.0,0,-0.002837,-0.0,0.0,-0.0,-0.000322
2022-04-14,159915ETF,score,-0.4125,0.9,0.0,0,0.000952,0.0,0.0,0.0,-0.000322
2022-04-15,159915ETF,score,-1.5453,0.9,0.0,0,0.009068,0.0,0.0,0.0,-0.000322
2022-04-18,159915ETF,score,-1.1849,0.9,0.0,0,0.014706,0.0,0.0,0.0,-0.000322
2022-04-19,159915ETF,score,0.9575,0.9,1.0,1,-0.01217,-0.01217,0.0008,-0.01297,-0.013291
2022-04-20,159915ETF,score,-1.2866,0.9,0.0,0,-0.017173,-0.0,0.0008,-0.0008,-0.014091
2022-04-21,159915ETF,score,0.6498,0.9,0.0,0,-0.023219,-0.0,0.0,-0.0,-0.014091
2022-04-22,159915ETF,score,-0.0356,0.9,0.0,0,-0.00234,-0.0,0.0,-0.0,-0.014091
2022-04-25,159915ETF,score,-1.0669,0.9,0.0,0,-0.017572,-0.0,0.0,-0.0,-0.014091
2022-04-26,159915ETF,score,-0.0189,0.9,0.0,0,-0.00293,-0.0,0.0,-0.0,-0.014091
2022-04-27,159915ETF,score,1.0659,0.9,1.0,1,0.051087,0.051087,0.0008,0.050287,0.036196
2022-04-28,159915ETF,score,-1.5119,0.9,0.0,0,-0.006812,-0.0,0.0008,-0.0008,0.035396
2022-04-29,159915ETF,score,-0.5719,0.9,0.0,0,0.03878,0.0,0.0,0.0,0.035396
2022-05-05,159915ETF,score,-1.1457,0.9,0.0,0,0.013552,0.0,0.0,0.0,0.035396
2022-05-06,159915ETF,score,-0.4596,0.9,0.0,0,-0.001989,-0.0,0.0,-0.0,0.035396
2022-05-09,159915ETF,score,0.8229,0.9,0.0,0,-0.011384,-0.0,0.0,-0.0,0.035396
2022-05-10,159915ETF,score,1.0176,0.9,1.0,1,0.021515,0.021515,0.0008,0.020715,0.05611
2022-05-11,159915ETF,score,1.998,0.9,1.0,1,0.010179,0.010179,0.0,0.010179,0.066289
2022-05-12,159915ETF,score,0.3956,0.9,0.0,0,0.007319,0.0,0.0008,-0.0008,0.065489
2022-05-13,159915ETF,score,-0.3953,0.9,0.0,0,-0.00467,-0.0,0.0,-0.0,0.065489
2022-05-16,159915ETF,score,1.0587,0.9,1.0,1,-0.013439,-0.013439,0.0008,-0.014239,0.051251
2022-05-17,159915ETF,score,0.252,0.9,0.0,0,0.002195,0.0,0.0008,-0.0008,0.050451
2022-05-18,159915ETF,score,-0.3529,0.9,0.0,0,0.001673,0.0,0.0,0.0,0.050451
2022-05-19,159915ETF,score,-0.0884,0.9,0.0,0,0.019348,0.0,0.0,0.0,0.050451
2022-05-20,159915ETF,score,1.4655,0.9,1.0,1,0.002327,0.002327,0.0008,0.001527,0.051978
2022-05-23,159915ETF,score,-0.9657,0.9,0.0,0,0.00283,0.0,0.0008,-0.0008,0.051178
2022-05-24,159915ETF,score,-1.246,0.9,0.0,0,-0.022661,-0.0,0.0,-0.0,0.051178
2022-05-25,159915ETF,score,0.4097,0.9,0.0,0,-0.006819,-0.0,0.0,-0.0,0.051178
2022-05-26,159915ETF,score,-0.7351,0.9,0.0,0,0.012606,0.0,0.0,0.0,0.051178
2022-05-27,159915ETF,score,1.3874,0.9,1.0,1,-0.016207,-0.016207,0.0008,-0.017007,0.034171
2022-05-30,159915ETF,score,-0.2037,0.9,0.0,0,0.006682,0.0,0.0008,-0.0008,0.033371
2022-05-31,159915ETF,score,-0.9015,0.9,0.0,0,0.03296,0.0,0.0,0.0,0.033371
2022-06-01,159915ETF,score,0.2651,0.9,0.0,0,0.003265,0.0,0.0,0.0,0.033371
2022-06-02,159915ETF,score,1.0661,0.9,1.0,1,0.007408,0.007408,0.0008,0.006608,0.039979
2022-06-06,159915ETF,score,1.8596,0.9,1.0,1,0.018493,0.018493,0.0,0.018493,0.058472
2022-06-07,159915ETF,score,0.6539,0.9,0.0,0,-0.001405,-0.0,0.0008,-0.0008,0.057672
2022-06-08,159915ETF,score,-0.7352,0.9,0.0,0,0.002236,0.0,0.0,0.0,0.057672
2022-06-09,159915ETF,score,-1.13,0.9,0.0,0,-0.017754,-0.0,0.0,-0.0,0.057672
2022-06-10,159915ETF,score,0.6046,0.9,0.0,0,0.017137,0.0,0.0,0.0,0.057672
2022-06-13,159915ETF,score,0.5388,0.9,0.0,0,-0.007904,-0.0,0.0,-0.0,0.057672
2022-06-14,159915ETF,score,-0.398,0.9,0.0,0,0.012161,0.0,0.0,0.0,0.057672
2022-06-15,159915ETF,score,1.5401,0.9,1.0,1,0.017431,0.017431,0.0008,0.016631,0.074303
2022-06-16,159915ETF,score,1.2493,0.9,1.0,1,-0.000375,-0.000375,0.0,-0.000375,0.073928
2022-06-17,159915ETF,score,1.6763,0.9,1.0,1,0.014789,0.014789,0.0,0.014789,0.088717
2022-06-20,159915ETF,score,1.604,0.9,1.0,1,0.008569,0.008569,0.0,0.008569,0.097286
2022-06-21,159915ETF,score,-0.6366,0.9,0.0,0,-0.011176,-0.0,0.0008,-0.0008,0.096486
2022-06-22,159915ETF,score,0.5497,0.9,0.0,0,-0.011824,-0.0,0.0,-0.0,0.096486
2022-06-23,159915ETF,score,0.8356,0.9,0.0,0,0.023117,0.0,0.0,0.0,0.096486
2022-06-24,159915ETF,score,-0.545,0.9,0.0,0,0.013895,0.0,0.0,0.0,0.096486
2022-06-27,159915ETF,score,0.7539,0.9,0.0,0,-0.000101,-0.0,0.0,-0.0,0.096486
2022-06-28,159915ETF,score,-1.3049,0.9,0.0,0,0.017462,0.0,0.0,0.0,0.096486
2022-06-29,159915ETF,score,0.2287,0.9,0.0,0,-0.014957,-0.0,0.0,-0.0,0.096486
2022-06-30,159915ETF,score,1.2865,0.9,1.0,1,0.009243,0.009243,0.0008,0.008443,0.104929
2022-07-01,159915ETF,score,0.2412,0.9,0.0,0,-0.006241,-0.0,0.0008,-0.0008,0.104129
2022-07-04,159915ETF,score,0.2372,0.9,0.0,0,0.005893,0.0,0.0,0.0,0.104129
2022-07-05,159915ETF,score,0.884,0.9,0.0,0,-0.006078,-0.0,0.0,-0.0,0.104129
2022-07-06,159915ETF,score,0.9525,0.9,1.0,1,-0.021331,-0.021331,0.0008,-0.022131,0.081998
2022-07-07,159915ETF,score,0.0338,0.9,0.0,0,0.016316,0.0,0.0008,-0.0008,0.081198
2022-07-08,159915ETF,score,0.7255,0.9,0.0,0,-0.012791,-0.0,0.0,-0.0,0.081198
2022-07-11,159915ETF,score,-1.4071,0.9,0.0,0,0.001895,0.0,0.0,0.0,0.081198
2022-07-12,159915ETF,score,-0.7265,0.9,0.0,0,-0.014163,-0.0,0.0,-0.0,0.081198
2022-07-13,159915ETF,score,-0.3963,0.9,0.0,0,0.01526,0.0,0.0,0.0,0.081198
2022-07-14,159915ETF,score,1.6895,0.9,1.0,1,0.007037,0.007037,0.0008,0.006237,0.087435
2022-07-15,159915ETF,score,0.3178,0.9,0.0,0,-0.01072,-0.0,0.0008,-0.0008,0.086635
2022-07-18,159915ETF,score,-0.5479,0.9,0.0,0,0.012756,0.0,0.0,0.0,0.086635
2022-07-19,159915ETF,score,-1.1719,0.9,0.0,0,-0.006054,-0.0,0.0,-0.0,0.086635
2022-07-20,159915ETF,score,0.048,0.9,0.0,0,-0.005715,-0.0,0.0,-0.0,0.086635
2022-07-21,159915ETF,score,0.1907,0.9,0.0,0,-0.006332,-0.0,0.0,-0.0,0.086635
2022-07-22,159915ETF,score,0.3965,0.9,0.0,0,-0.009543,-0.0,0.0,-0.0,0.086635
2022-07-25,159915ETF,score,-0.8812,0.9,0.0,0,-0.000584,-0.0,0.0,-0.0,0.086635
2022-07-26,159915ETF,score,-0.3739,0.9,0.0,0,0.004979,0.0,0.0,0.0,0.086635
2022-07-27,159915ETF,score,-0.5581,0.9,0.0,0,-0.001351,-0.0,0.0,-0.0,0.086635
2022-07-28,159915ETF,score,-0.2771,0.9,0.0,0,-0.001966,-0.0,0.0,-0.0,0.086635
2022-07-29,159915ETF,score,-0.7739,0.9,0.0,0,-0.014931,-0.0,0.0,-0.0,0.086635
2022-08-01,159915ETF,score,-0.0338,0.9,0.0,0,0.013211,0.0,0.0,0.0,0.086635
2022-08-02,159915ETF,score,-0.9049,0.9,0.0,0,-0.007147,-0.0,0.0,-0.0,0.086635
2022-08-03,159915ETF,score,1.2324,0.9,1.0,1,-0.013689,-0.013689,0.0008,-0.014489,0.072146
2022-08-04,159915ETF,score,-0.1714,0.9,0.0,0,-0.003778,-0.0,0.0008,-0.0008,0.071346
2022-08-05,159915ETF,score,0.9023,0.9,1.0,1,0.004101,0.004101,0.0008,0.003301,0.074647
2022-08-08,159915ETF,score,-1.2384,0.9,0.0,0,0.003544,0.0,0.0008,-0.0008,0.073847
2022-08-09,159915ETF,score,0.4403,0.9,0.0,0,0.007836,0.0,0.0,0.0,0.073847
2022-08-10,159915ETF,score,-0.8074,0.9,0.0,0,-0.013925,-0.0,0.0,-0.0,0.073847
2022-08-11,159915ETF,score,-0.591,0.9,0.0,0,0.021578,0.0,0.0,0.0,0.073847
2022-08-12,159915ETF,score,-0.9238,0.9,0.0,0,-0.00172,-0.0,0.0,-0.0,0.073847
2022-08-15,159915ETF,score,1.0737,0.9,1.0,1,-0.005164,-0.005164,0.0008,-0.005964,0.067882
2022-08-16,159915ETF,score,0.5591,0.9,0.0,0,-0.003842,-0.0,0.0008,-0.0008,0.067082
2022-08-17,159915ETF,score,0.3945,0.9,0.0,0,0.016509,0.0,0.0,0.0,0.067082
2022-08-18,159915ETF,score,0.6732,0.9,0.0,0,-0.005341,-0.0,0.0,-0.0,0.067082
2022-08-19,159915ETF,score,-0.8311,0.9,0.0,0,-0.005746,-0.0,0.0,-0.0,0.067082
2022-08-22,159915ETF,score,0.2367,0.9,0.0,0,0.005686,0.0,0.0,0.0,0.067082
2022-08-23,159915ETF,score,0.8865,0.9,0.0,0,-0.007247,-0.0,0.0,-0.0,0.067082
2022-08-24,159915ETF,score,-0.6066,0.9,0.0,0,-0.026679,-0.0,0.0,-0.0,0.067082
2022-08-25,159915ETF,score,-0.7198,0.9,0.0,0,-0.005859,-0.0,0.0,-0.0,0.067082
2022-08-26,159915ETF,score,-0.4175,0.9,0.0,0,-0.01117,-0.0,0.0,-0.0,0.067082
2022-08-29,159915ETF,score,0.439,0.9,0.0,0,-0.005388,-0.0,0.0,-0.0,0.067082
2022-08-30,159915ETF,score,-0.9283,0.9,0.0,0,-0.003467,-0.0,0.0,-0.0,0.067082
2022-08-31,159915ETF,score,-0.0715,0.9,0.0,0,-0.010884,-0.0,0.0,-0.0,0.067082
2022-09-01,159915ETF,score,0.4693,0.9,0.0,0,-0.01512,-0.0,0.0,-0.0,0.067082
2022-09-02,159915ETF,score,-0.4673,0.9,0.0,0,-0.004581,-0.0,0.0,-0.0,0.067082
2022-09-05,159915ETF,score,0.6687,0.9,0.0,0,-0.008791,-0.0,0.0,-0.0,0.067082
2022-09-06,159915ETF,score,-1.0964,0.9,0.0,0,0.012643,0.0,0.0,0.0,0.067082
2022-09-07,159915ETF,score,0.7864,0.9,0.0,0,0.005558,0.0,0.0,0.0,0.067082
2022-09-08,159915ETF,score,-0.8743,0.9,0.0,0,-0.011737,-0.0,0.0,-0.0,0.067082
2022-09-09,159915ETF,score,-0.2974,0.9,0.0,0,0.007692,0.0,0.0,0.0,0.067082
2022-09-13,159915ETF,score,-0.5019,0.9,0.0,0,0.001444,0.0,0.0,0.0,0.067082
2022-09-14,159915ETF,score,-0.4796,0.9,0.0,0,-0.004048,-0.0,0.0,-0.0,0.067082
2022-09-15,159915ETF,score,-0.6391,0.9,0.0,0,-0.025385,-0.0,0.0,-0.0,0.067082
2022-09-16,159915ETF,score,-0.5283,0.9,0.0,0,-0.006256,-0.0,0.0,-0.0,0.067082
2022-09-19,159915ETF,score,0.6564,0.9,0.0,0,-0.011329,-0.0,0.0,-0.0,0.067082
