date,etf,period,position,z_composite,trade_return_target,r_1125,r_1305,r_1330,r_1435,pnl_at_1125,pnl_at_1305,pnl_at_1330,lunch_move,hold_benefit_1125,hold_benefit_1305,hold_benefit_1330,morning_vol,first30_vol,best_exit,gain_vs_1435,stop_hit,stop_minute
2010-08-27,159915ETF,IS,0.0,0.0,0.018432760504381016,,,,,,,,,,,,,,,,,
2010-08-30,159915ETF,IS,0.0,0.0,0.014334463035172215,,,,,,,,,,,,,,,,,
2010-08-31,159915ETF,IS,0.0,0.0,0.009010825773390378,,,,,,,,,,,,,,,,,
2010-09-01,159915ETF,IS,0.0,0.0,-0.03391174058599279,,,,,,,,,,,,,,,,,
2010-09-02,159915ETF,IS,0.0,0.0,0.01572332394963112,,,,,,,,,,,,,,,,,
2010-09-03,159915ETF,IS,0.0,0.0,0.006480389913814187,,,,,,,,,,,,,,,,,
2010-09-06,159915ETF,IS,0.0,0.0,-0.012300146759884532,,,,,,,,,,,,,,,,,
2010-09-07,159915ETF,IS,0.0,0.0,0.0077546474417565705,,,,,,,,,,,,,,,,,
2010-09-08,159915ETF,IS,0.0,0.0,0.004036572858994861,,,,,,,,,,,,,,,,,
2010-09-09,159915ETF,IS,0.0,0.0,-0.006279257357212375,,,,,,,,,,,,,,,,,
2010-09-10,159915ETF,IS,0.0,0.0,0.008722620691026958,,,,,,,,,,,,,,,,,
2010-09-13,159915ETF,IS,0.0,0.0,0.005495763766671182,,,,,,,,,,,,,,,,,
2010-09-14,159915ETF,IS,0.0,0.0,-0.008831174097393646,,,,,,,,,,,,,,,,,
2010-09-15,159915ETF,IS,0.0,0.0,-0.022361508081268765,,,,,,,,,,,,,,,,,
2010-09-16,159915ETF,IS,0.0,0.0,-0.022196944752080623,,,,,,,,,,,,,,,,,
2010-09-17,159915ETF,IS,0.0,0.0,-0.0003903853767978705,,,,,,,,,,,,,,,,,
2010-09-20,159915ETF,IS,0.0,0.0,-0.011839223518501545,,,,,,,,,,,,,,,,,
2010-09-21,159915ETF,IS,0.0,0.0,-0.006392832385846284,,,,,,,,,,,,,,,,,
2010-09-27,159915ETF,IS,0.0,0.0,0.020379129879324102,,,,,,,,,,,,,,,,,
2010-09-28,159915ETF,IS,0.0,0.0,-0.0029600143361686714,,,,,,,,,,,,,,,,,
2010-09-29,159915ETF,IS,0.0,0.0,-0.015370433785838517,,,,,,,,,,,,,,,,,
2010-09-30,159915ETF,IS,0.0,0.0,0.010955372317922173,,,,,,,,,,,,,,,,,
2010-10-08,159915ETF,IS,0.0,0.0,0.01299076226727785,,,,,,,,,,,,,,,,,
2010-10-11,159915ETF,IS,0.0,0.0,-0.006729776133373618,,,,,,,,,,,,,,,,,
2010-10-12,159915ETF,IS,0.0,0.0,-0.005498001418105079,,,,,,,,,,,,,,,,,
2010-10-13,159915ETF,IS,0.0,0.0,0.013264430237524508,,,,,,,,,,,,,,,,,
2010-10-14,159915ETF,IS,0.0,0.0,-0.0064135144976629616,,,,,,,,,,,,,,,,,
2010-10-15,159915ETF,IS,0.0,0.0,-0.009759572233068673,,,,,,,,,,,,,,,,,
2010-10-18,159915ETF,IS,0.0,0.0,0.0032067378877576524,,,,,,,,,,,,,,,,,
2010-10-19,159915ETF,IS,0.0,0.0,0.03377515499597493,,,,,,,,,,,,,,,,,
2010-10-20,159915ETF,IS,0.0,0.0,-0.020912914880623367,,,,,,,,,,,,,,,,,
2010-10-21,159915ETF,IS,0.0,0.0,0.00606468047336613,,,,,,,,,,,,,,,,,
2010-10-22,159915ETF,IS,0.0,0.0,0.0003404863124829193,,,,,,,,,,,,,,,,,
2010-10-25,159915ETF,IS,0.0,0.0,0.004088645871959027,,,,,,,,,,,,,,,,,
2010-10-26,159915ETF,IS,0.0,0.0,0.0018135092188682805,,,,,,,,,,,,,,,,,
2010-10-27,159915ETF,IS,0.0,0.0,-0.012210839706168817,,,,,,,,,,,,,,,,,
2010-10-28,159915ETF,IS,0.0,0.0,0.007726446735876738,,,,,,,,,,,,,,,,,
2010-10-29,159915ETF,IS,0.0,0.0,-0.001397405105859796,,,,,,,,,,,,,,,,,
2010-11-01,159915ETF,IS,0.0,0.0,0.014090848988591687,,,,,,,,,,,,,,,,,
2010-11-02,159915ETF,IS,0.0,0.0,-0.01685678184328818,,,,,,,,,,,,,,,,,
2010-11-03,159915ETF,IS,0.0,0.0,-0.0033962826276874468,,,,,,,,,,,,,,,,,
2010-11-04,159915ETF,IS,0.0,0.0,0.002592778612551678,,,,,,,,,,,,,,,,,
2010-11-05,159915ETF,IS,0.0,0.0,0.010439359735252424,,,,,,,,,,,,,,,,,
2010-11-08,159915ETF,IS,0.0,0.0,0.007392049520377484,,,,,,,,,,,,,,,,,
2010-11-09,159915ETF,IS,0.0,0.0,0.004454565293475356,,,,,,,,,,,,,,,,,
2010-11-10,159915ETF,IS,0.0,0.0,0.007347984605835301,,,,,,,,,,,,,,,,,
2010-11-11,159915ETF,IS,0.0,0.0,0.012953015440773477,,,,,,,,,,,,,,,,,
2010-11-12,159915ETF,IS,0.0,0.0,-0.03862111099528983,,,,,,,,,,,,,,,,,
2010-11-15,159915ETF,IS,0.0,0.0,0.025417916384056362,,,,,,,,,,,,,,,,,
2010-11-16,159915ETF,IS,0.0,0.0,-0.022020818750638393,,,,,,,,,,,,,,,,,
2010-11-17,159915ETF,IS,0.0,0.0,-0.03281325366873075,,,,,,,,,,,,,,,,,
2010-11-18,159915ETF,IS,0.0,0.0,0.01216834224825182,,,,,,,,,,,,,,,,,
2010-11-19,159915ETF,IS,0.0,0.0,0.022356904512040095,,,,,,,,,,,,,,,,,
2010-11-22,159915ETF,IS,0.0,0.0,-0.013363047271355887,,,,,,,,,,,,,,,,,
2010-11-23,159915ETF,IS,0.0,0.0,0.002157156633403811,,,,,,,,,,,,,,,,,
2010-11-24,159915ETF,IS,0.0,0.0,0.008727921603707393,,,,,,,,,,,,,,,,,
