date,etf,period,position,z_composite,trade_return_target,r_1125,r_1305,r_1330,r_1435,pnl_at_1125,pnl_at_1305,pnl_at_1330,lunch_move,hold_benefit_1125,hold_benefit_1305,hold_benefit_1330,morning_vol,first30_vol,best_exit,gain_vs_1435,stop_hit,stop_minute
2010-04-06,500ETF,IS,0.0,0.0,-0.001646327327265195,,,,,,,,,,,,,,,,,
2010-04-07,500ETF,IS,0.0,0.0,0.0006848829843182602,,,,,,,,,,,,,,,,,
2010-04-08,500ETF,IS,0.0,0.0,-0.00017125218591401158,,,,,,,,,,,,,,,,,
2010-04-09,500ETF,IS,0.0,0.0,0.008645976600239783,,,,,,,,,,,,,,,,,
2010-04-12,500ETF,IS,0.0,0.0,-0.0007267249064272813,,,,,,,,,,,,,,,,,
2010-04-13,500ETF,IS,0.0,0.0,-0.0118773374603321,,,,,,,,,,,,,,,,,
2010-04-14,500ETF,IS,0.0,0.0,0.012750235600004508,,,,,,,,,,,,,,,,,
2010-04-15,500ETF,IS,0.0,0.0,-0.008621954309113835,,,,,,,,,,,,,,,,,
2010-04-16,500ETF,IS,0.0,0.0,0.01110073142425479,,,,,,,,,,,,,,,,,
2010-04-19,500ETF,IS,0.0,0.0,-0.02495434432669473,,,,,,,,,,,,,,,,,
2010-04-20,500ETF,IS,0.0,0.0,0.012862274846854527,,,,,,,,,,,,,,,,,
2010-04-21,500ETF,IS,0.0,0.0,0.016850432363011085,,,,,,,,,,,,,,,,,
2010-04-22,500ETF,IS,0.0,0.0,0.0020115412567818657,,,,,,,,,,,,,,,,,
2010-04-23,500ETF,IS,0.0,0.0,-0.010485418019535194,,,,,,,,,,,,,,,,,
2010-04-26,500ETF,IS,0.0,0.0,0.0028404044819565523,,,,,,,,,,,,,,,,,
2010-04-27,500ETF,IS,0.0,0.0,-0.017771010156310857,,,,,,,,,,,,,,,,,
2010-04-28,500ETF,IS,0.0,0.0,-0.0033239358094504664,,,,,,,,,,,,,,,,,
2010-04-29,500ETF,IS,0.0,0.0,-0.016288428162609926,,,,,,,,,,,,,,,,,
2010-04-30,500ETF,IS,0.0,0.0,-0.0037050451785279864,,,,,,,,,,,,,,,,,
2010-05-04,500ETF,IS,0.0,0.0,0.0037014872023858106,,,,,,,,,,,,,,,,,
2010-05-05,500ETF,IS,0.0,0.0,0.023525370805971696,,,,,,,,,,,,,,,,,
2010-05-06,500ETF,IS,0.0,0.0,-0.02483770687633157,,,,,,,,,,,,,,,,,
2010-05-07,500ETF,IS,0.0,0.0,-0.005421771371236546,,,,,,,,,,,,,,,,,
2010-05-10,500ETF,IS,0.0,0.0,-0.019858139560848934,,,,,,,,,,,,,,,,,
2010-05-11,500ETF,IS,0.0,0.0,-0.028176874579706485,,,,,,,,,,,,,,,,,
2010-05-12,500ETF,IS,0.0,0.0,-0.022539210424013092,,,,,,,,,,,,,,,,,
2010-05-13,500ETF,IS,0.0,0.0,0.022196133235011135,,,,,,,,,,,,,,,,,
2010-05-14,500ETF,IS,0.0,0.0,0.013923262109075144,,,,,,,,,,,,,,,,,
2010-05-17,500ETF,IS,0.0,0.0,-0.03758490552695253,,,,,,,,,,,,,,,,,
2010-05-18,500ETF,IS,0.0,0.0,0.03227144049678236,,,,,,,,,,,,,,,,,
2010-05-19,500ETF,IS,0.0,0.0,0.0037077361230659902,,,,,,,,,,,,,,,,,
2010-05-20,500ETF,IS,0.0,0.0,-0.01361094639544147,,,,,,,,,,,,,,,,,
2010-05-21,500ETF,IS,0.0,0.0,0.03400232539685273,,,,,,,,,,,,,,,,,
2010-05-24,500ETF,IS,0.0,0.0,0.015089737650412532,,,,,,,,,,,,,,,,,
2010-05-25,500ETF,IS,0.0,0.0,-0.008127330656237284,,,,,,,,,,,,,,,,,
2010-05-26,500ETF,IS,0.0,0.0,-0.007385753733498895,,,,,,,,,,,,,,,,,
2010-05-27,500ETF,IS,0.0,0.0,0.03365037104154533,,,,,,,,,,,,,,,,,
2010-05-28,500ETF,IS,0.0,0.0,-0.005173285086938117,,,,,,,,,,,,,,,,,
2010-05-31,500ETF,IS,0.0,0.0,-0.0016217842388361091,,,,,,,,,,,,,,,,,
2010-06-01,500ETF,IS,0.0,0.0,-0.024806322291161427,,,,,,,,,,,,,,,,,
2010-06-02,500ETF,IS,0.0,0.0,0.00894014421492369,,,,,,,,,,,,,,,,,
2010-06-03,500ETF,IS,0.0,0.0,-0.004407028519467804,,,,,,,,,,,,,,,,,
2010-06-04,500ETF,IS,0.0,0.0,0.008215269213902466,,,,,,,,,,,,,,,,,
2010-06-07,500ETF,IS,0.0,0.0,0.00487079359083948,,,,,,,,,,,,,,,,,
2010-06-08,500ETF,IS,0.0,0.0,-0.004966691494020578,,,,,,,,,,,,,,,,,
2010-06-09,500ETF,IS,0.0,0.0,0.01794906565139633,,,,,,,,,,,,,,,,,
