rsi_thresh,bbl_mode,sma50,vol_high,roc10_thresh,macd_neg,baseline,placement_rate,n_placed,total_pnl,win_rate,sharpe,max_dd,filter_lift,score
50.0,0,True,False,-999.0,False,False,0.4338235294117647,59,2306.3531280000057,0.2711864406779661,0.076736779956488,-7636.639171999995,92.86150904187446,0.9173246916972339
999.0,0,True,False,-999.0,False,False,0.5,68,369.1331280000029,0.27941176470588236,0.01208160927212542,-9271.119171999997,59.19920641176472,0.8680210423621594
60.0,0,True,False,-999.0,False,False,0.5,68,369.1331280000029,0.27941176470588236,0.01208160927212542,-9271.119171999997,59.19920641176472,0.8680210423621594
55.0,0,True,False,-999.0,False,False,0.49264705882352944,67,367.6531280000056,0.26865671641791045,0.012033168919587878,-9272.599171999995,59.258138178226574,0.8657069470956311
50.0,0,False,False,-999.0,False,False,0.47794117647058826,65,-983.6068719999921,0.24615384615384617,-0.03220506794924172,-8483.819171999992,38.63836464343906,0.8034471170837714
60.0,0,False,False,-999.0,False,False,0.7867647058823529,107,-3249.107079999993,0.2336448598130841,-0.08885838775688538,-10585.276861999984,23.405291329851625,0.7689338709069967
55.0,0,False,False,-999.0,False,False,0.6838235294117647,93,-4587.114157999991,0.23655913978494625,-0.137348502624343,-12362.976861999981,4.446969908285972,0.7350030732557211
999.0,0,False,False,-999.0,False,True,1.0,136,-7312.825815999995,0.23529411764705882,-0.18946863082809132,-11154.816861999981,0.0,0.660437038625941
55.0,0,False,True,-999.0,False,False,0.3014705882352941,41,-3279.9817139999877,0.24390243902439024,-0.1872606902040275,-5028.3853899999995,-26.228775941176195,0.6503486823251748
50.0,0,True,True,-999.0,False,False,0.19117647058823528,26,-2692.924023999988,0.23076923076923078,-0.21521089030985,-5343.107699999996,-49.80322286425296,0.6468928446526069
60.0,0,False,True,-999.0,False,False,0.33088235294117646,45,-3888.34171399999,0.24444444444444444,-0.22159453459126408,-5454.665389999999,-32.63681558562068,0.6341112227287682
50.0,0,False,True,-999.0,False,False,0.19852941176470587,27,-3167.1840239999883,0.2222222222222222,-0.25125973889575837,-5817.367699999996,-63.53233394117605,0.628407992337466
60.0,0,True,True,-999.0,False,False,0.2426470588235294,33,-3609.2040239999924,0.2727272727272727,-0.2692459898364504,-5495.0876999999955,-55.59904085026717,0.6262495080671013
999.0,0,True,True,-999.0,False,False,0.2426470588235294,33,-3609.2040239999924,0.2727272727272727,-0.2692459898364504,-5495.0876999999955,-55.59904085026717,0.6262495080671013
55.0,0,True,True,-999.0,False,False,0.23529411764705882,32,-3610.684023999989,0.25,-0.2693570835830196,-5495.0876999999955,-59.063097691176154,0.6202328855077894
999.0,0,False,True,-999.0,False,False,0.4264705882352941,58,-5088.620449999991,0.25862068965517243,-0.26735391543920545,-6199.6241260000015,-33.964057286003936,0.6129766152867852
55.0,0,False,True,-999.0,True,False,0.20588235294117646,28,-3835.025389999994,0.17857142857142858,-0.25785723627215856,-6091.16539,-83.19441444117625,0.5975328848431638
60.0,0,False,True,-999.0,True,False,0.21323529411764705,29,-3998.1853899999937,0.1724137931034483,-0.2687091556876677,-6254.32539,-84.0976836653142,0.5927073421141095
55.0,0,False,False,-999.0,True,False,0.47058823529411764,64,-6685.197834000001,0.21875,-0.33578849611372924,-9193.200537999988,-50.68543809742651,0.5842928799466841
50.0,0,True,False,-999.0,True,False,0.3235294117647059,44,-5537.090548000002,0.22727272727272727,-0.3517626947363372,-6752.782847999997,-72.07218894117655,0.5695731853773651
