rsi_thresh,rsi_low,bb_offset,trend_sma50,roc10_thresh,vol_regime,macd_hist_check,placement_rate,total_pnl,win_rate,sharpe,max_dd,score
66.0,25.0,0.5,False,7.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,25.0,0.5,False,999.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,0.0,999.0,False,7.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,0.0,999.0,False,999.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,0.0,1.0,False,999.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,0.0,0.5,False,999.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,0.0,1.0,False,7.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,25.0,0.0,False,999.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,25.0,999.0,False,999.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,0.0,0.0,False,7.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,25.0,0.0,False,7.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,0.0,0.0,False,999.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
66.0,0.0,0.5,False,7.0,False,False,0.8974358974358975,6420.178952000013,0.47435897435897434,0.22074730554019822,-8360.39999999998,284.9490950601984
