rsi_thresh,bbl_mode,sma50,vol_high,roc10_thresh,macd_neg,baseline,placement_rate,n_placed,total_pnl,win_rate,sharpe,max_dd,filter_lift,score
60.0,0,False,True,-999.0,False,False,0.41025641025641024,32,616.0072280000123,0.3125,0.03554413175641201,-4059.4399999999996,160.83903056730807,0.8856671492593464
55.0,0,False,True,-999.0,False,False,0.3717948717948718,29,-431.7527719999938,0.27586206896551724,-0.02524106555363838,-4059.4399999999996,126.70077807161829,0.82739028897029
60.0,0,False,False,-999.0,False,False,0.8333333333333334,65,-2729.063863999992,0.2923076923076923,-0.1319392083955609,-8171.979679999998,99.60320678461551,0.8034122369770826
55.0,0,False,False,-999.0,False,False,0.717948717948718,56,-2779.5412199999937,0.26785714285714285,-0.13855995290773682,-6490.999999999999,91.95414004945066,0.7726053289903729
45.0,0,True,False,-999.0,False,False,0.32051282051282054,25,-2473.4860179999987,0.32,-0.20239205044523131,-6449.179999999999,42.649363972307754,0.7425216275957386
45.0,0,False,False,-999.0,False,False,0.3333333333333333,26,-2479.9460179999924,0.3076923076923077,-0.20292226466767133,-6449.179999999999,46.20626553846181,0.7424135561079653
50.0,0,False,True,-999.0,False,False,0.2948717948717949,23,-2870.072771999995,0.21739130434782608,-0.18679535024601268,-4027.055404000001,16.803031996655733,0.6823464805526763
50.0,0,False,False,-999.0,False,False,0.5256410256410257,41,-4050.081101999993,0.2682926829268293,-0.2348513361300964,-4345.0,42.80633878986889,0.6757794925019786
45.0,0,True,True,-999.0,False,False,0.1794871794871795,14,-3126.5976879999953,0.21428571428571427,-0.2883032282027248,-5982.0599999999995,-81.73960159340626,0.6375042129083209
45.0,0,False,True,-999.0,False,False,0.1794871794871795,14,-3126.5976879999953,0.21428571428571427,-0.2883032282027248,-5982.0599999999995,-81.73960159340626,0.6375042129083209
999.0,0,False,True,-999.0,False,False,0.5256410256410257,41,-5900.6127719999895,0.24390243902439024,-0.32224802054062557,-8428.692771999991,-2.328579990618863,0.628982451846823
55.0,0,True,True,-999.0,False,False,0.2692307692307692,21,-4084.3530919999885,0.23809523809523808,-0.3423754877466377,-5982.0599999999995,-52.904199688644155,0.6233082076060565
999.0,0,True,True,-999.0,False,False,0.2692307692307692,21,-4084.3530919999885,0.23809523809523808,-0.3423754877466377,-5982.0599999999995,-52.904199688644155,0.6233082076060565
60.0,0,True,True,-999.0,False,False,0.2692307692307692,21,-4084.3530919999885,0.23809523809523808,-0.3423754877466377,-5982.0599999999995,-52.904199688644155,0.6233082076060565
