rsi_thresh,bbl_mode,sma50,vol_high,roc10_thresh,macd_neg,baseline,placement_rate,n_placed,total_pnl,win_rate,sharpe,max_dd,filter_lift,score
999.0,0,False,True,-999.0,True,False,0.3111111111111111,14,1224.6391199999957,0.21428571428571427,0.11906701357826911,-2995.5036800000025,337.0677219682538,0.8640331386366294
999.0,0,False,False,-999.0,True,False,0.5777777777777777,26,-1632.860880000006,0.15384615384615385,-0.15496327658646436,-5853.003680000005,186.79115757264947,0.7341167008410007
40.0,1,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
40.0,1,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
40.0,3,False,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
40.0,3,False,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
40.0,3,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
40.0,3,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
45.0,1,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
45.0,1,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
45.0,1,False,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
45.0,1,False,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
45.0,3,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
45.0,3,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
55.0,1,False,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
55.0,1,False,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
60.0,1,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
60.0,1,False,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
999.0,3,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
999.0,1,False,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
999.0,1,False,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
999.0,1,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
999.0,1,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
999.0,3,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
60.0,3,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
60.0,1,False,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
55.0,1,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
55.0,1,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
60.0,3,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
60.0,1,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
50.0,1,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
50.0,1,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
55.0,3,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
55.0,3,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
50.0,3,True,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
50.0,3,True,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
50.0,1,False,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
50.0,1,False,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
40.0,1,False,False,-999.0,False,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
40.0,1,False,False,-999.0,True,False,0.06666666666666667,3,-345.4600000000026,0.3333333333333333,-0.37603881463735817,-365.99999999999983,134.44016577777705,0.6949295367234923
45.0,3,False,False,-3.0,True,False,0.06666666666666667,3,-456.6400000000026,0.3333333333333333,-0.4446469706330022,-456.6400000000026,97.38016577777708,0.6738133387646195
45.0,3,False,False,-3.0,False,False,0.06666666666666667,3,-456.6400000000026,0.3333333333333333,-0.4446469706330022,-456.6400000000026,97.38016577777708,0.6738133387646195
50.0,3,False,False,-3.0,True,False,0.06666666666666667,3,-456.6400000000026,0.3333333333333333,-0.4446469706330022,-456.6400000000026,97.38016577777708,0.6738133387646195
50.0,3,False,False,-3.0,False,False,0.06666666666666667,3,-456.6400000000026,0.3333333333333333,-0.4446469706330022,-456.6400000000026,97.38016577777708,0.6738133387646195
55.0,3,False,False,-3.0,True,False,0.06666666666666667,3,-456.6400000000026,0.3333333333333333,-0.4446469706330022,-456.6400000000026,97.38016577777708,0.6738133387646195
55.0,3,False,False,-3.0,False,False,0.06666666666666667,3,-456.6400000000026,0.3333333333333333,-0.4446469706330022,-456.6400000000026,97.38016577777708,0.6738133387646195
