rsi_thresh,rsi_low,bb_offset,trend_sma50,roc10_thresh,vol_regime,macd_hist_check,placement_rate,total_pnl,win_rate,sharpe,max_dd,score
72.0,25.0,999.0,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,999.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,999.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,999.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,1.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,1.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,999.0,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,999.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,999.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,999.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,0.0,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,0.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,0.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,0.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,0.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,0.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,0.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,25.0,0.5,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,0.0,999.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,0.0,999.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,1.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,0.5,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,0.5,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,0.5,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,0.5,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
75.0,25.0,1.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
80.0,25.0,1.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
80.0,25.0,0.5,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
80.0,25.0,0.5,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,0.5,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,0.5,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,0.5,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,0.0,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
80.0,25.0,1.0,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
80.0,25.0,1.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
75.0,25.0,1.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
75.0,25.0,0.5,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
75.0,25.0,0.5,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,0.0,1.0,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,0.0,1.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
68.0,0.0,1.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,999.0,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,999.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,999.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,999.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,1.0,False,999.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
70.0,0.0,1.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,0.0,False,7.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,0.0,False,5.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
72.0,25.0,0.0,False,3.0,False,True,0.6153846153846154,16868.372444000015,0.5641025641025641,1.2738112433215116,-2773.2000000000007,1442.4949677615118
