rsi_thresh,bbl_mode,sma50,vol_high,roc10_thresh,macd_neg,baseline,placement_rate,n_placed,total_pnl,win_rate,sharpe,max_dd,filter_lift,score
50.0,0,True,False,-999.0,False,False,0.4338235294117647,59,4018.6036000000004,0.2711864406779661,0.15150343486493453,-4171.33625,79.18357486490528,0.9070362815971167
55.0,0,True,False,-999.0,False,False,0.49264705882352944,67,3008.8580560000023,0.2537313432835821,0.11198899071287102,-5119.824350000003,55.97997863520635,0.8767386619841637
60.0,0,True,False,-999.0,False,False,0.5,68,2699.038056000001,0.25,0.10037172230189097,-5429.644350000004,50.76338555882356,0.8685794074052204
999.0,0,True,False,-999.0,False,False,0.5,68,2699.038056000001,0.25,0.10037172230189097,-5429.644350000004,50.76338555882356,0.8685794074052204
60.0,0,False,False,-999.0,False,False,0.7867647058823529,107,2161.2733560000033,0.21495327102803738,0.06743946918905545,-6168.531779999997,31.270465852391432,0.860128655106413
55.0,0,False,False,-999.0,False,False,0.6838235294117647,93,215.05994600000713,0.22580645161290322,0.007413139710786248,-7609.151779999993,13.38412197881092,0.8077820332455484
50.0,0,False,False,-999.0,False,False,0.47794117647058826,65,1464.1334440000005,0.24615384615384617,0.05444049294463856,-4725.714506000003,33.59677934886879,0.8029893072204801
999.0,0,False,False,-999.0,False,True,1.0,136,-1505.744323999997,0.20588235294117646,-0.04543283752132139,-7146.729459999997,0.0,0.7480667025838555
55.0,0,False,True,-999.0,False,False,0.3014705882352941,41,-309.31634399999575,0.21951219512195122,-0.02173095196364637,-2720.8192439999993,3.527348368005799,0.6755871258181134
60.0,0,False,True,-999.0,False,False,0.33088235294117646,45,-887.2763439999974,0.2,-0.06212761427478425,-2863.5792439999996,-8.645602647712378,0.647680103388165
50.0,0,True,True,-999.0,False,False,0.19117647058823528,26,-896.394960000001,0.23076923076923078,-0.09005142350304562,-3314.9400000000014,-23.40507978959284,0.6426223140494761
50.0,0,False,True,-999.0,False,False,0.19852941176470587,27,-1165.6349600000008,0.2222222222222222,-0.11664370970121274,-3584.1800000000017,-32.1000157440088,0.6304667817122386
55.0,0,True,True,-999.0,False,False,0.23529411764705882,32,-1290.1405039999984,0.21875,-0.12065043799770037,-3465.3792439999993,-29.245241308823523,0.6269967924244509
60.0,0,True,True,-999.0,False,False,0.2426470588235294,33,-1599.9605039999997,0.21212121212121213,-0.1489654002538811,-3465.3792439999993,-37.41200219518719,0.6092936871713002
999.0,0,True,True,-999.0,False,False,0.2426470588235294,33,-1599.9605039999997,0.21212121212121213,-0.1489654002538811,-3465.3792439999993,-37.41200219518719,0.6092936871713002
55.0,0,False,True,-999.0,True,False,0.20588235294117646,28,-1424.5708000000004,0.17857142857142858,-0.12147914886358628,-3055.837840000002,-39.80587913025213,0.6010829120011929
999.0,0,False,True,-999.0,False,False,0.4264705882352941,58,-2203.061703999999,0.20689655172413793,-0.14542299799803549,-3155.1792439999986,-26.912173041582143,0.6005489635547867
60.0,0,False,True,-999.0,True,False,0.21323529411764705,29,-1469.4108000000003,0.1724137931034483,-0.12529738998184936,-3100.6778400000017,-39.59768848985804,0.5994582007195131
55.0,0,False,False,-999.0,True,False,0.47058823529411764,64,-4051.7572360000026,0.21875,-0.26984494547465376,-6104.274505999998,-52.2370573713236,0.5742916127917542
999.0,0,False,True,-999.0,True,False,0.23529411764705882,32,-2502.5508,0.15625,-0.21000368907546288,-3987.9978400000014,-67.13306305882357,0.5580924123814699
60.0,0,False,False,-999.0,True,False,0.5073529411764706,69,-4848.177236000002,0.2028985507246377,-0.3218711046821558,-6757.974505999998,-59.19178876172215,0.5514027857254348
45.0,0,True,True,-999.0,False,False,0.16176470588235295,22,-2226.1051100000022,0.18181818181818182,-0.26266954473023296,-4049.439010000002,-90.11494646791458,0.5498996558031158
45.0,0,True,False,-999.0,False,False,0.3235294117647059,44,-3443.1023500000083,0.22727272727272727,-0.2712331643145262,-4173.848100000001,-67.18067669518737,0.5439361601909871
45.0,0,False,True,-999.0,False,False,0.16911764705882354,23,-2495.345110000003,0.17391304347826086,-0.29298260393787434,-4318.679010000002,-97.42161621099757,0.5381627825623151
999.0,0,False,False,-999.0,True,False,0.5367647058823529,73,-6195.437236000003,0.1917808219178082,-0.40712361131966796,-7732.974505999997,-73.79735379170029,0.5103476187145345
55.0,0,True,False,-999.0,True,False,0.3235294117647059,44,-4279.396400000005,0.22727272727272727,-0.3768404117881304,-4641.805790000005,-86.18735964973276,0.5048904012267096
60.0,0,True,False,-999.0,True,False,0.3235294117647059,44,-4279.396400000005,0.22727272727272727,-0.3768404117881304,-4641.805790000005,-86.18735964973276,0.5048904012267096
999.0,0,True,False,-999.0,True,False,0.3235294117647059,44,-4279.396400000005,0.22727272727272727,-0.3768404117881304,-4641.805790000005,-86.18735964973276,0.5048904012267096
50.0,0,True,False,-999.0,True,False,0.3235294117647059,44,-4279.396400000005,0.22727272727272727,-0.3768404117881304,-4641.805790000005,-86.18735964973276,0.5048904012267096
45.0,0,False,False,-999.0,False,False,0.3382352941176471,46,-4506.882350000009,0.21739130434782608,-0.3472843132837552,-4173.848100000001,-86.90405381969332,0.4918587591565394
999.0,0,True,True,-999.0,True,False,0.14705882352941177,20,-2940.8549600000033,0.15,-0.4074752882472838,-4061.2620000000006,-135.97109855882374,0.4809237996083627
60.0,0,True,True,-999.0,True,False,0.14705882352941177,20,-2940.8549600000033,0.15,-0.4074752882472838,-4061.2620000000006,-135.97109855882374,0.4809237996083627
50.0,0,True,True,-999.0,True,False,0.14705882352941177,20,-2940.8549600000033,0.15,-0.4074752882472838,-4061.2620000000006,-135.97109855882374,0.4809237996083627
55.0,0,True,True,-999.0,True,False,0.14705882352941177,20,-2940.8549600000033,0.15,-0.4074752882472838,-4061.2620000000006,-135.97109855882374,0.4809237996083627
50.0,0,False,False,-999.0,True,False,0.35294117647058826,48,-5190.726556000005,0.20833333333333334,-0.45267484417533915,-5553.135946000001,-97.06848714215701,0.4773201499291589
50.0,0,False,True,-999.0,True,False,0.15441176470588236,21,-3210.094960000003,0.14285714285714285,-0.44189034896294965,-4330.502,-141.7900153207285,0.4696358908161513
45.0,0,True,False,-999.0,True,False,0.2647058823529412,36,-4575.502350000006,0.19444444444444445,-0.4208934368232863,-4653.322350000006,-116.02563805882372,0.4661492619591907
45.0,0,False,False,-999.0,True,False,0.27205882352941174,37,-4844.742350000006,0.1891891891891892,-0.44451428440689494,-4922.562350000006,-119.86733299125615,0.45752142715977007
999.0,3,True,False,-999.0,False,False,0.08823529411764706,12,-2068.6572399999973,0.25,-0.6010832515350522,-2411.4772399999983,-161.31645389215666,0.45688449885905097
999.0,3,True,False,-999.0,True,False,0.08823529411764706,12,-2068.6572399999973,0.25,-0.6010832515350522,-2411.4772399999983,-161.31645389215666,0.45688449885905097
50.0,3,True,False,-999.0,False,False,0.08823529411764706,12,-2068.6572399999973,0.25,-0.6010832515350522,-2411.4772399999983,-161.31645389215666,0.45688449885905097
50.0,3,True,False,-999.0,True,False,0.08823529411764706,12,-2068.6572399999973,0.25,-0.6010832515350522,-2411.4772399999983,-161.31645389215666,0.45688449885905097
55.0,3,True,False,-999.0,False,False,0.08823529411764706,12,-2068.6572399999973,0.25,-0.6010832515350522,-2411.4772399999983,-161.31645389215666,0.45688449885905097
55.0,3,True,False,-999.0,True,False,0.08823529411764706,12,-2068.6572399999973,0.25,-0.6010832515350522,-2411.4772399999983,-161.31645389215666,0.45688449885905097
60.0,3,True,False,-999.0,True,False,0.08823529411764706,12,-2068.6572399999973,0.25,-0.6010832515350522,-2411.4772399999983,-161.31645389215666,0.45688449885905097
60.0,3,True,False,-999.0,False,False,0.08823529411764706,12,-2068.6572399999973,0.25,-0.6010832515350522,-2411.4772399999983,-161.31645389215666,0.45688449885905097
50.0,3,False,False,-999.0,False,False,0.09558823529411764,13,-2253.2372399999977,0.23076923076923078,-0.6460564154497247,-2596.0572399999983,-162.25429209728492,0.4457394025407104
50.0,3,False,False,-999.0,True,False,0.09558823529411764,13,-2253.2372399999977,0.23076923076923078,-0.6460564154497247,-2596.0572399999983,-162.25429209728492,0.4457394025407104
60.0,3,False,False,-999.0,True,False,0.10294117647058823,14,-2357.2372399999977,0.21428571428571427,-0.6735918449475073,-2596.0572399999983,-157.30243913025197,0.4393927519649437
60.0,3,False,False,-999.0,False,False,0.10294117647058823,14,-2357.2372399999977,0.21428571428571427,-0.6735918449475073,-2596.0572399999983,-157.30243913025197,0.4393927519649437
55.0,3,False,False,-999.0,False,False,0.10294117647058823,14,-2357.2372399999977,0.21428571428571427,-0.6735918449475073,-2596.0572399999983,-157.30243913025197,0.4393927519649437
55.0,3,False,False,-999.0,True,False,0.10294117647058823,14,-2357.2372399999977,0.21428571428571427,-0.6735918449475073,-2596.0572399999983,-157.30243913025197,0.4393927519649437
999.0,3,False,False,-999.0,True,False,0.10294117647058823,14,-2357.2372399999977,0.21428571428571427,-0.6735918449475073,-2596.0572399999983,-157.30243913025197,0.4393927519649437
999.0,3,False,False,-999.0,False,False,0.10294117647058823,14,-2357.2372399999977,0.21428571428571427,-0.6735918449475073,-2596.0572399999983,-157.30243913025197,0.4393927519649437
45.0,0,True,True,-999.0,True,False,0.1323529411764706,18,-3344.8851100000015,0.1111111111111111,-0.5102946077137653,-4572.27901,-174.7553011143792,0.4374065660018014
45.0,0,False,True,-999.0,True,False,0.13970588235294118,19,-3614.125110000002,0.10526315789473684,-0.5471491372755259,-4841.51901,-179.14546161145523,0.42682920787207923
40.0,3,False,False,-999.0,True,False,0.07352941176470588,10,-2012.3972399999986,0.2,-0.6396523727130947,-2090.217239999998,-190.1680745588234,0.4230610431903945
40.0,3,False,False,-999.0,False,False,0.07352941176470588,10,-2012.3972399999986,0.2,-0.6396523727130947,-2090.217239999998,-190.1680745588234,0.4230610431903945
40.0,3,True,False,-999.0,False,False,0.07352941176470588,10,-2012.3972399999986,0.2,-0.6396523727130947,-2090.217239999998,-190.1680745588234,0.4230610431903945
40.0,3,True,False,-999.0,True,False,0.07352941176470588,10,-2012.3972399999986,0.2,-0.6396523727130947,-2090.217239999998,-190.1680745588234,0.4230610431903945
45.0,3,True,False,-999.0,True,False,0.08088235294117647,11,-2333.6572399999986,0.18181818181818182,-0.7051915322874661,-2411.4772399999983,-201.0790087406416,0.402767353348966
45.0,3,True,False,-999.0,False,False,0.08088235294117647,11,-2333.6572399999986,0.18181818181818182,-0.7051915322874661,-2411.4772399999983,-201.0790087406416,0.402767353348966
45.0,3,False,False,-999.0,False,False,0.08088235294117647,11,-2333.6572399999986,0.18181818181818182,-0.7051915322874661,-2411.4772399999983,-201.0790087406416,0.402767353348966
45.0,3,False,False,-999.0,True,False,0.08088235294117647,11,-2333.6572399999986,0.18181818181818182,-0.7051915322874661,-2411.4772399999983,-201.0790087406416,0.402767353348966
60.0,3,True,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
60.0,3,True,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
999.0,3,False,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
999.0,3,False,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
999.0,3,True,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
999.0,3,True,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
45.0,3,True,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
45.0,3,True,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
40.0,3,True,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
40.0,3,True,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
45.0,3,False,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
45.0,3,False,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
40.0,3,False,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
40.0,3,False,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
55.0,3,False,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
55.0,3,False,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
50.0,3,False,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
50.0,3,False,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
50.0,3,True,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
50.0,3,True,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
60.0,3,False,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
60.0,3,False,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
55.0,3,True,False,-3.0,True,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
55.0,3,True,False,-3.0,False,False,0.058823529411764705,8,-2093.4800000000005,0.125,-0.7537263833008045,-2171.2999999999997,-250.6133505588236,0.3620801374189835
40.0,0,False,False,-999.0,True,False,0.16176470588235295,22,-5330.239239999997,0.13636363636363635,-0.62530780794656,-5637.122,-231.21195237700533,0.35998121292883123
40.0,0,True,False,-999.0,True,False,0.16176470588235295,22,-5330.239239999997,0.13636363636363635,-0.62530780794656,-5637.122,-231.21195237700533,0.35998121292883123
40.0,0,True,False,-3.0,False,False,0.11764705882352941,16,-4418.919999999999,0.125,-0.5396629609625504,-4496.74,-265.11085055882353,0.3545388832623732
40.0,0,False,False,-3.0,True,False,0.11764705882352941,16,-4418.919999999999,0.125,-0.5396629609625504,-4496.74,-265.11085055882353,0.3545388832623732
40.0,0,True,False,-3.0,True,False,0.11764705882352941,16,-4418.919999999999,0.125,-0.5396629609625504,-4496.74,-265.11085055882353,0.3545388832623732
40.0,0,True,False,-999.0,False,False,0.16911764705882354,23,-5718.819239999997,0.13043478260869565,-0.6647309324476252,-6025.702,-237.57266534143216,0.3466055503718117
50.0,0,True,False,-3.0,True,False,0.14705882352941177,20,-5759.039999999999,0.1,-0.6731457133606875,-5836.860000000001,-276.8803505588235,0.31346372036173725
45.0,0,True,False,-3.0,True,False,0.14705882352941177,20,-5759.039999999999,0.1,-0.6731457133606875,-5836.860000000001,-276.8803505588235,0.31346372036173725
55.0,0,True,False,-3.0,True,False,0.14705882352941177,20,-5759.039999999999,0.1,-0.6731457133606875,-5836.860000000001,-276.8803505588235,0.31346372036173725
60.0,0,True,False,-3.0,True,False,0.14705882352941177,20,-5759.039999999999,0.1,-0.6731457133606875,-5836.860000000001,-276.8803505588235,0.31346372036173725
999.0,0,True,False,-3.0,True,False,0.14705882352941177,20,-5759.039999999999,0.1,-0.6731457133606875,-5836.860000000001,-276.8803505588235,0.31346372036173725
45.0,0,False,False,-3.0,True,False,0.15441176470588236,21,-6028.28,0.09523809523809523,-0.7019496435597208,-6106.1,-275.9893029397759,0.3068289634569732
50.0,0,False,False,-3.0,True,False,0.15441176470588236,21,-6028.28,0.09523809523809523,-0.7019496435597208,-6106.1,-275.9893029397759,0.3068289634569732
55.0,0,False,False,-3.0,True,False,0.15441176470588236,21,-6028.28,0.09523809523809523,-0.7019496435597208,-6106.1,-275.9893029397759,0.3068289634569732
60.0,0,False,False,-3.0,True,False,0.15441176470588236,21,-6028.28,0.09523809523809523,-0.7019496435597208,-6106.1,-275.9893029397759,0.3068289634569732
40.0,0,False,False,-3.0,False,False,0.125,17,-5213.46,0.11764705882352941,-0.6078412926175908,-4496.740000000001,-295.60246820588236,0.3057688982542325
40.0,0,False,False,-999.0,False,False,0.17647058823529413,24,-6513.359239999998,0.125,-0.7265829151557829,-6025.701999999999,-260.3183188921568,0.30303635011402463
999.0,3,False,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
999.0,3,True,True,-999.0,False,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
999.0,3,False,True,-999.0,False,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
60.0,3,True,True,-999.0,False,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
60.0,3,False,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
999.0,3,True,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
50.0,3,False,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
50.0,3,True,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
50.0,3,True,True,-999.0,False,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
45.0,3,False,True,-999.0,False,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
45.0,3,False,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
45.0,3,True,True,-999.0,False,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
45.0,3,True,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
60.0,3,True,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
50.0,3,False,True,-999.0,False,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
55.0,3,True,True,-999.0,False,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
55.0,3,False,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
55.0,3,False,True,-999.0,False,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
55.0,3,True,True,-999.0,True,False,0.051470588235294115,7,-2227.4000000000005,0.0,-0.7889591507255422,-2227.4,-307.1283505588235,0.30156711543999276
