rsi_thresh,rsi_low,bb_offset,trend_sma50,roc10_thresh,vol_regime,macd_hist_check,placement_rate,total_pnl,win_rate,sharpe,max_dd,score
999.0,30.0,0.0,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
80.0,35.0,0.5,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
999.0,35.0,0.0,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
80.0,30.0,0.0,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
80.0,25.0,0.5,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
80.0,0.0,0.0,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
80.0,35.0,0.0,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
80.0,0.0,0.5,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
80.0,30.0,0.5,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
80.0,25.0,0.0,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
999.0,0.0,0.0,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
999.0,25.0,0.0,True,999.0,False,False,0.4222222222222222,16953.742600000005,0.4222222222222222,1.9209143040872425,0.0,2090.4517300872426
999.0,25.0,-0.5,True,999.0,False,False,0.37777777777777777,16780.5226,0.37777777777777777,1.896055206701282,0.0,2063.8604327012818
999.0,35.0,-0.5,True,999.0,False,False,0.37777777777777777,16780.5226,0.37777777777777777,1.896055206701282,0.0,2063.8604327012818
