rsi_thresh,bbl_mode,sma50,vol_high,roc10_thresh,macd_neg,baseline,placement_rate,n_placed,total_pnl,win_rate,sharpe,max_dd,filter_lift,score
45.0,1,True,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
45.0,1,True,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
40.0,1,True,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
40.0,1,True,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
40.0,3,False,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
40.0,3,False,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
40.0,3,True,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
40.0,3,True,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
40.0,1,False,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
40.0,1,False,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
45.0,1,False,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
45.0,1,False,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
45.0,3,True,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
45.0,3,True,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
55.0,1,False,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
55.0,1,False,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
55.0,3,True,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
55.0,3,True,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
999.0,3,True,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
999.0,3,True,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
999.0,1,False,False,-999.0,False,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
999.0,1,False,False,-999.0,True,False,0.06666666666666667,3,272.4400000000081,0.6666666666666666,0.10742005865659739,-886.34,431.61198400000234,0.8414414213486209
