trial,objective,screen_fdr,screen_fallback_k,stability_b,stability_pi,stability_q,ess_divisor,model_type,k_weight,alpha,gamma,n_screened,n_css,n_vif,k_selected,active_k,val_ic,val_tail_ic,lb_ic,lb_tail_ic,lb_mono,ess_pct,gini
62,0.18042303148826058,0.4328978172963188,121,59,0.8888506186715495,28,13.982198051697617,skglm_huber_l1,1.4508266377300074,0.008170038287600814,,121,5,5,5,5,0.07530287885364255,0.27972027972027974,0.014779262737596178,0.040725052963855035,0.07878787878787878,0.3894870669342751,0.45500923315107533
70,0.18030632591955753,0.40114632233327,122,51,0.8976163092252963,24,15.570657717290452,skglm_huber_l1,1.3387574776786741,0.007448453621642015,,122,5,5,5,5,0.07491386029129901,0.27972027972027974,0.012828267397208083,0.043060442915728935,0.09090909090909091,0.435112383938575,0.4501076495673042
55,0.1792226313530291,0.41783517920290614,121,60,0.8483658897997864,30,15.035268683522144,skglm_huber_l1,1.451701659298316,0.006819787130931176,,121,5,5,5,5,0.07130154506953755,0.27972027972027974,0.015066190245427293,0.0381056290989154,0.01818181818181818,0.38914374418036884,0.44144800297484976
56,0.1792226313530291,0.42047067192458,120,60,0.8477324887806124,30,15.625135911856454,skglm_huber_l1,1.4618067552609189,0.006990670695081162,,120,5,5,5,5,0.07130154506953755,0.27972027972027974,0.015099808835285108,0.03849335793262419,0.07878787878787878,0.3851931372354197,0.44341096798849655
175,0.17818895345880198,0.6223583052886753,120,17,0.899291292838447,19,13.443536201963175,skglm_huber_l1,1.3640449425744972,0.004899848325173201,,120,5,5,5,5,0.06785595208878048,0.27972027972027974,0.013953006470976534,0.03962949358488717,-0.01818181818181818,0.42453866411549174,0.4219046000297628
46,0.1776220978393871,0.4868133572094277,119,60,0.8064408698326853,27,15.973844130061044,skglm_huber_l1,1.4922361011235914,0.005413665573627249,,119,5,5,5,5,0.06596643335739756,0.27972027972027974,0.0158860928429357,0.033962340748003986,0.09090909090909091,0.37346415556678475,0.42919941253246163
54,0.17757208116708578,0.4176043375936409,119,59,0.8488808911735855,30,15.014701634953996,skglm_huber_l1,1.4919869889713147,0.0059130152874046025,,119,5,5,5,5,0.0657997111163932,0.27972027972027974,0.015838963978649045,0.03448081535121923,0.09090909090909091,0.37355916814286577,0.4337736079995518
57,0.1759215309811425,0.41663466253526893,120,54,0.8489393583860364,30,14.82242943194338,skglm_huber_l1,1.4906562181117127,0.0032505543854743158,,120,5,5,5,5,0.06029787716324883,0.27972027972027974,0.016506378517487746,0.031739662666394275,0.01818181818181818,0.37406681859216023,0.4067205180582154
101,0.17452106415670574,0.4527288184782662,124,38,0.8806589582822701,22,15.959686459785488,skglm_huber_l1,1.2848739172661128,0.01980425256298402,,124,5,5,5,3,0.05562965441512634,0.27972027972027974,0.02523356196501091,0.031501778757191595,0.4303030303030303,0.45815587598224017,0.6960457491946559
112,0.15918285120113865,0.45845119558058034,122,62,0.8388998545191644,27,15.741896550768029,skglm_huber_l1,1.4167058383667874,0.013750930672340766,,122,5,5,5,5,0.08841836181265335,0.23776223776223776,0.013120780548213912,0.04054157643976912,0.04242424242424243,0.403035186057867,0.5321612996170768
118,0.15839366039091204,0.4844523571085209,120,51,0.8228355726596972,20,15.103897508954283,skglm_huber_l1,1.2588327644824873,0.0024658753179316976,,120,5,5,5,5,0.07180171179255068,0.24475524475524477,0.013558799703921057,0.036514137490785116,0.11515151515151516,0.4695319242255632,0.403246869376233
43,0.14961299456748753,0.45820547162287784,122,63,0.8146663960316107,27,15.200037267102077,skglm_mcp,1.494722856779287,0.0016772249617848717,4.4868105069376,122,5,5,5,5,0.056518839700483006,0.23776223776223776,0.01737543477493364,0.03298851018892143,0.38181818181818183,0.3725168982217478,0.3807990128289911
132,0.1402098601748408,0.5666331693845649,114,15,0.923308858862137,19,14.50558071785796,skglm_huber_l1,1.481831529284377,0.00784898590009159,,114,5,5,5,5,0.025175058391660572,0.23776223776223776,0.014749658828770192,0.019206752183431545,0.3575757575757576,0.37744625594264775,0.3216429961324565
167,0.13959298788312463,0.49187099753649227,114,17,0.9283178857675153,18,13.791571378923384,skglm_huber_l1,1.3997219492488246,0.011999537659786305,,114,5,5,5,5,0.023118817419273283,0.23776223776223776,0.01396536470650059,0.01593348878315659,0.3696969696969697,0.40989265146181564,0.3575440488487198
173,0.13950962676262244,0.6081841091439347,114,24,0.9158983052229099,15,13.278227355219725,skglm_huber_l1,1.404305370229195,0.009926756117786161,,114,5,5,5,5,0.022840947017599325,0.23776223776223776,0.014424888588430383,0.014445641783031612,0.4303030303030303,0.40803462775178656,0.33498675681936363
178,0.13819252105868787,0.6560272996134794,114,15,0.8972062920746741,19,13.093708024655827,skglm_huber_l1,1.4019999790106898,0.005243817778007284,,114,5,5,5,5,0.018450594671150795,0.23776223776223776,0.013648239815256173,0.007678174935699788,0.3575757575757576,0.40896854844204217,0.28659787598502695
120,0.13707548204395856,0.4121162955900666,114,69,0.8702116930505142,26,14.094672385650172,skglm_huber_l1,1.2152370794304719,0.015919848166205574,,114,5,5,5,5,0.01472713128871976,0.23776223776223776,0.015306722004638436,0.00029306077275188976,0.47878787878787876,0.48890594364136686,0.3737125551575382
63,0.13679205423425111,0.43274464146010294,114,60,0.8938144812544402,28,13.804920808814957,skglm_huber_l1,1.326593441106617,0.007740630302437068,,114,5,5,5,5,0.013782371923028305,0.23776223776223776,0.012290544510832285,0.012461817687771118,0.34545454545454546,0.4402543297109678,0.3027054262687403
188,0.13630855973533845,0.4936374835721458,114,19,0.9109822198142175,21,14.263226957876642,skglm_huber_l1,1.255201063357878,0.012787903861983257,,114,5,5,5,5,0.01217072359331935,0.23776223776223776,0.01385120812411736,0.006145245118824904,0.3333333333333333,0.47113034152245337,0.34617167078464983
89,0.13251312213478014,0.4711272413532102,99,63,0.9231410319156774,26,12.323050460225792,skglm_huber_l1,1.002358160442749,0.07505158624660842,,99,5,5,5,3,0.09742136282688958,0.1888111888111888,0.016638967722347534,0.00046437290548843895,0.17575757575757575,0.5884452050970507,0.6971351213852903
193,0.1298622385028106,0.5941394737073654,88,15,0.9374727424781879,21,13.897477435022298,skglm_huber_l1,1.3917925796763837,0.004599277599809468,,88,5,5,5,5,0.08858508405365773,0.1888111888111888,-0.01880525469685103,0.0642840076599453,-0.28484848484848485,0.4131197966346445,0.3929273806590914
45,0.10945566942071053,0.48560018998411286,132,61,0.812040576207558,27,15.924517014034045,skglm_mcp,1.3953016187887548,0.005549408784280302,5.806961889400947,132,5,5,5,4,0.10447927102940811,0.14685314685314685,0.038642561701040086,0.10047500719829704,0.6848484848484848,0.4116897287294846,0.3857695750969077
155,0.10673786367550384,0.580758486038045,114,18,0.9163405757355756,19,14.238430417090996,skglm_huber_l1,1.3173254954294489,0.005299591214097598,,114,5,5,5,5,0.011503834629301851,0.1888111888111888,0.012419642688707874,0.016974943413335115,0.3212121212121212,0.44419579912525736,0.2643682996140251
48,0.10280916489055972,0.39368959909368256,132,49,0.7884613650180129,27,15.131596333333393,skglm_huber_l1,1.3875091601295633,0.016330345101497102,,132,5,5,5,4,0.13826831187296137,0.11888111888111888,0.035345496176085484,0.09703476170860485,0.6,0.4148698259693708,0.49697292830636974
197,0.042839641234956975,0.5818676001535827,89,21,0.9384940963200484,18,8.532910600591435,skglm_huber_l1,1.3537670247468843,0.01377446737807461,,89,5,5,5,5,0.10620206751978664,0.03496503496503497,-0.10475741115151668,-0.003169557827244246,-0.7212121212121212,0.42881724631139473,0.2980555314797617
10,0.03923394511902603,0.612612689406136,40,15,0.9303891902147263,18,14.446339648518645,skglm_mcp,0.5507502708542344,0.0001864619031290536,9.946538658222357,40,7,7,7,7,0.009614315897918937,0.08391608391608392,-0.018760569551453315,-0.01124861929413539,-0.10303030303030303,0.8074836435244065,0.19146792448970795
49,0.0003982213864200182,0.39898618012594805,131,50,0.7847106622437713,27,15.238327699641406,skglm_huber_l1,1.389518099093592,0.005644422518203051,,131,5,5,5,5,0.1465488498428453,-0.055944055944055944,-0.023302779670861314,0.10059847845102182,-0.09090909090909091,0.4140484240628028,0.343118124146224
28,0.00038143255390188716,0.5215637242926369,109,68,0.9300037876325016,19,14.245076813679841,skglm_mcp,0.6152553486771765,0.0005322888882647594,4.157274643809207,109,5,5,5,5,0.1045348451097429,-0.03496503496503497,-0.0313672265557046,-0.08487039978894727,-0.16363636363636364,0.7773493685463603,0.3196576769158177
144,-0.01130556332366938,0.5895450708581274,111,18,0.9420710389656484,19,13.784474192723179,skglm_huber_l1,1.4296755730444075,0.0031231011990619137,,111,5,5,5,5,0.14949427610058927,-0.07692307692307693,-0.035708074238664136,-0.05500785710910177,-0.3212121212121212,0.3978491199108981,0.3543589502400699
30,-0.012005796735887753,0.44621094862012656,109,75,0.8301745684774993,22,13.538672286071609,skglm_mcp,0.9013476354752725,0.000573140327803299,4.294096506988625,109,5,5,5,5,0.14716016472652801,-0.07692307692307693,-0.03613394462046628,-0.06103328739603587,-0.15151515151515152,0.6376740211664245,0.3335199832101565
31,-0.012355913441996942,0.4342423810722204,111,73,0.8267234655607111,21,13.753363961299915,skglm_mcp,0.8805935767123532,0.0005099244821561207,4.255185428451228,111,5,5,5,5,0.1459931090394974,-0.07692307692307693,-0.036040280366480285,-0.06028034664142717,-0.12727272727272726,0.6478722742361616,0.33305124220162363
41,-0.015718106432779266,0.4185927705039552,109,74,0.8309935957721845,22,13.949503154327326,skglm_mcp,0.6282912554601858,0.00045155679904843304,3.536404513142472,109,5,5,5,5,0.14877181305623696,-0.08391608391608392,-0.035749373087887185,-0.0600053203777677,-0.09090909090909091,0.7711525850517805,0.32404552566404665
170,-0.01954712169837383,0.6391324299016138,111,26,0.9083751006460319,21,12.975915149564779,skglm_huber_l1,1.32123089161813,0.003434932765755936,,111,5,5,5,5,0.1499944428236024,-0.09090909090909091,-0.036270618326897576,-0.061739556343846765,-0.28484848484848485,0.4425323249757752,0.3515855009977715
176,-0.020113977317788703,0.6421302097625043,112,18,0.9060940624868961,16,12.654320729286667,skglm_huber_l1,1.3769235731903517,0.0037991449003390207,,112,5,5,5,5,0.14810492409221948,-0.09090909090909091,-0.03597098348084398,-0.05511606928702131,-0.3212121212121212,0.41921450001324795,0.3547099426778897
165,-0.020564127368500516,0.49953971869912017,112,19,0.9116532371355746,12,13.613133593292558,skglm_huber_l1,1.33999182055387,0.002849733296028991,,112,5,5,5,5,0.1466044239231801,-0.09090909090909091,-0.03603769700651198,-0.06031476266790609,-0.23636363636363636,0.434592697971551,0.3501360093613697
22,-0.021303651331678906,0.7076417006942777,112,61,0.9198192523645102,9,8.0917972882808,skglm_mcp,0.8369735836639565,0.01055493144261258,3.8972682289069382,41,5,5,5,5,0.0042792041857789495,-0.02097902097902098,0.062346844385353845,0.16567255038140005,0.793939393939394,0.6693507349768351,0.32052319930153716
137,-0.04129306498601494,0.532017012187931,112,22,0.9430009517050773,18,13.938368430622885,skglm_huber_l1,1.4982832412183105,0.0030173599269582895,,112,5,5,5,5,0.14743803512820197,-0.1258741258741259,-0.03548772061542165,-0.05683393761149408,-0.22424242424242424,0.3711633608322735,0.3570616105638804
149,-0.04184324838132937,0.5529245772322996,113,25,0.9124546348443306,18,13.795414506323322,skglm_huber_l1,1.4303067443622315,0.004136483548062928,,113,5,5,5,5,0.14560409047715386,-0.1258741258741259,-0.03594012280230368,-0.05458402607891689,-0.24848484848484848,0.39759779346081636,0.35920507667179025
142,-0.047156091591862875,0.5464366445051546,113,16,0.9298528900388381,17,13.335318537601967,skglm_huber_l1,1.404240626324287,0.004934317108949426,,113,5,5,5,5,0.14188062709472282,-0.13286713286713286,-0.03587669084200083,-0.052694821806071504,-0.3333333333333333,0.4080609166344931,0.36172636870484065
88,-0.049456858517723246,0.3964289334273253,112,56,0.9277504307637696,25,12.827429545014112,skglm_huber_l1,1.2382347524924846,0.011234479491345381,,112,5,5,5,5,0.13421140400852158,-0.13286713286713286,-0.036953079192038156,-0.06133536542333397,-0.296969696969697,0.47863556617914244,0.39150624332646733
91,-0.06319465456806603,0.4243743281027432,129,58,0.888621084556574,28,13.870835179212177,skglm_huber_l1,1.3655704624490994,0.009086639097072535,,129,5,5,5,5,0.13037679246542097,-0.15384615384615385,-0.022743691699342233,0.10782981122127543,0.01818181818181818,0.42390574965366096,0.3566561681526004
5,-0.06392858225373836,0.7257995766256756,130,54,0.926562270506935,7,6.351794349029742,skglm_mcp,0.583015934534223,0.002273762810253686,8.801162564063505,41,5,5,5,5,0.0020562409723872874,-0.09090909090909091,0.06171510814229365,0.1554473525621219,0.7090909090909091,0.7925296753875969,0.3408106758245233
185,-0.06437278620169104,0.6116531895576623,110,19,0.9443567635845583,20,14.046270609637473,skglm_huber_l1,1.3013179736876248,0.00936520870002311,,110,5,5,5,5,0.14043570100601824,-0.16083916083916083,-0.036342917495740285,-0.06254367753252638,-0.45454545454545453,0.4510513719662215,0.3816697796126203
117,-0.06711810690075717,0.4662132453255209,110,27,0.8929784237297724,18,14.24522501686829,skglm_huber_l1,1.3720037135699374,0.004728190411955285,,110,5,5,5,5,0.1452706459951451,-0.16783216783216784,-0.03580002788942788,-0.053565028070174506,-0.3696969696969697,0.4212436232455941,0.358504542687863
183,-0.06811844034678342,0.6764417022387035,113,16,0.9246908399436162,19,13.415129070377855,skglm_huber_l1,1.3068998619217527,0.00662547390959847,,113,5,5,5,5,0.14193620117505762,-0.16783216783216784,-0.03621765944754731,-0.05318628544745611,-0.24848484848484848,0.44865396780561106,0.36479078134129095
158,-0.0682018014672856,0.5111079604331877,113,17,0.9228621468076551,14,13.126235010715856,skglm_huber_l1,1.3578100512926616,0.00622066679354609,,113,5,5,5,5,0.14165833077338366,-0.16783216783216784,-0.036067440556417335,-0.05254805086805039,-0.23636363636363636,0.4271310909773952,0.36431477656098266
126,-0.075259631930859,0.5258261750154114,112,24,0.9456717961178203,21,13.776471910406457,skglm_huber_l1,1.4459526991667253,0.006643925710823902,,112,5,5,5,5,0.14610425720016698,-0.18181818181818182,-0.03549407428453289,-0.05464907117731778,-0.44242424242424244,0.3914034643838572,0.37441848420905965
