trial,objective,screen_fdr,screen_fallback_k,stability_b,stability_pi,stability_q,ess_divisor,model_type,k_weight,alpha,gamma,n_screened,n_css,n_vif,k_selected,active_k,val_ic,val_tail_ic,lb_ic,lb_tail_ic,lb_mono,ess_pct,gini
177,0.26485722710152504,0.3919236888235365,63,28,0.9440620890296806,26,10.831996566235336,skglm_mcp,1.3590497026152997,0.0005454997618679382,6.226718711682496,63,5,5,5,5,0.14667604179810187,0.3847573576034908,0.08837390543390405,0.07775866771578874,0.7818181818181819,0.2365198534588481,0.2805182780537909
151,0.2639215846842764,0.37500286346545364,61,34,0.9370878172524699,24,10.382711767181426,skglm_mcp,1.4126469988318027,0.00016620029517332963,8.995930216491551,61,4,4,4,4,0.14818141503973067,0.3791119336205953,0.09005992150713214,0.07924639732769796,0.7454545454545455,0.2135310683139535,0.10564666272468837
152,0.2639047746830782,0.37428531907548657,60,33,0.9378184552394095,24,10.328935323391832,skglm_mcp,1.4145674044078236,0.0003679670128071498,9.008045313427766,60,4,4,4,4,0.14812538170240339,0.3791119336205953,0.09013595246094992,0.08003534484916497,0.7454545454545455,0.2127399533293968,0.10564561865177668
156,0.2638755453526366,0.3848281912538152,61,29,0.9440677165899232,26,10.036551028405066,skglm_mcp,1.4140277522388034,0.0002148686125944909,7.654067881862327,61,4,4,4,4,0.1480279506009313,0.3791119336205953,0.08999781908893112,0.08004436139226745,0.7454545454545455,0.21296198645303416,0.10547094841433347
150,0.26384217624578044,0.3758280159481434,60,33,0.9344514635732551,24,10.340365115230798,skglm_mcp,1.4095095543481109,0.00022566801693684347,8.973637741287474,60,4,4,4,4,0.14791672024474428,0.3791119336205953,0.08997886371339253,0.07839884227606482,0.7454545454545455,0.21482842023982557,0.10611031635983337
160,0.2636775215303655,0.3889625316901237,61,34,0.9240856464284356,25,11.31518365017216,skglm_mcp,1.3904991361379309,0.0006454663677948306,8.11977643655115,61,4,4,4,4,0.14867066134326004,0.3784605385456459,0.08971851529577408,0.07835826783210366,0.7454545454545455,0.22281769153683684,0.10897047836709306
124,0.2636408907814859,0.3566180432166117,62,38,0.9364042837639927,24,10.274083312948132,skglm_mcp,1.3853194639751636,0.0003514668557499696,8.202850908704125,62,4,4,4,4,0.14854855884699458,0.3784605385456459,0.08962496021945103,0.07859720622431939,0.7454545454545455,0.22503275316815044,0.10958812285564945
162,0.2636408907814859,0.4054949208370028,61,28,0.9498026589266498,26,11.097789406503862,skglm_mcp,1.3889018203203833,0.0006586995563737545,7.430584283804254,61,4,4,4,4,0.14854855884699458,0.3784605385456459,0.08961071750633917,0.07776768425889122,0.7454545454545455,0.22349901421125545,0.10924161462735493
161,0.2636408907814859,0.38903579686153716,61,29,0.9496427404419249,25,11.28041237340317,skglm_mcp,1.3854470920235722,0.0006019636154313857,7.405469227974531,61,4,4,4,4,0.14854855884699458,0.3784605385456459,0.08963431572708333,0.07859720622431939,0.7454545454545455,0.2249779457269713,0.10958075551473434
149,0.2633058167760455,0.39878352725621,60,33,0.9379656573398587,24,10.299296241480425,skglm_mcp,1.4160876575618595,0.00016134039275835372,8.990788356031135,60,4,4,4,4,0.14830017226212583,0.3780262751623462,0.09000068159499772,0.08031485768534186,0.7454545454545455,0.21211523011673328,0.10510776811231648
193,0.26326535836447273,0.40421004090909596,60,37,0.9267230668459993,24,11.444331549400399,skglm_mcp,1.4515956991763137,0.0012047145003595359,7.520065684049517,60,4,4,4,4,0.14859957427351644,0.3778091434706964,0.09112250470422083,0.0833804823401851,0.806060606060606,0.1979228884674782,0.0998176464293925
197,0.26325061373437,0.4048160301952355,56,39,0.9171457783495568,24,12.00297620554401,skglm_mcp,1.4597637025510455,0.0012188153027263152,8.39766744960559,56,4,4,4,4,0.14985321565640622,0.3771577483957469,0.09138341165960837,0.08541371280979437,0.7454545454545455,0.1947657208110011,0.0985348622612201
196,0.2631559679089144,0.4034508248397178,56,35,0.9190283984043364,24,11.358356284158562,skglm_mcp,1.4506729365345994,0.001287024101233628,8.321233178772454,56,4,4,4,4,0.14823493942165525,0.3778091434706964,0.09104745119149896,0.08246530321528336,0.806060606060606,0.19828196680823038,0.10054252170855649
198,0.26310333805223063,0.4056183785762949,56,39,0.9188200648670589,23,12.065683193102608,skglm_mcp,1.4579134001386862,0.0014868068118618447,8.331124177556473,56,4,4,4,4,0.1493622967159417,0.3771577483957469,0.09131924963338381,0.08606741218472418,0.7454545454545455,0.1954774013785429,0.0987933334658262
154,0.26309254954399897,0.38477973211805144,60,32,0.9431320971264407,24,10.48959462111076,skglm_mcp,1.4578038693190087,0.0006897970382444537,9.229226164796435,60,4,4,4,4,0.14932633502183612,0.3771577483957469,0.09131844673534074,0.08555346922788282,0.7454545454545455,0.1955195759618005,0.09882719059083733
199,0.26224705164244716,0.42427667411345993,54,39,0.9150219633469935,23,12.14125648287509,skglm_mcp,1.4665162972367167,0.001310390019216914,8.320441493260951,54,4,4,4,4,0.1497649840580774,0.3755292607083732,0.09138288803044983,0.08670307847344903,0.7454545454545455,0.19218583217886992,0.09748332780184432
194,0.26224705164244716,0.4018460166747195,60,37,0.9257221457763783,24,11.465285973786466,skglm_mcp,1.4658120425725916,0.0011705190750715782,8.233432679438156,60,4,4,4,4,0.1497649840580774,0.3755292607083732,0.09126884159972318,0.08610798662868534,0.7454545454545455,0.19245358844136082,0.09765393795341915
121,0.26214907693397116,0.3778130631628437,62,38,0.9368323803616136,24,11.27103160237904,skglm_mcp,1.4729704114629818,0.00021951695377303758,8.25266942562209,62,4,4,4,4,0.14943840169649072,0.3755292607083732,0.09134190532164264,0.08827195697328058,0.7454545454545455,0.1897454727527707,0.0965384993689784
118,0.2617882249174718,0.3794176110060766,57,27,0.9291327465510502,24,10.603832221241118,skglm_mcp,1.3829068324702372,0.00020063694855849314,8.192705581240103,57,4,4,4,4,0.14866982502479245,0.3753121290167234,0.08954913871729667,0.07794350684938958,0.7454545454545455,0.22607013791106467,0.1103667336332459
171,0.2617828306633559,0.3942255959439935,61,30,0.9394438048817632,25,10.416003564026742,skglm_mcp,1.3808137027001686,0.0006914818968084317,6.562311644391984,61,4,4,4,4,0.14865184417773966,0.3753121290167234,0.08958753818892182,0.07819597005625901,0.7454545454545455,0.2269729969113372,0.11070041242437889
120,0.26174155834698126,0.37852154827542056,62,38,0.9368773925430594,24,11.302139172108106,skglm_mcp,1.385787841481824,0.0002018540571969699,8.040889318830464,62,4,4,4,4,0.14851426978982415,0.3753121290167234,0.08956366069929309,0.07801113092265817,0.7454545454545455,0.22483178072197493,0.10954478962376135
159,0.26173754401833693,0.3887820612075481,61,34,0.9256981129760822,25,11.025138701108608,skglm_mcp,1.3839395234049061,0.00035617360645504546,7.815473889059319,61,4,4,4,4,0.148500888694343,0.3753121290167234,0.08954666020594632,0.07830867684504002,0.7454545454545455,0.22562566357989644,0.11006202129382414
187,0.26173754401833693,0.39041779069462296,60,21,0.9275083128098564,24,11.585787649349719,skglm_mcp,1.3863716883206023,0.000810489882138332,7.862741909290845,60,4,4,4,4,0.148500888694343,0.3753121290167234,0.08957936957404881,0.07933656275872276,0.7454545454545455,0.22458141238190407,0.10946146581749816
119,0.26143536944346657,0.3818652712286829,61,35,0.9368664981580105,24,11.405498411882526,skglm_mcp,1.3684431087354654,0.00020843383669346286,8.11747465339921,61,4,4,4,4,0.1481450351863913,0.37498643147924865,0.08929678437149838,0.07677135624606715,0.7454545454545455,0.23236382063045058,0.1121065571207498
165,0.26143386407022495,0.39073540145286173,61,28,0.9497000922321615,26,10.39265913731948,skglm_mcp,1.3717195014500416,0.00033785580429363866,7.019072115196829,61,4,4,4,4,0.14814001727558587,0.37498643147924865,0.08938234537600129,0.07769104364252014,0.7454545454545455,0.23092692175576854,0.11156851122514633
166,0.2614307687779164,0.39017262396964597,64,28,0.9496985366161012,27,10.137190163566277,skglm_mcp,1.3770471792753283,0.0006628486322215424,7.085712892928488,64,5,5,5,5,0.14697962540183035,0.3788948019289455,0.08906736498284347,0.07887221078894503,0.8181818181818182,0.2286044098610102,0.28115645582072246
116,0.2614190612333489,0.3694951308733848,61,31,0.9332975244834203,24,11.67308404644353,skglm_mcp,1.3699078957401538,0.00011888210289000616,9.086385609103555,61,4,4,4,4,0.14809067448599916,0.37498643147924865,0.08926208521259348,0.07677135624606715,0.7454545454545455,0.23172059170035428,0.11186698715245535
126,0.26080091584030113,0.3552596608026585,61,38,0.9365088916764043,24,11.015909179128617,skglm_mcp,1.3150098965499266,0.00023214848378398916,7.987091785941513,61,4,4,4,4,0.14646445322580626,0.3747692997875988,0.08799710189142973,0.07269137049219489,0.6848484848484848,0.2567258790481922,0.11982591787590646
141,0.26075174031440795,0.3592991481744233,55,29,0.9274807977260133,22,10.87887289757784,skglm_mcp,1.3121508345362627,0.00012889827544548303,9.254110429796498,55,4,4,4,4,0.14630053480616226,0.3747692997875988,0.08789810107185803,0.07279956900942465,0.6848484848484848,0.25807873038358464,0.12026265053952123
107,0.26073900586003523,0.37167033688835366,57,34,0.9314966539943558,23,11.457871777231329,skglm_mcp,1.275139041013595,0.00010723108693200037,9.09071116606059,57,4,4,4,4,0.1466923500082195,0.374552168095949,0.08801336930395458,0.07343072702659827,0.7575757575757576,0.27603997518849926,0.12490397941517806
108,0.2606963536181891,0.37295883443483735,58,33,0.9306179515042868,24,10.726031683822315,skglm_mcp,1.2748879827270332,0.00010280012602835484,9.077530407655786,58,4,4,4,4,0.14655017586873234,0.374552168095949,0.08805539927107882,0.07343072702659827,0.7575757575757576,0.27616458271825034,0.12490467226297652
104,0.26016855671161776,0.35939683552743434,59,41,0.934822487843769,23,10.518258185153861,skglm_mcp,1.286096221915061,0.0001296265397242393,9.121504485523776,59,4,4,4,4,0.14674503807167652,0.37357507548352475,0.08800907554485467,0.07347580974211067,0.6848484848484848,0.27063602181368096,0.12341315337789172
109,0.26013819835124496,0.3717588916375101,59,36,0.9317165892533018,24,10.742758519614322,skglm_mcp,1.286539193574039,0.00011349606363987904,8.929380583430984,59,4,4,4,4,0.14664384353710036,0.37357507548352475,0.08798802565268199,0.0732323630783437,0.6848484848484848,0.27041908086732375,0.12336593905607396
