trial,objective,screen_fdr,screen_fallback_k,stability_b,stability_pi,stability_q,ess_divisor,model_type,k_weight,alpha,n_screened,n_css,n_vif,k_selected,active_k,val_ic,val_tail_ic,lb_ic,lb_tail_ic,lb_mono,ess_pct,gini,gamma
190,0.33931421046102433,0.5256485551737032,115,60,0.7898308789366845,16,14.318467603385603,skglm_mcp,1.4655809096147647,0.0020793175383496763,40,8,8,8,8,0.11338634634786393,0.535497177594442,0.06590523684922875,0.045047055511455145,0.7575757575757576,0.22528209242709848,0.3243371918873079,3.311903175786717
171,0.3393034219167018,0.5386002650166226,124,58,0.7433547588310349,17,14.010987050794546,skglm_mcp,1.471663384935041,0.00213258937833015,40,8,8,8,8,0.1133503845334555,0.535497177594442,0.06612062256665609,0.04497492251624064,0.7818181818181819,0.22317597145257995,0.32449574016689287,3.272254732182421
199,0.3393034219167018,0.5344957386503273,45,58,0.7660254617990852,18,13.511677930264048,skglm_mcp,1.4719143131544719,0.004317454094418611,40,8,8,8,8,0.1133503845334555,0.535497177594442,0.06613535397228887,0.04497492251624064,0.7818181818181819,0.22308949315270712,0.3244777073402678,3.3590555577174923
136,0.33929162978686095,0.5601382516050026,78,61,0.7577758922073579,19,13.71690428225262,skglm_mcp,1.4716532610935675,0.00025675686009694486,52,8,8,8,8,0.11331107743398583,0.535497177594442,0.06617354391959283,0.04497492251624064,0.7818181818181819,0.2231795022653979,0.3245282394969733,3.7398202412664254
177,0.33929162978686095,0.5539596978865788,120,60,0.7732389790888465,17,13.260866335762067,skglm_mcp,1.4669460706687159,0.0032724013209246474,44,8,8,8,8,0.11331107743398583,0.535497177594442,0.06593246551366852,0.04507410538466058,0.7575757575757576,0.22480781022892443,0.32435183889478614,4.082312539081696
151,0.33925499891544025,0.5316919572365457,124,56,0.7619840348294453,16,13.78547902596629,skglm_mcp,1.4844809130933672,0.002968554645622617,40,8,8,8,8,0.11318897452925025,0.535497177594442,0.06634236163911934,0.04663398140617414,0.806060606060606,0.21879728450331576,0.3248115888047143,3.1739848766849743
139,0.3392492282987096,0.5581148599921749,132,61,0.7519555535065738,19,13.17177094047172,skglm_mcp,1.4820952500906603,0.0014189092853030992,52,8,8,8,8,0.11316973914014807,0.535497177594442,0.0662061834083764,0.04637249929852158,0.806060606060606,0.2196061422658521,0.3247768733537413,3.539429115915114
145,0.3392332963786054,0.5549552615442834,129,58,0.7577241818621928,17,13.90073163511532,skglm_mcp,1.4892804844740148,0.00025300789015979345,52,8,8,8,8,0.11311663273980074,0.535497177594442,0.06668251049335142,0.04695857988463939,0.8181818181818182,0.2171782560126726,0.3249738116682366,3.2485393410272865
164,0.339201432538397,0.52112323276942,119,56,0.7589346363968632,16,13.720711658397923,skglm_mcp,1.4593736954642051,0.001945036284105815,40,8,8,8,8,0.1130104199391061,0.535497177594442,0.0657216528155253,0.04341955480692799,0.7818181818181819,0.2274502776389898,0.3243807724507861,3.555183633626356
197,0.3391857515146724,0.5543474357018454,119,56,0.7734602587663643,18,13.539255934690381,skglm_mcp,1.4672526294635833,0.0023784158271802566,44,8,8,8,8,0.11295814986002409,0.535497177594442,0.06601984159968483,0.04375767822199596,0.806060606060606,0.2247014422749364,0.3246664701613897,3.167613701142734
187,0.3389881719366894,0.5376721575525196,119,60,0.7893170085220944,17,14.594830435949683,skglm_mcp,1.4465637473901152,0.003334864640527069,40,8,8,8,8,0.11338509186596596,0.5349544072948328,0.06529849144329612,0.04192279515622712,0.793939393939394,0.23198550911836846,0.3238473946659941,3.372528652492721
76,0.3384380332944803,0.5785662455499707,81,78,0.7715346036125184,20,15.509051068070619,skglm_mcp,1.4526443737628143,0.00013874552617032914,53,8,8,8,8,0.11307105323084123,0.53419452887538,0.06559451589771813,0.04295069033803374,0.793939393939394,0.22982245156931322,0.32403702268598367,6.021662970208751
180,0.3380269160720146,0.5491596126879846,118,61,0.7779966856287683,17,14.564791008747243,skglm_mcp,1.4359364434160313,0.0009727627016442139,40,8,8,8,8,0.11300331120835094,0.5335432045158489,0.06515498241828094,0.042085094395459745,0.7575757575757576,0.23581039073855378,0.3234794021869887,4.020794487406684
52,0.3380092278772533,0.6083161743336224,121,63,0.6844489097571779,17,14.619392150524025,skglm_mcp,1.435516729347326,0.001432182692300122,54,8,8,8,8,0.11294435055914644,0.5335432045158489,0.06517568318496397,0.042085094395459745,0.7575757575757576,0.23596264151639718,0.3234593502042007,3.4962720490234567
162,0.337782795215617,0.5407597292011107,126,54,0.7599127976463099,17,14.00382641766898,skglm_mcp,1.4934346582625548,0.0018366498276723147,40,8,8,8,8,0.1132751156195774,0.5330004342162397,0.06671103077392485,0.04759876021716807,0.806060606060606,0.21578598022460938,0.3254555283620406,3.5797094205565574
148,0.3377476697224739,0.543747768632719,128,54,0.7607420792662374,16,13.802439555259348,skglm_mcp,1.4942545581653197,0.002394325942021039,40,8,8,8,8,0.1131580306424337,0.5330004342162397,0.06671665104953357,0.04724711186549739,0.806060606060606,0.2155121914176054,0.3254863941972448,3.2093998214330393
185,0.33770973471825816,0.5529263990761374,118,54,0.7742352414665279,17,14.264067607715894,skglm_mcp,1.4492050306256514,0.0024307339352231286,44,8,8,8,8,0.11346579686806858,0.532783326096396,0.06536994923317842,0.04177852916579812,0.7818181818181819,0.23104365149209666,0.32416651948378106,3.161830469222846
161,0.3376890357669417,0.542324732519172,126,56,0.7608305794487167,17,13.824496427224856,skglm_mcp,1.4468542787560625,0.0015185152396801236,40,8,8,8,8,0.11339680036368033,0.532783326096396,0.06530844037837989,0.04197689490263799,0.7818181818181819,0.23188173160996547,0.3241315353360925,3.596184725670751
165,0.33737950543181583,0.5217201837281245,117,56,0.7603484420786307,16,14.119075262678225,skglm_mcp,1.4566740641488787,0.0018557194123677734,40,8,8,8,8,0.11279924881961477,0.5325662179765523,0.06561881224444899,0.04332938856290987,0.7575757575757576,0.22839917914811955,0.32411496041370014,3.3520604608671305
155,0.33713570994814346,0.5212334736040534,129,58,0.7446244763448171,16,14.198475838656524,skglm_mcp,1.4974237070680203,0.0029444212644688323,40,8,8,8,8,0.112420813447061,0.5323491098567087,0.06699895644610324,0.04892420400423451,0.8181818181818182,0.21445688646893168,0.3251139170387083,3.340542242516231
149,0.337051621253384,0.543906227768035,128,55,0.7601373905259349,16,13.907095441853361,skglm_mcp,1.4973360578529509,0.002400237169553773,40,9,9,9,9,0.111642616509688,0.5359313938341294,0.06575101090115844,0.04479008171600349,0.7212121212121212,0.21448603785315226,0.37354493243299003,3.243869541187095
181,0.33642545108580346,0.548547052983825,118,61,0.7780225738621589,17,14.548904201991096,skglm_mcp,1.4414030691925779,0.0010577445657504111,40,8,8,8,8,0.11309279758373934,0.5308293530178029,0.06521506002276918,0.04207607777105793,0.7575757575757576,0.23383583246275436,0.32385887659483825,3.892698410765802
182,0.33640387399715843,0.5464370682296233,112,61,0.7785237696675201,17,14.564971116865363,skglm_mcp,1.4413505303898837,0.0009362991998684205,40,8,8,8,8,0.1130208739549225,0.5308293530178029,0.0652260911227217,0.04207607777105793,0.7575757575757576,0.23385465755019078,0.3238520046844793,3.565611112776815
146,0.33613670674258833,0.5518787368382359,124,55,0.7595113565763968,17,13.917280200637954,skglm_mcp,1.4921790158772252,0.0014630153067006408,40,9,9,9,9,0.11206663139120128,0.53419452887538,0.06567278085371035,0.04547083685834033,0.7212121212121212,0.21620593403660973,0.3732452027422142,3.2424541609695137
134,0.33591322262236156,0.5661421169104506,78,61,0.7592383443414042,19,13.792934163766914,skglm_mcp,1.4995776547490958,0.0008610720230912848,52,8,8,8,8,0.11268801809132825,0.5301780286582718,0.06704838694462463,0.04892420400423451,0.8181818181818182,0.2137424202852471,0.3252719705762013,3.8396757309322527
160,0.33591322262236156,0.5427475536450322,126,56,0.7611543675362153,17,13.91595337400615,skglm_mcp,1.499473165606711,0.0017556415795034147,40,8,8,8,8,0.11268801809132825,0.5301780286582718,0.06700670614290533,0.04892420400423451,0.8181818181818182,0.2137770364450854,0.3252507215014988,3.6500466046119016
135,0.33591322262236156,0.5774166988796077,77,64,0.7577400046607352,19,13.792518537066044,skglm_mcp,1.4990483662041196,0.0002416270454192291,52,8,8,8,8,0.11268801809132825,0.5301780286582718,0.06702681346433775,0.04892420400423451,0.8181818181818182,0.21391780764557594,0.3252684921258193,3.8453189868118183
