date,0,1,2,3,4,5,6,7
2015-01-05,-0.7152391,0.16656466,-0.059283882,-0.17556876,0.4360379,0.2514806,0.2843199,-0.06667109
2015-01-06,-0.8168568,0.3065948,-0.09238002,-0.21354428,0.3972292,0.18592697,0.3650525,-0.18546808
2015-01-07,-0.576848,0.22031923,-0.0071416385,-0.18094331,0.49695343,0.22934604,0.20456117,0.078512855
2015-01-08,-0.6548397,0.25291523,-0.0456722,-0.19447435,0.468175,0.21279994,0.24344578,-0.0020089075
2015-01-09,-0.78122693,0.35276246,-0.1501948,-0.24507391,0.41530728,0.12767187,0.33057055,-0.19543299
2015-01-12,-0.567112,0.27920195,-0.025102748,-0.19284165,0.5114934,0.18780786,0.20191452,0.066944346
2015-01-13,-0.79460424,0.3472353,-0.14012423,-0.23511147,0.41331846,0.13402534,0.3472659,-0.20711261
2015-01-14,-0.6823422,0.33314198,-0.1183882,-0.24016736,0.45513523,0.13856056,0.26210248,-0.08762826
2015-01-15,-0.74216866,0.30727398,-0.087659694,-0.21278127,0.43228447,0.17059356,0.32049876,-0.12975901
2015-01-16,-0.73014235,0.25359693,-0.083089635,-0.20600769,0.4310593,0.20186242,0.29713517,-0.096913576
2015-01-19,-0.6212223,0.46221507,-0.19043064,-0.29430866,0.4916525,0.027322844,0.21670885,-0.085517585
2015-01-20,-0.82048655,0.34981313,-0.1510101,-0.23865722,0.39664727,0.124632336,0.38257986,-0.27263287
2015-01-21,-0.8008772,0.29915422,-0.13159464,-0.22481892,0.40295857,0.16299707,0.35129654,-0.21183604
2015-01-22,-0.7335676,0.26133853,-0.05633948,-0.1894922,0.43640774,0.20849404,0.3137112,-0.09619455
2015-01-23,-0.58794105,0.25260186,-0.05495433,-0.21120624,0.48918283,0.19668478,0.19442926,0.05300948
2015-01-26,-0.81018645,0.30549896,-0.1062452,-0.21505994,0.4011472,0.1741094,0.36479577,-0.20263362
2015-01-27,-0.62668943,0.33191696,-0.0114731155,-0.18810588,0.49192798,0.17458194,0.26598254,-0.006070517
2015-01-28,-0.7451527,0.33409286,-0.14411557,-0.24336821,0.42952526,0.13404316,0.3026101,-0.15525728
2015-01-29,-0.6929058,0.3014165,-0.0710213,-0.21325102,0.450975,0.17922848,0.27778035,-0.05927609
2015-01-30,-0.6502501,0.31746918,-0.042258687,-0.21242118,0.471505,0.18473548,0.24410772,0.010368992
2015-02-02,-0.68494225,0.2491704,-0.10792181,-0.21605888,0.45103306,0.18252224,0.25802583,-0.06805165
2015-02-03,-0.7698275,0.289307,-0.08405095,-0.2059039,0.4195587,0.18905073,0.33359647,-0.14673819
2015-02-04,-0.6577874,0.30402339,-0.08682339,-0.22242206,0.46672273,0.16514274,0.2463322,-0.039065234
2015-02-05,-0.5835793,0.210619,-0.05722061,-0.20409924,0.48984063,0.2180562,0.17722814,0.079557694
2015-02-06,-0.5530016,0.285176,-0.043082472,-0.21350332,0.51086575,0.18246645,0.1712031,0.096855305
2015-02-09,-0.63514614,0.2743845,-0.059977055,-0.20412777,0.4785747,0.18825924,0.23382902,-0.0010983795
2015-02-10,-0.7650444,0.3270691,-0.094811894,-0.2178786,0.42309445,0.1619308,0.3372274,-0.15917528
2015-02-11,-0.73756224,0.31859195,-0.113008305,-0.2231684,0.43625617,0.15226075,0.31002975,-0.14112158
2015-02-12,-0.7055531,0.25820795,-0.075978816,-0.2035818,0.44453466,0.19904399,0.2811117,-0.07353808
2015-02-13,-0.77072346,0.32746115,-0.13426122,-0.2324571,0.42019093,0.14300403,0.32923958,-0.18012747
2015-02-16,-0.77472705,0.29435042,-0.11297345,-0.21553406,0.41744405,0.16946086,0.33657748,-0.1770989
2015-02-17,-0.6780413,0.25381562,-0.06213554,-0.19966194,0.45597786,0.20308638,0.2656211,-0.043480963
2015-02-25,-0.6636402,0.26390642,-0.102275275,-0.21930866,0.46277016,0.17874908,0.23771861,-0.038851067
2015-02-26,-0.7200925,0.28341457,-0.06493801,-0.19817469,0.44307464,0.19142246,0.3051065,-0.09877165
2015-02-27,-0.69872,0.2637418,-0.07468112,-0.20510134,0.44686437,0.19484207,0.27956983,-0.0681096
2015-03-02,-0.7305595,0.25233826,-0.086243294,-0.2015945,0.43405586,0.19619903,0.30454174,-0.11136578
2015-03-03,-0.73148966,0.28624517,-0.15330656,-0.23972115,0.4304639,0.15100029,0.28278875,-0.13989304
2015-03-04,-0.7910786,0.33901143,-0.11337814,-0.2202624,0.41570264,0.14809057,0.35750642,-0.20346102
2015-03-05,-0.6402345,0.25673053,-0.027493322,-0.19503032,0.47001433,0.21644005,0.24209115,0.01596075
2015-03-06,-0.62405664,0.29271868,-0.03526614,-0.21049447,0.4779176,0.19960207,0.21864724,0.044855338
2015-03-09,-0.80256635,0.27061108,-0.10513519,-0.20342554,0.4061905,0.18673104,0.35977545,-0.19685078
2015-03-10,-0.7187599,0.27550915,-0.10022804,-0.21372019,0.44023633,0.17875588,0.28960747,-0.10281107
2015-03-11,-0.6254882,0.27645737,-0.05371244,-0.2057254,0.47935605,0.18630815,0.23497018,0.0026689395
2015-03-12,-0.6190304,0.3070643,-0.029531106,-0.19983374,0.486525,0.18000543,0.24594793,0.008244
2015-03-13,-0.7219348,0.27477625,-0.08478555,-0.20683213,0.43976408,0.18753743,0.29619902,-0.101853445
