date,0,1,2,3,4,5,6,7
2015-01-05,0.11844212,-0.32756925,0.12182217,-0.20792146,0.37022534,0.19485763,-0.1727187,-0.2517665
2015-01-06,0.23341838,-0.44984096,0.026345879,-0.15400216,0.5386166,-0.08718524,-0.24352297,-0.26696643
2015-01-07,0.10662577,-0.26565975,0.16324577,-0.18118049,0.3152104,0.27720746,-0.16012108,-0.26541793
2015-01-08,0.24299777,-0.346653,0.07818524,-0.10911862,0.49308112,0.06737998,-0.26399022,-0.20881604
2015-01-09,0.26953465,-0.30382907,0.081957735,-0.065128565,0.5005682,0.11305521,-0.29145122,-0.17851713
2015-01-12,0.25940475,-0.30681986,0.08801978,-0.05788532,0.4807661,0.09103896,-0.27012432,-0.23022918
2015-01-13,0.18141668,-0.32084975,0.10416498,-0.1514353,0.42776424,0.15345293,-0.22225553,-0.21447323
2015-01-14,0.16176617,-0.2562412,0.14896712,-0.13773096,0.3675921,0.2602622,-0.21007425,-0.21658058
2015-01-15,0.18817693,-0.25651783,0.15030375,-0.09927895,0.37745613,0.21202663,-0.21559101,-0.25239214
2015-01-16,0.25140113,-0.39195913,0.041131772,-0.12725604,0.5359639,0.009494312,-0.27473253,-0.19890246
2015-01-19,0.25132728,-0.23577063,0.11935688,-0.063268274,0.45549375,0.24513194,-0.29405314,-0.1255672
2015-01-20,0.25587794,-0.36816674,0.052647464,-0.09340189,0.51675427,0.013229082,-0.26729605,-0.238135
2015-01-21,0.1615166,-0.28924266,0.13063386,-0.14980261,0.38396606,0.21286999,-0.20571074,-0.23546068
2015-01-22,0.19388485,-0.3190574,0.10618896,-0.13274394,0.4284947,0.13870658,-0.22461155,-0.23848124
2015-01-23,0.107532635,-0.22451669,0.18915048,-0.17032643,0.29318163,0.34671843,-0.16989544,-0.23832007
2015-01-26,0.2409294,-0.32324195,0.091963254,-0.08230483,0.46853068,0.077929795,-0.25260198,-0.24697421
2015-01-27,0.15268534,-0.25707287,0.15464485,-0.12156779,0.34246498,0.23383196,-0.1834982,-0.2883261
