date,gap_pct,intraday_return,day_range,am_return,pm_return,close_location,max_drawdown_intra,max_rally_intra,path_efficiency,first_30min_return,last_30min_return,high_time_idx,low_time_idx,am_pm_corr,volume_ratio_am_pm,volume_spike_open,volume_trend,volume_skew,realized_vol,range_vol_ratio,prev_day_vol,vol_of_vol
2015-01-05,0.010971786833855808,0.016279069767441787,0.039184952978056284,0.002713178294573689,0.013921113689095141,0.6699999993299997,-0.012057272042200463,0.03510140405479318,0.16867469872744026,0.0003875968992247635,-0.004177744018230202,43,11,,1.4564311762947324,3.8019596510949243,-0.40964006388154034,2.0482173253286264,0.01820251195247551,5.493747220807351,,0.004639853788918949
2015-01-06,-0.008390541571319526,-0.0030769230769230795,0.03432494279176196,-0.012307692307692318,0.009738994935722597,0.3444444440617305,-0.031308940022632875,0.023552123551214183,0.022099447507707322,0.008846153846153896,0.0007722007722008586,59,72,,1.6771802169852543,1.9981100160594605,-0.5029034033269988,0.8963345243896927,0.026343641674652533,3.41638414194489,2.622,0.00729867840942733
2015-01-07,-0.006558641975308605,0.005048543689320349,0.024691358024691377,0.0077669902912621425,-0.0026974951830443608,0.46874999926758165,-0.02251908396946571,0.01826661484577283,0.04391891890408107,0.0031067961165048568,0.00038654812524155,107,132,,1.3469668709638691,2.1729707655310713,-0.430715080694963,0.8440517788599671,0.0191027189304256,3.3503083984046937,2.592,0.0052923595209233825
2015-01-08,0.004250386398763571,-0.031165833012697344,0.038639876352395706,-0.028857252789534504,-0.0023771790808241786,0.07999999992000001,-0.03235747303543916,0.013121272365283414,0.30223880585737634,-0.011927664486340953,-0.008270972823946574,144,190,,1.4934587472814729,2.4817348814333724,-0.4059041219767565,0.7480162440730589,0.020308887639505745,4.923952571044827,2.588,0.007709189696223931
2015-01-09,-0.0031771247021445625,0.0055776892430279825,0.0587768069896744,0.006772908366534004,-0.001187178472497077,0.18918918906135865,-0.043230944254834994,0.05353575708935131,0.03684210525346332,0.0055776892430279825,-0.04176157934700071,231,193,,0.4483608156638504,1.516823354025478,0.5895979243136249,0.9977747726875759,0.032703815135426334,4.525465880191234,2.518,0.014280970969500895
2015-01-12,0.011489698890649729,-0.02075989032510769,0.03843106180665609,-0.027418723070896923,0.006846556584776441,0.43298969027526657,-0.03223270440251567,0.02233956133134271,0.15142857138530685,-0.004308656482569574,-0.006754072308303498,240,266,,1.1542090861616874,4.4313791380727885,-0.25983245344855416,2.7615425077921603,0.03098923337755549,3.130119370982634,2.524,0.015976990161675364
2015-01-13,0.0,-0.0060000000000000496,0.021199999999999976,-0.0007999999999999119,-0.0048057669203043695,0.26415094289782476,-0.019421323820848168,0.01366010445907362,0.06578947365535649,-0.004400000000000048,0.0024203307785396464,300,328,,1.2414976587596107,2.3553848547201044,-0.1229417251694493,1.3399675948718324,0.017501288927781685,3.028348364275758,2.5,0.0063141885469157645
2015-01-14,0.004024144869215385,-0.00040080160320636864,0.025754527162977714,0.003607214428857674,-0.003993610223642087,0.4374999993164093,-0.02061855670103077,0.010821643286139288,0.0045871559611980845,0.007615230460921716,0.007269789983845008,340,380,,1.4550153021512895,1.4778200833899793,-0.26162523841069535,2.6513857081683545,0.015308151687816306,4.1807790311392745,2.485,0.0046886466234332645
2015-01-15,0.0,0.03688853247794693,0.04611066559743374,0.009623095429029501,0.026597856292179325,0.9652173904650283,-0.007609130957148452,0.043583535107199874,0.3786008228894675,-0.005212510024057876,0.005834305717619478,431,388,,0.5269917642496317,1.1153381790784072,0.4066463665007647,1.508087202533718,0.017216498720462263,6.679639176306813,2.494,0.0061503205644855485
2015-01-16,0.00464037122969838,0.0023094688221709883,0.020494972931167803,0.0007698229407237197,0.0015384615384615398,0.43396226333214966,-0.01411674933231588,0.016253869968411157,0.02380952380007655,0.0034642032332564826,-0.005727376861397527,464,450,,1.3574044533071212,2.751860166324889,-0.37755804079895794,1.221637201095705,0.019008910596958743,2.7881660787895366,2.5860000000000003,0.006573549470079175
