date,0,1,2,3,4,5,6,7
2015-01-05,-0.46943936,-0.27665973,0.34971425,0.11563264,0.18753785,-0.021020934,0.40760988,-0.11599832
2015-01-06,-0.2939361,-0.106357485,0.5211525,0.092523545,0.17759724,-0.1838942,0.26351705,-0.25558183
2015-01-07,-0.30215177,-0.1668606,0.5332577,0.13251261,0.1387424,-0.15605387,0.26895133,-0.27997667
2015-01-08,-0.13881388,-0.023335211,0.51906383,-0.0033592433,0.15496445,-0.30372316,0.28365391,-0.20964497
2015-01-09,-0.45639423,-0.22203629,0.37455094,0.13968514,0.19580731,-0.0039599687,0.3965611,-0.102212325
2015-01-12,-0.2536136,-0.100890055,0.55489695,0.051291343,0.13249674,-0.26503074,0.21731317,-0.3179813
2015-01-13,-0.2601463,-0.111447915,0.52917725,0.12598473,0.16347453,-0.14932169,0.28261828,-0.23394838
2015-01-14,-0.20908454,-0.08861853,0.5593443,0.13215591,0.15580723,-0.17729811,0.27481306,-0.24743505
2015-01-15,-0.41492507,-0.25863874,0.38973176,0.0942774,0.14572449,-0.06970462,0.3575464,-0.16828577
2015-01-16,-0.31664142,-0.15944979,0.47923815,0.12658267,0.16631883,-0.10915063,0.31751484,-0.19947244
2015-01-19,0.02211377,0.112099625,0.7698382,0.100425124,0.12911946,-0.39688736,0.105506524,-0.41590452
2015-01-20,-0.39374316,-0.29046786,0.5139414,0.20476688,0.10233951,-0.046873525,0.29312173,-0.28465793
2015-01-21,-0.5383217,-0.34200394,0.35284722,0.17686446,0.17658772,0.06630556,0.4159264,-0.1292275
2015-01-22,-0.29109854,-0.13189255,0.48434204,0.0808039,0.16490513,-0.17058516,0.30060878,-0.2137275
2015-01-23,-0.21832675,-0.12751028,0.53675616,0.14744237,0.14967567,-0.14732832,0.3073352,-0.22527334
2015-01-26,-0.2726447,-0.12825447,0.4751764,0.06937738,0.16821526,-0.17821006,0.31588164,-0.19845825
