date,0,1,2,3,4,5,6,7
2020-11-16,0.4453809,0.36193743,-0.22227904,-0.32074007,0.025576852,-0.4388245,0.48445785,-0.5814447
2020-11-17,0.59617645,0.3511589,-0.34796375,-0.44048434,-0.007983796,-0.6297699,0.5383516,-0.8076702
2020-11-18,0.65740633,0.36335075,-0.40471628,-0.4959272,-0.017899424,-0.6910151,0.55744797,-0.8756937
2020-11-19,0.6517197,0.25618693,-0.45302832,-0.47284552,-0.008245416,-0.75400376,0.5521971,-1.0233413
2020-11-20,0.6543546,0.32690063,-0.4205459,-0.48713693,-0.008948676,-0.7100853,0.55560976,-0.9262206
2020-11-23,0.6052929,0.3159556,-0.37823915,-0.4469872,0.004593618,-0.67036116,0.5484033,-0.890703
2020-11-24,0.6581752,0.30897304,-0.4245962,-0.48091432,-0.032562144,-0.72182524,0.54932475,-0.93478864
2020-11-25,0.6320131,0.37040636,-0.3699941,-0.471894,-0.028022513,-0.6594031,0.5484357,-0.8222905
2020-11-26,0.65330684,0.33304924,-0.4178405,-0.49030995,-0.0044681504,-0.7142043,0.5610424,-0.9313537
2020-11-27,0.68455666,0.3256464,-0.44873786,-0.5062026,-0.02938734,-0.72086096,0.5501273,-0.9285339
2020-11-30,0.64966273,0.30407998,-0.421954,-0.47633737,-0.02672363,-0.71763873,0.54971856,-0.93724656
2020-12-01,0.67679113,0.25136608,-0.47947586,-0.4923782,-0.007786013,-0.7816144,0.55872494,-1.0629205
2020-12-02,0.65358096,0.29484576,-0.42984292,-0.47900468,-0.017403916,-0.741138,0.5567213,-0.9773064
2020-12-03,0.6541737,0.27562702,-0.43439224,-0.47014582,-0.0348764,-0.7441797,0.54692554,-0.97927064
2020-12-04,0.6309584,0.30783892,-0.40267542,-0.46369776,-0.012586258,-0.708205,0.55262226,-0.9310954
2020-12-07,0.6652105,0.31113407,-0.43400592,-0.49047732,-0.028117463,-0.7299156,0.55547196,-0.94943243
2020-12-08,0.6360373,0.30788514,-0.41076165,-0.46889675,-0.0049620345,-0.70455146,0.55256826,-0.9327544
2020-12-09,0.64711154,0.3791702,-0.3789166,-0.48366597,-0.04072816,-0.66353965,0.5482062,-0.8150578
2020-12-10,0.6641761,0.28235307,-0.4459405,-0.4829646,-0.037532814,-0.7464515,0.54986006,-0.97990286
2020-12-11,0.6856308,0.3027944,-0.45778272,-0.50374556,-0.035796262,-0.7501203,0.5539642,-0.9742525
2020-12-14,0.66953206,0.25047892,-0.46356696,-0.47806743,-0.03610558,-0.7668911,0.5459362,-1.0230268
2020-12-15,0.6584872,0.3405722,-0.4247499,-0.49524543,0.0012396798,-0.6940336,0.5545175,-0.9066741
2020-12-16,0.6185997,0.32518247,-0.3859151,-0.4578173,0.0015538782,-0.6777941,0.54888266,-0.89091057
2020-12-17,0.63426,0.25045472,-0.44335437,-0.4644603,0.026075702,-0.75871074,0.5633011,-1.0555981
2020-12-18,0.635548,0.33948442,-0.3882347,-0.46796146,-0.03555253,-0.6765511,0.5439126,-0.8575155
2020-12-21,0.7107975,0.25301623,-0.5110145,-0.5192763,-0.026677586,-0.81065094,0.5620873,-1.0883951
2020-12-22,0.68537414,0.35108608,-0.41873255,-0.5045067,-0.076100476,-0.724339,0.5528926,-0.886085
2020-12-23,0.63886845,0.25945413,-0.43960083,-0.46558216,0.0037440434,-0.74751484,0.5562813,-1.02171
2020-12-24,0.65129054,0.37636653,-0.38739496,-0.48868775,-0.028294973,-0.6695639,0.5520315,-0.8334344
2020-12-25,0.64194447,0.287871,-0.41696382,-0.46424165,-0.026500732,-0.72849345,0.54969287,-0.9581222
2020-12-28,0.6500804,0.3193073,-0.41121078,-0.47603518,-0.034347273,-0.70683706,0.5481358,-0.90892327
2020-12-29,0.677815,0.31038907,-0.44039637,-0.4961211,-0.04254078,-0.7409313,0.55406696,-0.9531298
2020-12-30,0.64350873,0.2190263,-0.4688203,-0.46548787,0.021772604,-0.7796799,0.5597176,-1.0982105
2020-12-31,0.6797477,0.2673063,-0.4823189,-0.50106245,0.0148440525,-0.77075255,0.5613936,-1.0544999
2021-01-04,0.6784709,0.21324378,-0.48934922,-0.48104897,-0.035813116,-0.8169786,0.55337894,-1.1077418
2021-01-05,0.6446163,0.29992452,-0.43259457,-0.48018378,0.014341533,-0.71896327,0.55762374,-0.97001463
2021-01-06,0.6412785,0.35261065,-0.39520976,-0.47982424,-0.005109869,-0.6727705,0.550264,-0.8658071
2021-01-07,0.6200272,0.4142265,-0.33445215,-0.46623924,-0.034883976,-0.61922836,0.5413616,-0.7378321
2021-01-08,0.6369361,0.30247724,-0.41317725,-0.46474105,-0.01377473,-0.69671834,0.54438645,-0.9194854
2021-01-11,0.7322074,0.31694236,-0.4895985,-0.53707755,-0.073701926,-0.7765616,0.55300415,-0.97583026
2021-01-12,0.67314327,0.25601035,-0.47460905,-0.49025,-0.014845379,-0.76965237,0.55534357,-1.0417216
2021-01-13,0.660262,0.3437057,-0.41011286,-0.48741063,-0.03314872,-0.7000934,0.5470118,-0.8841354
2021-01-14,0.64192367,0.069256075,-0.49790013,-0.42171067,-0.0686842,-0.93098986,0.56355333,-1.3231311
2021-01-15,0.68367714,0.358638,-0.437101,-0.51143706,-0.0125729665,-0.67891586,0.5441631,-0.8670319
2021-01-18,0.6842293,0.15704493,-0.5214943,-0.4786414,-0.047674023,-0.87090063,0.5608022,-1.2089919
