date,0,1,2,3,4,5,6,7
2015-01-05,0.1236414,0.105235904,-0.2973048,-0.14314148,0.6499585,0.27443305,0.51121783,0.949933
2015-01-06,0.30025566,0.103324145,-0.3456031,-0.21087912,0.49752146,0.33654305,0.3918029,0.7324854
2015-01-07,0.31797335,0.04171062,-0.28812018,-0.23137346,0.5350026,0.39050865,0.40068093,0.7643305
2015-01-08,0.23508978,0.1383787,-0.39284626,-0.04734886,0.40015012,0.17351244,0.3638976,0.52906847
2015-01-09,0.054773737,0.09011361,-0.27902484,-0.17133477,0.7439818,0.2615832,0.55984247,1.0798751
2015-01-12,0.3045402,0.18092056,-0.3920709,-0.09030886,0.37618896,0.26023662,0.34421685,0.5409134
2015-01-13,0.28256863,0.031368494,-0.30680993,-0.18041584,0.517042,0.31588393,0.3951302,0.6943183
2015-01-14,0.29339743,0.0071223974,-0.30261463,-0.21670023,0.52613837,0.329551,0.3934327,0.7155054
2015-01-15,0.14348622,0.09417781,-0.24548104,-0.14827082,0.68072224,0.34174418,0.5191699,0.98507506
2015-01-16,0.23137164,0.04138986,-0.2991973,-0.19381242,0.5822973,0.31440163,0.4403134,0.8118502
2015-01-19,0.4133488,0.14068992,-0.42903328,-0.19101831,0.3048824,0.29622102,0.27531767,0.46466145
2015-01-20,0.33817875,0.015365683,-0.24699697,-0.24370942,0.55016214,0.43866122,0.40072376,0.7791474
2015-01-21,0.06685649,0.060282186,-0.21908896,-0.1822143,0.79452974,0.33483773,0.58252823,1.1504512
2015-01-22,0.23355976,0.10371235,-0.3457965,-0.1383166,0.51024824,0.26655588,0.41584194,0.71944517
2015-01-23,0.27111802,-0.03603146,-0.26856488,-0.22086865,0.5763791,0.3405707,0.42028704,0.7713452
2015-01-26,0.22079727,0.08910399,-0.33840314,-0.10505074,0.50950074,0.24585699,0.41776285,0.69080186
2015-01-27,0.31030798,0.18760946,-0.39107776,-0.105896786,0.37672365,0.27469337,0.34477738,0.5569809
2015-01-28,0.20534441,0.00024585426,-0.29086262,-0.17103799,0.5882777,0.27339652,0.44231737,0.7809874
2015-01-29,0.25038308,0.073084556,-0.33860484,-0.19156396,0.52873254,0.29242843,0.41538003,0.7563374
2015-01-30,0.25848672,0.10492867,-0.38255018,-0.1501992,0.4585655,0.23867539,0.38371155,0.64707375
2015-02-02,0.26120102,-0.013001882,-0.26742923,-0.20880464,0.5786226,0.3405426,0.42421755,0.7784469
2015-02-03,0.16114017,0.1611899,-0.34123465,-0.11656068,0.5647079,0.25717467,0.47030017,0.84573543
2015-02-04,0.31877872,-0.008023348,-0.27894607,-0.19664708,0.51070684,0.34993562,0.37706468,0.66214263
2015-02-05,0.25768584,0.024926534,-0.35085604,-0.06131203,0.4363391,0.18530926,0.3585623,0.50231177
2015-02-06,0.2940278,0.0038617644,-0.30788213,-0.20612639,0.51765406,0.31730384,0.38854495,0.6906147
2015-02-09,0.15793554,0.032133788,-0.23295653,-0.17571905,0.6722378,0.3311978,0.49569514,0.9357051
2015-02-10,0.26267228,0.017254647,-0.2712372,-0.23610836,0.60014236,0.3709901,0.4387761,0.8465012
2015-02-11,0.2360332,0.06765582,-0.30728686,-0.17348546,0.5492673,0.3055214,0.42639744,0.77185154
2015-02-12,0.17574087,0.07430488,-0.30554897,-0.11471154,0.57323134,0.25395143,0.45435846,0.7837748
2015-02-13,0.23077184,-0.0357065,-0.24910602,-0.18981928,0.6105661,0.32561973,0.4426585,0.7981219
2015-02-16,0.22726458,0.08416702,-0.31358454,-0.1598115,0.5479912,0.2986224,0.4322607,0.7776773
2015-02-17,0.28090283,0.026609257,-0.29242328,-0.2278508,0.55526114,0.35355085,0.41495508,0.7840229
2015-02-25,0.2645657,0.02548732,-0.31021303,-0.12039859,0.48766914,0.26516175,0.38358545,0.6112298
2015-02-26,0.09643157,0.0014828704,-0.21666905,-0.13624483,0.72970057,0.29413804,0.5395756,0.9906242
2015-02-27,0.2646915,0.025655316,-0.30364335,-0.19012281,0.54309666,0.31446818,0.41250274,0.74037373
2015-03-02,0.27186498,0.06168717,-0.3158542,-0.13690916,0.4966056,0.2963125,0.39476648,0.66479516
2015-03-03,0.2823925,0.060473762,-0.34828064,-0.111489266,0.4404528,0.24559493,0.362986,0.5636268
2015-03-04,0.2608089,0.08351296,-0.32189748,-0.16817074,0.5196584,0.30918762,0.40861598,0.7300071
2015-03-05,0.28119898,0.054285053,-0.3192385,-0.15521924,0.49251404,0.3013987,0.39019117,0.6665093
2015-03-06,0.27712104,0.0308823,-0.30110735,-0.22227067,0.5510881,0.34134597,0.41302657,0.77383673
2015-03-09,0.041015018,0.20727889,-0.30133328,-0.13089857,0.71621525,0.2750512,0.5733245,1.1169186
2015-03-10,0.22061339,0.049824648,-0.31224376,-0.12966688,0.5350298,0.26146322,0.42083278,0.7108352
2015-03-11,0.31372625,0.043581787,-0.3074694,-0.2679588,0.53588074,0.38045758,0.3999929,0.78944385
2015-03-12,0.1391072,-0.013680413,-0.22444806,-0.15413934,0.70068944,0.3088969,0.51358855,0.9391158
2015-03-13,0.32125917,0.038381726,-0.30654907,-0.23341477,0.5148686,0.36712438,0.38766468,0.7290352
2015-03-16,0.1831149,0.020764727,-0.2499806,-0.15236875,0.640729,0.31755725,0.4785573,0.86782414
2015-03-17,0.23311567,0.040410567,-0.30202293,-0.15276773,0.54495186,0.287998,0.42387378,0.7383529
2015-03-18,0.21860549,0.06754345,-0.27012324,-0.20037171,0.61754423,0.35972172,0.4671179,0.89879245
2015-03-19,0.25603932,0.031064589,-0.30020642,-0.13919225,0.51997817,0.2905289,0.40590334,0.68362087
2015-03-20,0.117471136,0.063347116,-0.27628273,-0.13753316,0.65743804,0.26032838,0.50155526,0.9125962
