date,gap_pct,intraday_return,day_range,am_return,pm_return,close_location,max_drawdown_intra,max_rally_intra,path_efficiency,first_30min_return,last_30min_return,high_time_idx,low_time_idx,am_pm_corr,volume_ratio_am_pm,volume_spike_open,volume_trend,volume_skew,realized_vol,range_vol_ratio,prev_day_vol,vol_of_vol
2015-01-05,-0.0041958041958042,0.0,0.02727272727272722,-0.0014044943820224732,0.0007027406886857975,0.7948717928336615,-0.015536723163841823,0.027259684359594024,0.0,-0.01474719101123589,-0.0028011204481792743,37,7,,2.12152170470115,1.6267860640352836,-0.26302000737249553,2.8112675609584556,0.017109163963107056,2.2794801578936665,,0.004508921017209637
2015-01-06,-0.0014044943820224732,0.05625879043600568,0.06811797752808987,0.03023909985935313,0.023858214042263067,0.9587628856095228,-0.013167013167013256,0.06205923835951633,0.4494382019946993,0.011251758087201136,0.0026702269692923924,91,48,,0.8260208942036259,0.6939527663791973,0.2564497443153351,1.7137898793111463,0.021210763106946542,4.5731499170304435,1.4240000000000002,0.005557416463226527
2015-01-07,-0.0013315579227696417,-0.01733333333333335,0.02263648468708391,-0.015333333333333274,-0.0020311442112390748,0.11764705847750864,-0.020000000000000018,0.012925170067148035,0.18571428558163236,-0.016000000000000014,-0.008075370121130559,96,100,,2.3314952036881764,6.666685347069986,-0.42519463428441934,2.304316115272032,0.01991085502973732,1.7076112391185172,1.5019999999999998,0.008162611966612278
2015-01-08,-0.004748982360922588,0.017723244717109763,0.03459972862957933,0.020449897750511266,-0.0026720106880427546,0.509803920569013,-0.015831134564643815,0.027796610167606955,0.17105263146641297,0.01567825494205856,-0.006653359946772979,175,144,,2.3733525347555133,1.2111681220355974,-0.41778535580248927,2.864828800521383,0.01975662350882267,2.5814127459119574,1.474,0.0047440025546960215
2015-01-09,-0.005358338914936374,0.012121212121211982,0.03750837240455462,0.022895622895622764,-0.01053324555628704,0.4107142849808654,-0.0208469055374593,0.024699599464305715,0.11464968145563581,0.014141414141414078,-0.009881422924901268,208,192,,4.662500865782729,3.271174589035575,-0.7172529844601155,1.6700036491268075,0.022388662493816578,2.501265976265435,1.493,0.006704471614199266
2015-01-12,-0.005322687957418353,0.030100334448160484,0.04457751164337988,0.017391304347825952,0.013157894736842117,0.9701492522833594,-0.013645224171539901,0.02122015914978648,0.2812499998242196,0.016053511705685482,0.007194244604316626,287,240,,2.737194692359439,4.562377877470518,-0.5247316601395579,2.8275421681156194,0.02290968145265541,2.924527774251586,1.5030000000000001,0.007293205173182764
2015-01-13,-0.0012987012987012998,0.008452535760728153,0.0233766233766234,0.008452535760728153,0.0,0.694444442515429,-0.009609224855861565,0.022265880810591648,0.1249999998798077,-0.005201560468140447,0.0006451612903225095,316,288,,2.4785942640534193,0.9361050329975127,-0.31785062188246377,2.8976691911821697,0.014030171887490157,2.5658986954756524,1.54,0.004616259073081333
2015-01-14,-0.0032237266279818784,-0.006468305304010355,0.01805286911669892,-0.001293661060802071,-0.0045366169799092,0.35714285586734695,-0.014829142488716899,0.009765624999364153,0.1020408162224071,-0.0038809831824062127,0.004578155657292425,350,377,,2.627185298413972,1.9483085256464308,-0.45379172726898337,1.708512293900089,0.011151762595052303,2.510813829675803,1.551,0.0025838266292261803
2015-01-15,-0.0013020833333333346,0.0,0.020833333333333353,-0.00325945241199486,0.0026143790849673227,0.24999999921875,-0.016731016731016745,0.005235602093898198,0.0,0.01303780964797915,0.0026143790849673227,390,384,,1.9950195587242299,6.268619033858579,-0.39200411916939426,3.7675243535900553,0.013490934295557963,2.371963205938973,1.536,0.00413436585247485
2015-01-16,-0.003911342894393746,0.04188481675392674,0.04432855280312911,0.035340314136125685,0.007594936708860766,0.9411764692041523,-0.008810572687224677,0.036458333330959776,0.46376811560596587,0.008507853403141296,0.006957621758380848,479,432,,2.3204388932213535,0.45781858157649713,-0.2587239496477597,3.978629564558866,0.01640845239095171,4.144205557318585,1.534,0.00557704893199585
