date,0,1,2,3,4,5,6,7
2015-01-05,-0.26816937,0.5705689,-0.3785591,0.71293116,-0.59952533,0.38631922,0.4850069,0.35279492
2015-01-06,-0.25489372,0.49812245,-0.32288027,0.62063897,-0.5262015,0.36175963,0.41933802,0.3081255
2015-01-07,-0.35356385,0.65212077,-0.39279538,0.7185946,-0.7426367,0.51998425,0.474578,0.44236612
2015-01-08,-0.31167817,0.6108127,-0.37576902,0.6941747,-0.6691184,0.48055974,0.46254438,0.4039605
2015-01-09,-0.21070492,0.53098154,-0.29428655,0.6193273,-0.5148463,0.47737935,0.3965319,0.3217814
2015-01-12,-0.34763473,0.6557285,-0.36808234,0.70034844,-0.7439326,0.57205564,0.45012337,0.45496845
2015-01-13,-0.21734516,0.5149189,-0.2932095,0.61539334,-0.5092119,0.44638744,0.3962617,0.31486195
2015-01-14,-0.2582023,0.5935725,-0.3224221,0.6490982,-0.6053611,0.5505487,0.41032404,0.37642133
2015-01-15,-0.2688846,0.5422214,-0.32387042,0.6400915,-0.5778347,0.4384874,0.42036355,0.3470879
2015-01-16,-0.2653552,0.5615189,-0.3501122,0.6686759,-0.58706534,0.4291459,0.44565624,0.34920213
2015-01-19,-0.21624391,0.64326274,-0.2694081,0.6214872,-0.6123388,0.7442809,0.3524338,0.40799946
2015-01-20,-0.21081425,0.48037553,-0.26924485,0.59582597,-0.47508726,0.42348894,0.3814465,0.290325
2015-01-21,-0.2197645,0.5081938,-0.30618393,0.6292557,-0.50346756,0.41107976,0.41303974,0.30393097
2015-01-22,-0.291224,0.5470088,-0.3484497,0.6625133,-0.6026299,0.40126255,0.44614673,0.3574634
2015-01-23,-0.31497946,0.66011685,-0.37925506,0.7073088,-0.7102376,0.56691056,0.4575265,0.43031082
2015-01-26,-0.24351841,0.49756968,-0.3117172,0.6218569,-0.5174513,0.3790145,0.4151767,0.30737966
2015-01-27,-0.3699727,0.5962125,-0.34185714,0.65449184,-0.71809196,0.510062,0.42636284,0.43571103
2015-01-28,-0.2196807,0.5573722,-0.3077464,0.63573146,-0.54188967,0.5039286,0.4039968,0.3371503
2015-01-29,-0.29132375,0.58263516,-0.34416753,0.658536,-0.6299294,0.48123297,0.4319339,0.37937355
2015-01-30,-0.33270645,0.6143144,-0.3642478,0.6623655,-0.68881714,0.5130725,0.4355069,0.4151968
2015-02-02,-0.23952745,0.59926116,-0.34625804,0.6903949,-0.59799445,0.5023632,0.44654632,0.36566195
2015-02-03,-0.26761717,0.52580136,-0.33107793,0.6415133,-0.56170046,0.39885607,0.42996258,0.33565348
2015-02-04,-0.28273913,0.61074674,-0.3440907,0.6697141,-0.64295125,0.53917724,0.43026885,0.39549425
2015-02-05,-0.29726043,0.6756037,-0.39734435,0.73444104,-0.7080631,0.5579685,0.47936523,0.42926472
2015-02-06,-0.33635953,0.68432736,-0.38117385,0.7047648,-0.7496419,0.6104284,0.45079634,0.45964295
2015-02-09,-0.30242285,0.62283593,-0.3613088,0.68964404,-0.6727123,0.52684355,0.44859514,0.4114398
2015-02-10,-0.26582113,0.52457786,-0.31363416,0.6242309,-0.55989254,0.42803454,0.41058326,0.33729213
2015-02-11,-0.24687031,0.5499973,-0.31394875,0.6412149,-0.5645883,0.47432315,0.41373986,0.34749553
2015-02-12,-0.2761803,0.57584655,-0.3527112,0.67476505,-0.609486,0.4530419,0.446904,0.36610454
2015-02-13,-0.22151195,0.53273726,-0.30289745,0.6305576,-0.5274775,0.46011633,0.4062307,0.32512704
2015-02-16,-0.23772061,0.52334154,-0.31443262,0.6400831,-0.53462875,0.42198992,0.4207335,0.3244827
2015-02-17,-0.29245558,0.5913014,-0.35977608,0.68263805,-0.63670194,0.46844205,0.4513309,0.38229406
2015-02-25,-0.2564751,0.61577684,-0.35412735,0.6902957,-0.62316775,0.52760077,0.44537657,0.38389015
2015-02-26,-0.29244766,0.5527752,-0.33965904,0.6563708,-0.60778093,0.43416852,0.4360959,0.3652397
2015-02-27,-0.27820516,0.57888466,-0.35022599,0.67341125,-0.6149757,0.46001077,0.44450605,0.36926582
2015-03-02,-0.25891742,0.5547715,-0.3407467,0.66859806,-0.57896316,0.42897338,0.44222844,0.34622324
2015-03-03,-0.19921707,0.57367283,-0.32100976,0.6641388,-0.5372132,0.5075751,0.42362365,0.33497295
2015-03-04,-0.24418777,0.5044555,-0.29639608,0.6150694,-0.5269486,0.42048746,0.4016728,0.32182622
2015-03-05,-0.34018773,0.61283237,-0.3789521,0.6846878,-0.69401133,0.48102263,0.45620495,0.4110311
2015-03-06,-0.3403664,0.6366185,-0.381113,0.68071496,-0.7117256,0.5293541,0.44913226,0.42760164
2015-03-09,-0.23346403,0.50254786,-0.31775492,0.6415705,-0.5149871,0.37019816,0.42842442,0.30684763
2015-03-10,-0.25166547,0.5686015,-0.33635324,0.6655898,-0.5828948,0.46651146,0.43479466,0.35439166
2015-03-11,-0.3128887,0.6236171,-0.35832506,0.6843179,-0.6822951,0.5318098,0.4431298,0.41362444
2015-03-12,-0.34424552,0.61565167,-0.35160398,0.66931784,-0.7067536,0.528026,0.43412927,0.42736885
2015-03-13,-0.27040994,0.5608473,-0.34105814,0.6622447,-0.59249926,0.44761747,0.4369865,0.35730907
2015-03-16,-0.20388341,0.48765865,-0.2958446,0.6221828,-0.47388855,0.39175755,0.40894583,0.2881045
2015-03-17,-0.23314878,0.5813936,-0.33321112,0.65949774,-0.5683646,0.5061074,0.42245862,0.343243
2015-03-18,-0.2684041,0.5328403,-0.33810592,0.6529812,-0.5694822,0.39309305,0.4379193,0.33641535
2015-03-19,-0.2704499,0.5757713,-0.3330918,0.6601093,-0.602926,0.49020395,0.42661625,0.3637565
2015-03-20,-0.25556925,0.55449647,-0.31658393,0.64623576,-0.5762013,0.4754354,0.4168919,0.3535609
2015-03-23,-0.22624058,0.5165966,-0.31116706,0.64185005,-0.51834404,0.41299552,0.4204855,0.31232002
2015-03-24,-0.430361,0.6021884,-0.38321966,0.6657915,-0.7792405,0.42674646,0.454241,0.45190465
2015-03-25,-0.25394297,0.5068702,-0.29818958,0.63368666,-0.5449017,0.4056863,0.415475,0.33466324
2015-03-26,-0.28938004,0.5715155,-0.3173588,0.6225931,-0.6215154,0.50210774,0.40013686,0.3767201
2015-03-27,-0.24932837,0.51617044,-0.333466,0.6413601,-0.53597355,0.37689784,0.43301892,0.31828862
2015-03-30,-0.3188498,0.5493034,-0.33986574,0.6551439,-0.6320765,0.4210917,0.4374565,0.37672326
2015-03-31,-0.2981305,0.6243877,-0.3845719,0.70895463,-0.66906023,0.48684016,0.47135934,0.4070125
