date,0,1,2,3,4,5,6,7
2020-11-16,-0.246923,-0.030397817,0.017061993,0.017232493,-0.3758692,-0.054329894,0.38608652,-0.04027158
2020-11-17,0.011152059,0.050840348,-0.19056772,-0.13791208,-0.55585194,-0.04815694,0.2080742,-0.2958586
2020-11-18,0.081930205,0.0457903,-0.24840772,-0.17247106,-0.58913845,-0.06046482,0.15694427,-0.38015246
2020-11-19,0.12624204,0.09891766,-0.26510888,-0.21375643,-0.67543644,-0.024331294,0.087546706,-0.3668457
2020-11-20,0.09591858,0.0648222,-0.25333428,-0.18904723,-0.620177,-0.04459875,0.13579577,-0.3752172
2020-11-23,0.038913403,0.073094085,-0.21623442,-0.17212482,-0.5981102,-0.038555555,0.16843277,-0.32030421
2020-11-24,0.109817624,0.070160866,-0.25014555,-0.17310695,-0.62198025,-0.049270056,0.11997619,-0.36080304
2020-11-25,0.04871048,0.041525513,-0.21767576,-0.1396498,-0.55659807,-0.06802251,0.18434834,-0.33916244
2020-11-26,0.09400743,0.06574111,-0.2564005,-0.1946532,-0.6219538,-0.049455754,0.13469173,-0.3824856
2020-11-27,0.12712303,0.05123949,-0.26986143,-0.18412657,-0.62088656,-0.043591373,0.12236045,-0.39519724
2020-11-30,0.10023766,0.07122868,-0.24859577,-0.17649083,-0.6209728,-0.04820981,0.12350877,-0.35690004
2020-12-01,0.15906361,0.10116437,-0.28774777,-0.23119418,-0.6988269,-0.022116087,0.062462848,-0.39788252
2020-12-02,0.11525303,0.08697878,-0.25708026,-0.19521146,-0.6480771,-0.04457151,0.104325116,-0.36814114
2020-12-03,0.12385996,0.09080391,-0.2512722,-0.18159078,-0.6487446,-0.04221534,0.09660761,-0.35027292
2020-12-04,0.079027794,0.079557866,-0.2363276,-0.17882921,-0.62027806,-0.046603523,0.13411786,-0.34386066
2020-12-07,0.11520785,0.06752998,-0.26123562,-0.18350627,-0.6275006,-0.050265126,0.11293557,-0.3786064
2020-12-08,0.080999,0.0752984,-0.24105251,-0.18597694,-0.6228137,-0.038115673,0.13747352,-0.3516667
2020-12-09,0.061932847,0.032139912,-0.22536246,-0.13329546,-0.54982376,-0.07494857,0.17950702,-0.3509033
2020-12-10,0.12899655,0.07919225,-0.2635714,-0.18569614,-0.64394337,-0.046687983,0.09413281,-0.36937448
2020-12-11,0.14415205,0.06827782,-0.2767033,-0.19216825,-0.6445935,-0.047445796,0.094669625,-0.39640602
2020-12-14,0.15071085,0.09679741,-0.26812503,-0.19636972,-0.6737444,-0.03181561,0.072569475,-0.3645235
2020-12-15,0.08897449,0.052111328,-0.25694448,-0.19501467,-0.61135423,-0.037376456,0.15134436,-0.3853336
2020-12-16,0.054396976,0.070295006,-0.22377345,-0.17492144,-0.6011784,-0.040625744,0.16505465,-0.33314803
